[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[1],"(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP I)) (VP (MD 'll) (VP (VB start) (PRN (, ,) (INTJ (UH um)) (, ,)))))))))"
[2],"(ROOT (S (SBAR (WHNP (WHNP (CD one)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (NP (JJ big) (NN thing)) (SBAR (WHNP (WDT that)) (, ,) (S (NP (NP (DT the) (NN advise)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (MD would) (VP (VB give) (PP (IN to) (NP (DT a) (NN parent)))))))) (VP (TO to) (VP (VB give) (PP (IN to) (NP (ADJP (PRP$ his) (CC or) (PRP$ her)) (NN child)))))))) (VP (VBZ is) (S (VP (TO to) (VP (VB let) (NP (PRP$ their)))))))) (, ,) (VP (VB let) (S (NP (PRP$ their) (NN child)) (VP (VB experience) (NP (NN college)) (PP (IN in) (NP (DT a) (ADJP (ADVP (RB kind) (RB of)) (JJ general)) (NN sense)))))) (. .)))"
[3],"(ROOT (S (NP (PRP I)) (VP (VBP like) (NP (JJ large) (NNS colleges)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD went) (PP (IN to) (NP (NP (NNP University)) (PP (IN of) (NP (NNP Texas))))) (PP (IN at) (NP (NNP Austin))))))) (, ,)))"
[4],(ROOT (S (NP (PRP they)) (VP (VBP have) (NP (CD fifty) (CD thousand) (NNS students)) (NP (RB there))) (. .)))
[6],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ interesting))) (, ,)))"
[5],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP feel) (PP (IN like) (NP (DT that))) (SBAR (ADVP (RB now)) (IN if) (S (NP (PRP I)) (VP (VBD went) (, ,) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD had) (VP (VBN gone) (PP (IN to) (NP (NP (DT a) (JJ small) (NN college)) (SBAR (WHNP (WDT that)) (S (ADVP (RB only)) (VP (VBD had) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (CD thousand))) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB have) (PRN (, ,) (S (VP (VB have) (S (S (UCP (VP (VBN gotten) (PP (IN as) (NP (JJ much) (NN exposure))) (PP (IN to) (NP (JJ different) (NNS people)))) (CC and) (ADJP (JJ different)))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know)))))) (, ,)) (NP (NP (JJ different) (NNS languages)) (, ,) (NP (JJ different) (NNS cultures)) (, ,) (CC and) (NP (NP (NNS things)) (PP (IN like) (NP (DT that)))))))))) (PP (RB just) (IN by) (S (VP (VBG being) (PP (IN around) (NP (DT those) (CD fifty) (CD thousand) (NNS students))))))))))))))))))) (. .)))"
[8],(ROOT (INTJ (UH Uh-huh) (. .)))
"[7, 9]","(ROOT (S (NP (PRP I)) (VP (VBD went) (PP (IN to) (NP (NP (DT a) (JJR smaller) (NN school)) (, ,) (PP (IN of) (NP (RB probably) (CD three) (CD thousand))) (, ,) (NP (CD thirty-five) (CD hundred))))) (. .)))"
[10],(ROOT (INTJ (UH Uh-huh) (. .)))
