[0],(ROOT (INTJ (UH Okay) (. .)))
[1],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB basically)) (VP (ADVP (PRP I)) (VP (VBP am) (NP (NP (DT a) (NN mother)) (PP (IN of) (NP (DT a) (CD three) (NN year))) (ADJP (JJ old))))) (, ,)))"
[2],(ROOT (INTJ (UH Uh-huh) (. .)))
"[3, 5]","(ROOT (S (RB so) (NP (PRP I)) (VP (ADVP (RB kind) (RB of)) (VBP relate) (S (VP (TO to) (VP (VBG trying) (S (VP (TO to) (VP (VB find) (NP (DT a) (JJ good) (NN day) (NN care)) (SBAR (IN because) (S (NP (PRP it)) (VP (BES 's) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (ADJP (RB extremely) (JJ hard)) (NN thing))))) (S (VP (TO to) (VP (VB do) (S (VP (TO to) (VP (VB trust) (NP (NP (NN somebody) (RB else)) (PP (IN with) (NP (PRP$ your) (NN child)))) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB trust) (NP (NP (NP (PRP$ their) (JJ emotional)) (CC and) (NP (PRP$ their) (NN safety))) (CC and) (NP (NP (PDT all) (DT the) (NN rest)) (PP (IN of) (NP (DT that)))))))))))))))))))) (. .)))"
[6],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (ADJP (RB pretty) (JJ selective)))) (, ,)))"
[4],(ROOT (INTJ (UH Right) (. .)))
[8],(ROOT (INTJ (UH Uh-huh) (. .)))
"[7, 11]","(ROOT (FRAG (CC and) (NP (NP (WP what)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG finding) (SBAR (SBAR (S (VP (VBZ is) (VP (PP (IN with) (PRN (, ,) (INTJ (UH um)) (, ,))) (NP (NP (NN day) (NNS cares)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (UCP (PP (IN like) (NP (NP (NN day) (NN care) (NNS centers)) (PP (IN like) (PRN (, ,) (PP (IN for) (NP (NN instance))) (, ,)) (NP (NP (FRAG (INTJ (UH uh)) (, ,) (NP (NNP Learning) (NNP Tree)))) (CC or) (NP (NNP Kinder) (NNP Care)))))) (CC and) (SBAR (WHNP (NP (DT all)) (PP (IN of) (NP (DT that)) (. .))) (FRAG (INTJ (UH Uh))))) (, ,) (PP (IN like) (NP (NN nap) (NN time))))))))))) (CC or) (SBAR (WHNP (WHNP (WDT whatever) (NN time)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (PP (IN because) (PP (IN of) (NP (NP (NNS parents) (POS ')) (NNS hours)))) (NP (PRP they)) (VP (VBP are) (ADJP (JJ differ)))))))) (, ,))))))"
[12],"(ROOT (S (CC and) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP bring) (NP (PRP$ my) (NN daughter)) (PP (IN into) (NP (NP (PDT such) (DT a) (NN system)) (PP (IN like) (NP (DT that)))))))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP they)) (ADVP (RB only)) (VP (VBP have) (NP (NP (CD one) (NN thing)) (VP (VBG going) (PRT (RP on)))))))"
[13],(ROOT (FRAG (CC and) (NP (NP (DT that)) (BES 's) (NP (NN nap) (NN time)) (. .))))
[10],(ROOT (INTJ (UH Uh-huh) (. .)))
"[14, 16]","(ROOT (S (S (NP (NN Everybody)) (VP (VBZ is) (VP (VBG napping) (, ,) (SBAR (IN whether) (S (NP (PRP they)) (VP (VBD came) (ADVP (RB there)) (NP (DT an) (NN hour)) (PP (IN before)))))))) (CC or) (S (NP (PRP they)) (VP (VBD came) (PP (XX a-)) (, ,) (ADVP (RB right) (PP (IN during) (NP (DT that) (NN time)))))) (. .)))"
[15],(ROOT (INTJ (UH Uh-huh) (. .)))
"[17, 19]","(ROOT (S (CC And) (PP (IN with) (NP (NP (DT that) (NN kind)) (PP (IN of) (NP (DT a) (NN system))))) (NP (PRP$ my) (NN daughter) (RB just)) (VP (VBZ is) (RB n't) (ADJP (JJ likely) (S (VP (TO to) (VP (VP (VB enjoy) (NP (PRP it)) (SBAR (IN if) (S (NP (PRP she)) (VP (VBZ has) (VP (PP (TO to) (NP (NP (JJ good)) (ADVP (RB there) (RB immediately))))))))) (CC and) (VP (VB lay) (ADVP (RB down)) (, ,) (PP (IN on) (NP (DT a) (NN cot))))))))) (. .)))"
[20],"(ROOT (S (ADVP (RB So)) (, ,) (INTJ (UH um)) (, ,) (NP (NN home) (NN day) (NN care)) (VP (VBZ has) (VP (VBN been) (NP (DT an) (NN option)))) (. .)))"
[21],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP 've) (VP (VBN looked) (PP (IN into) (NP (DT that))))) (. .)))
[18],(ROOT (INTJ (UH Uh-huh) (. .)))
[22],"(ROOT (S (S (NP (DT The) (JJ only) (NN thing)) (VP (VBZ is) (SBAR (S (NP (PRP you)) (VP (VBP raise) (NP (NP (DT the) (NN question)) (PP (IN of) (SBAR (IN if) (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ safe)) (, ,) (INTJ (UH uh)))))))))))) (PRN (, ,) (SINV (MD can) (NP (PRP you)) (VP (VB trust) (NP (DT the) (NNS people)))) (, ,)) (S (NP (PRP you)) (VP (VBP know))) (. .)))"
[23],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ right))) (. .)))
[25],(ROOT (S (CC And) (NP (PRP you)) (ADVP (RB never)) (VP (VBP know)) (. .)))
[24],"(ROOT (FRAG (PP (UH Um)) (, ,)))"
[27],(ROOT (INTJ (UH Uh-huh) (. .)))
[29],(ROOT (INTJ (UH Sure) (. .)))
[30],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH sure) (. .))))"
[31],(ROOT (INTJ (UH Sure) (. .)))
[32],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (RB really) (JJ scary))) (. .)))
