[0],(ROOT (S (NP (PRP I)) (VP (VBD pushed) (NP (PRP it))) (. .)))
[2],(ROOT (S (S (INTJ (UH So)) (NP (WP what)) (VP (VBP do) (S (NP (PRP you)) (NP (PRP you))) (PP (IN in) (NP (PRP$ your) (NN lawn))))) (. ?)))
[3],(ROOT (SINV (VP (VBP Do) (S (NP (PRP you)) (VP (VB do) (NP (PRP it))))) (NP (PRP yourself))))
[1],(ROOT (INTJ (UH Okay) (. .)))
[5],"(ROOT (INTJ (UH Uh) (, ,) (UH no)))"
[6],"(ROOT (S (NP (PRP we)) (VP (VBP 've) (VP (VBN been) (VP (VBG doing) (S (NP (PRP it)) (NP (PRP ourselves))) (PP (IN for) (SBAR (WHNP (JJS most) (WHPP (IN of) (WHNP (WHNP (DT the) (NN time)) (PRN (, ,) (INTJ (UH uh)) (, ,))))) (S (VP (VBP find) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (ADVP (RB really)) (ADJP (ADVP (NP (DT a) (RB little)) (RBR more)) (JJ economical)))))))))))) (, ,)))"
[7],"(ROOT (PRN (CC and) (S (S (NP (PRP we)) (VP (VBP have))) (, ,) (S (INTJ (UH oh)) (, ,) (NP (PRP I)) (VP (VBP find) (SBAR (IN that) (S (NP (PRP I)) (VP (VBP have) (NP (DT the) (NN time))))))) (, ,))))"
[8],(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB kind) (RB of)) (VP (VBD enjoyed) (NP (PRP it)) (PP (IN over) (NP (RB here))) (PP (IN in) (NP (NNP Texas)))) (. .)))
[9],"(ROOT (S (NP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (VB live) (PP (IN in) (NP (NNP Arizona))))))) (, ,)))"
[10],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (VBD was) (ADJP (ADJP (RB very) (XX con-)) (, ,) (ADJP (RB very) (JJ frustrating))) (, ,) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB have) (NP (DT the) (NN watering) (NN system))))))))))"
[4],(ROOT (SBARQ (CC or) (SQ (VBP do) (NP (PRP you)) (VP (VB hire) (NP (NN someone)) (S (VP (TO to) (VP (VB do) (NP (PRP it))))))) (. ?)))
[12],(ROOT (INTJ (UH Uh-huh) (. .)))
"[11, 13]","(ROOT (S (S (CC and) (NP (PRP it)) (VP (VBD was))) (, ,) (NP (PRP it)) (VP (VBD was) (ADVP (RB just)) (NP (NP (ADJP (RB too) (JJ much)) (NN work)) (CC and) (NP (ADJP (RB not) (JJ enough)) (NN enjoyment)))) (. .)))"
[15],"(ROOT (S (CC But) (PP (IN over) (NP (NP (RB here)) (SBAR (S (NP (PRP we)) (VP (VBP get) (NP (JJ enough) (NN water) (XX automa-))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (ADVP (ADVP (RB naturally)) (SBAR (IN as) (S (ADVP (RB well)) (VP (VBP have) (NP (DT the) (JJ automatic) (NNS sprinklers)))))) (, ,)))))"
[14],(ROOT (INTJ (UH Uh-huh) (. .)))
[17],"(ROOT (INTJ (UH Yeah) (, ,)))"
[18],(ROOT (INTJ (UH right) (. .)))
[20],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
"[16, 19]",(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP it)) (VP (BES 's) (S (NP (DT a) (NN lot)) (ADJP (RBR more) (JJ rewarding)))))))))
[21],(ROOT (INTJ (UH uh-huh) (. .)))
[23],"(ROOT (SINV (S (S (INTJ (UH Well)) (, ,) (NP (PRP we)) (VP (VBP do) (NP (PRP$ our) (JJ own)) (PP (IN out) (NP (RB here))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,) (VP (VBP mow) (NP (PRP it))) (NP (NP (PRP ourselves)) (PP (CC and) (NP (NP (NN everything)) (, ,))))))"
[24],"(ROOT (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP$ our) (NN water) (NN supply)) (ADVP (RB right) (RB now)) (VP (VBZ is) (ADJP (JJ bad))) (. .)))"
[22],(ROOT (INTJ (UH so) (. .)))
[25],(ROOT (S (NP (PRP We)) (VP (VBP need) (NP (NN rain)) (ADVP (RB badly))) (. .)))
[26],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ right))) (. .)))"
