[1],"(ROOT (NP (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 've) (, ,) (INTJ (UH uh)) (, ,) (PP (IN for) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NNS years)) (NP (PRP I)))))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (ADVP (RB pretty) (RB much)) (VBN flied) (PP (IN without) (NP (NN one))) (, ,))))))"
[2],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (PP (RB just) (NP (RB recently))) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (, ,) (ADVP (PRP we)) (VP (VBD set) (PRT (RP up)) (NP (DT a) (NN budget))) (, ,)))"
[3],"(ROOT (S (CC and) (, ,) (S (CC and) (NP (PRP we)) (VP (VBP 're) (VP (VBG trying) (S (VP (TO to) (VP (VB stick) (PP (IN to) (NP (PRP it))))))))) (. .)))"
[4],(ROOT (S (NP (PRP We)) (ADVP (RB just)) (VP (VBD bought) (NP (DT a) (JJ new) (NN house))) (. .)))
[5],"(ROOT (S (NP (RB So) (PRP we)) (VP (VBP 've) (VP (VBN got) (NP (NN everything))) (, ,) (S (S (NP (PRP you)) (VP (VBP know))) (, ,) (ADVP (RB pretty) (RB much)) (S (NP (PRP we)) (VP (VBP know) (S (NP (WP what)) (NP (PRP$ our))))) (, ,) (INTJ (UH uh)) (, ,) (S (NP (PRP$ our) (JJ fixed) (NNS expenses)) (VP (VBP are) (NP (FW per)) (NP (NN month)))))) (, ,)))"
[6],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT some) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (NP (NP (JJ variable)) (, ,) (SBAR (WHNP (WDT that)) (S (ADVP (RB pretty) (RB much)) (VP (VBP stay) (PP (IN within) (NP (DT a) (JJ certain) (NN range)))))) (, ,)))))))))))))"
[7],"(ROOT (S (CC and) (ADVP (RB then)) (, ,) (INTJ (UH uh)) (, ,) (NP (RB then)) (ADVP (NP (NP (EX there)) (PP (BES 's) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (NP (PRP you))))))) (RB never)) (VP (VBP know) (NP (NN anything)) (PP (IN about))) (, ,)))"
[0],"(ROOT (S (INTJ (UH So) (, ,) (UH uh)) (, ,) (VP (VB describe) (NP (PRP$ your) (NN family) (NN budget))) (. .)))"
[10],"(ROOT (INTJ (INTJ (UH Well)) (, ,) (INTJ (UH yeah) (, ,))))"
[8],"(ROOT (PRN (CC and) (NP (NP (DT that) (BES 's)) (, ,) (NP (DT that)) (BES 's) (NP (DT the) (NN food)))))"
[13],"(ROOT (S (INTJ (UH well)) (, ,) (ADVP (DT the)) (VP (ADVP (NNS utilities)) (VP (VBP are) (ADJP (RB pretty) (RB much)))) (, ,)))"
[14],"(ROOT (S (NP (PRP you)) (VP (MD can) (ADVP (RB pretty) (RB much)) (VP (VB figure) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be)))))))))) (, ,)))"
[11],"(ROOT (S (FRAG (CC and) (PP (IN to) (NP (NP (DT some) (NN extent)) (, ,) (NP (NNS utilities))))) (, ,) (NP (PRP I)) (VP (VBP imagine)) (. .)))"
[16],"(ROOT (S (NP (PRP They)) (VP (VBP have) (NP (NP (DT that)) (PP (IN to) (NP (NP (DT some) (NN extent)) (ADVP (RB here)))))) (, ,)))"
[15],(ROOT (S (CC and) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (JJ nice) (NNS things)))) (ADVP (RB here)) (VP (VBZ is) (NP (NP (DT the) (JJ electric) (NN company)) (SBAR (S (VP (VBZ has) (NP (NP (DT a) (NN plan)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (MD 'll) (VP (VB average) (NP (PRP them)) (PRT (RP out)) (PP (IN for) (NP (PRP you))))))))))))) (. .)))
[17],(ROOT (S (CC but) (NP (PRP it)) (VP (BES 's) (RB not) (ADJP (RB quite) (RB as) (JJ good))) (. .)))
[19],"(ROOT (NP (NP (CC And)) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN transportation) (NNS expenses))) (, ,))))"
[18],(ROOT (INTJ (UH Uh-huh) (. .)))
[21],(ROOT (INTJ (UH Yes)))
[20],(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP you)) (VP (VBP own) (NP (DT a) (NN car)))))) (. .)))
[22],(ROOT (NP (NN sir) (. .)))
[23],(ROOT (S (CC And) (NP (PRP you)) (VP (VBP know) (SBAR (WHADJP (WRB how) (JJ much)) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB drive) (NP (DT every) (NN week)))))))))) (. ?)))
[24],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBD used) (PP (TO to)) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (VB know) (, ,) (INTJ (UH uh)) (, ,) (S (ADJP (ADJP (RB fairly) (RB close)) (PP (IN to) (SBAR (WHNP (WHADJP (RB exactly) (WRB how) (JJ many)) (NNS miles)) (S (NP (PRP I)) (VP (VBD drove) (, ,) (SBAR (IN because) (S (NP (PRP I)) (PRN (, ,) (S (NP (PRP I)) (VP (VBD was) (ADJP (RB very) (JJ convenient)))) (, ,)) (NP (PRP I)) (VP (VBD lived)))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (CD nine) (NNS tenths)) (PP (IN of) (NP (DT a) (NN mile)))) (PP (IN from) (NP (NN work))))))))) (. .)))"
[26],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (RB so)) (, ,) (NP (PRP it)) (VP (VBD was) (, ,) (SBAR (S (NP (PRP you)) (VP (VP (VBP know)) (, ,) (VP (NP (NP (CD two) (NNS miles)) (NP (DT a) (NN day))) (PP (IN to) (CC and) (IN from) (NP (NN work)))))))) (. .)))"
[27],(ROOT (S (RB So) (NP (PRP it)) (VP (ADVP (RB kind) (RB of)) (VBD cut) (NP (NP (PRP$ my) (NN transportation) (NNS costs)) (NP (DT a) (NN lot)))) (. .)))
