[0],"(ROOT (FRAG (S (ADJP (ADJP (RB All)) (PRN (PP (JJ right)) (, ,))))))"
[2],"(ROOT (S (NP (NP (FRAG (INTJ (UH Well)) (, ,) (NP (PRP I)))) (PP (PP (NP (NP (ADJP (VBP have) (PP (PP (ADVP (DT a)) (ADJP (RB really))) (ADVP (JJ great)))) (NN one)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP make))))) (IN in) (NP (DT the) (NN summertime))) (PP (IN because) (NP (PRP it))))) (VP (BES 's) (ADJP (JJ cool)))))"
[3],"(ROOT (S (CC and) (NP (PRP it)) (VP (BES 's) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB just)) (ADJP (RB really) (RB pretty) (JJ easy))))) (. .)))"
[1],(ROOT (SBARQ (WHNP (WHNP (WDT what) (NN type)) (PP (IN of) (NP (NNS things)))) (SQ (MD would) (NP (PRP you)) (VP (VB fix) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG having) (S (NP (NN company)) (VP (VB come) (PRT (RP over)))))))))) (. ?)))
[4],(ROOT (S (NP (PRP It)) (VP (BES 's) (ADJP (RB pretty) (JJ much)) (S (VP (VP (VBG dumping) (NP (NNS things)) (ADVP (RB in))) (CC and) (VP (VBG stirring))))) (. .)))
[6],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP like) (NP (DT that))) (. .)))
[7],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (DT the) (JJ only) (NN thing)) (ADVP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (SBAR (S (VP (VBZ is) (VP (VB cook) (NP (NP (DT the) (NN rice)) (SBAR (WHNP (WDT that)) (S (VP (VBZ goes) (PP (IN in)) (, ,) (PP (IN in) (NP (PRP it)))))))))))))))))"
[8],"(ROOT (PRN (S (CC and) (PP (RB then) (NP (PRP I))) (, ,) (NP (PRP you)) (VP (VBP 're) (VP (VBN supposed) (S (VP (TO to) (VP (VB do) (NP (NN chicken)))))))) (, ,)))"
[5],(ROOT (INTJ (UH Uh-huh) (. .)))
[9],(ROOT (S (CC but) (NP (PRP I)) (ADVP (RB just)) (VP (VBP use) (NP (NP (DT those) (JJ little) (NNS cans)) (PP (IN of) (NP (NN chicken))))) (. .)))
[11],"(ROOT (S (CC And) (NP (PRP it)) (VP (VBZ makes) (NP (NP (NP (PRP it)) (ADJP (RB so) (RB much) (JJR easier))) (, ,)))))"
[12],"(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP you)) (VP (VBP dump) (NP (DT the) (NN rice))) (, ,))))))"
[13],(ROOT (S (NP (PRP you)) (VP (VBP dump) (NP (DT the) (NN chicken)))))
[14],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP you)) (VP (VBP put) (PP (IN in) (NP (NP (NN fruit)) (PP (IN like) (NP (NP (NN pineapple) (CC and) (NN mandarin) (NNS oranges)) (CC and) (NP (NN grape)) (, ,)))))))))))"
[15],"(ROOT (S (NP (ADVP (RB now)) (NNS grapes)) (VP (VBP are) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB pull) (NP (PDT all) (DT that)) (PRT (RP off)))))))))) (, ,)))"
[16],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP get) (NP (PRP$ my) (NNS kids)) (S (VP (TO to) (VP (VB do) (NP (DT that)))) (, ,)))))"
[10],(ROOT (INTJ (UH Uh-huh) (. .)))
[17],"(ROOT (NP (RB so) (, ,)))"
[19],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB do) (NP (DT that))))))) (. .)))"
