[1],X
"[0, 2]","(ROOT (S (S (INTJ (UH Oh)) (, ,) (NP (PRP I)) (VP (VBP guess))) (, ,) (S (S (INTJ (UH uh)) (, ,) (NP (DT this)) (VP (VBZ is) (NP (DT a)))) (, ,) (S (NP (DT a) (NN topic)) (ADJP (JJ near)))) (CC and) (S (ADVP (JJ dear) (PP (IN to) (NP (PRP$ my) (NN heart)))) (, ,) (SBAR (IN since) (S (NP (PRP I)) (VP (VBP am) (NP (DT a))))) (, ,) (VP (VBP am) (NP (DT a) (JJ healthy) (NN eater))) (, ,))))"
[4],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP I)) (VP (VBP 'm) (ADVP (RB not)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I))) (, ,)))"
[5],"(ROOT (S (NP (EX there)) (ADVP (RB really)) (VP (VBZ is) (RB n't) (NP (NP (DT any) (NN kind)) (PP (IN of) (NP (JJ particular) (NN food))) (SBAR (WHNP (WDT that)) (S (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't)) (, ,))) (VP (VB do) (RB n't) (VP (VB like) (ADVP (RB really)))))))) (, ,)))"
[3],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (, ,) (ADVP (PRP I)) (VP (VBP try) (S (VP (TO to) (VP (VB be) (ADVP (RB as) (RB well)))))) (, ,)))"
"[6, 8]","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP like) (NP (NP (DT a) (JJ good) (JJ Italian) (NN restaurant)) (CC or) (NP (DT a) (ADJP (ADJP (JJ good)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)))))))))"
[7],(ROOT (INTJ (UH Uh-huh) (. .)))
[9],(ROOT (SINV (ADVP (RB especially)) (VP (VBP like) (ADJP (JJ good))) (NP (JJ prime) (NN rib))))
[11],"(ROOT (FRAG (ADVP (RB so)) (SBAR (IN if) (S (NP (PRP it)) (VP (BES 's) (ADJP (PRN (, ,) (INTJ (UH uh)) (, ,)) (JJ nice)) (S (VP (TO to) (VP (VP (VB get) (PRT (RP out))) (CC and) (VP (VB find) (NP (DT a) (JJ good) (NN restaurant)) (PP (IN like) (NP (DT that)))))) (, ,)))))))"
[12],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP live) (ADVP (RB here)) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NNP Rome)) (, ,) (NP (NNP New) (NNP York))))) (, ,))))"
