[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[1],"(ROOT (S (INTJ (UH well)) (, ,) (NP (PRP I)) (VP (MD 'll) (VP (VB start) (PRT (RP off)) (S (VP (VBG being) (ADJP (JJ controversial)))))) (. .)))"
[2],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (PP (IN in) (NP (NP (NN favor)) (PP (IN of) (NP (PRP it)))))) (. .)))
[4],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP it)) (VP (VBZ seems) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (DT the) (JJ current))))))) (NNS situations)))"
[3],(ROOT (S (NP (DT That)) (VP (VBZ does) (RB n't) (ADVP (RB necessarily)) (VP (VB mean) (SBAR (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ controversial))))))) (. .)))
[5],"(ROOT (S (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (ADVP (RB still)) (VP (VBP feel) (SBAR (IN that) (S (NP (PRP it)) (VP (MD could) (VP (VB be) (VP (NP (NP (DT a) (NN deterrent)) (UCP (PP (IN to) (NP (NN crime)) (. .)))) (ADJP (RB Particularly) (PP (IN with) (NP (NP (DT the) (NN increase)) (PP (IN of) (NP (JJ serious) (NN crime))) (SBAR (WHNP (WDT that)) (S (VP (BES 's) (VP (VBG going) (PRT (RP on)) (ADVP (RB now))))))))))))))) (. .)))"
[6],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (NP (DT those) (NNS crimes)) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (ADJP (JJ punishable) (PP (IN by) (NP (DT the) (NN death) (NN sentence)))))))) (, ,) (VP (VBP need) (S (VP (TO to) (VP (VB be) (VP (VBN reevaluated))))))))) (. .)))"
[7],(ROOT (INTJ (UH Okay) (. .)))
[9],"(ROOT (INTJ (UH Yeah) (, ,)))"
[8],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ other) (NNS crimes)) (SBAR (WHNP (WDT that)) (S (VP (MD could) (ADVP (RB easily)) (VP (VP (VB draw) (NP (DT the) (NN death) (NN penalty))) (CC and) (RB not) (VP (VB make) (S (NP (PRP me)) (VP (VB feel) (ADJP (JJ bad) (PP (IN at) (NP (DT all)))))))))))))))) (. .)))
[10],"(ROOT (S (NP (PRP I)) (VP (VBP think) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[12],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH definitely) (. .))))"
[11],(ROOT (S (NP (NP (NNS Crimes)) (PP (IN against) (NP (NNS children)))) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (PRP them))))) (. .)))
[14],(ROOT (INTJ (UH Yeah) (. .)))
[16],(ROOT (INTJ (UH Uh-huh) (. .)))
