[0],(ROOT (S (VP (XX MUMBLEx)) (. .)))
[2],"(ROOT (INTJ (UH Yeah) (, ,)))"
[1],"(ROOT (SQ (^VBD Where) (NP (PRP you)) (PP (IN on) (NP (NP (DT the) (NN li-)) (, ,) (NP (NN phone))) (NP (DT a) (JJ long) (NN time))) (. ?)))"
[3],(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (VP (VBG sitting) (ADVP (RB here)) (S (VP (ADVP (RB alternately)) (VBG reading) (CC and) (VBG watching) (NP (NN television))))))) (. .)))
[4],(ROOT (INTJ (UH Yeah) (. .)))
[6],"(ROOT (FRAG (PP (TO To)) (, ,)))"
[7],"(ROOT (S (NP (PRP he)) (VP (VBD called) (PRT (RP in)) (S (VP (TO to) (VP (VB get) (NP (NN somebody)) (PP (IN on) (NP (DT the) (NN line))))))) (, ,)))"
[5],"(ROOT (S (S (NP (PRP You)) (VP (VBD were))) (, ,) (NP (PRP he)) (VP (VBD was) (VP (VBG waiting) (PP (IN for) (NP (WP what))) (ADVP (RB again)))) (. ?)))"
[9],(ROOT (FRAG (NP (DT That)) (PP (BES 's) (SBAR (WHNP (WP what)) (S (NP (DT this)) (VP (VBD was)))))))
[10],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[11],"(ROOT (S (S (S (INTJ (UH well)) (, ,) (VP (VB let) (S (NP (PRP me)) (VP (VB go))))) (VP (GW a))) (^RB head) (S (CC and) (VP (VB push) (NP (CD one))))))"
[8],(ROOT (S (NP (PRP it)) (VP (VBD took) (NP (PRP him)) (NP (QP (RB about) (PDT half) (DT an) (NN hour))) (S (VP (TO to) (VP (VB find) (NP (NN somebody)))))) (. .)))
[12],(ROOT (INTJ (UH okay) (. ?)))
[14],(ROOT (INTJ (UH Okay) (. .)))
[13],(ROOT (INTJ (UH Okay) (. .)))
[16],(ROOT (INTJ (UH Uh-huh) (. .)))
"[15, 17]","(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (RB basically)) (NP (NP (NP (PRP I)) (SBAR (S (VP (PP (PP (IN like) (FRAG (NP (NN comedy) (NNS shows)) (. .))) (NP (UH Uh))))))) (, ,) (SBAR (WHNP (NP (NNP MURPHY) (NNP BROWN)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBG DESIGNING) (NP (NNS WOMEN)))))) (VP (XX MUMBLEx)) (. .)))"
[19],(ROOT (INTJ (UH Yeah)))
[18],(ROOT (INTJ (UH Yeah) (. .)))
[20],(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB like))) (. ?)))
"[21, 23]","(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP we)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT a) (NN T) (NN V)))) (, ,)))"
[24],(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP we)) (VP (VBP have) (NP (CD two) (NN T) (NN V) (NNS -s))))))))
[22],X
[25],"(ROOT (S (CC but) (NP (DT neither)) (ADVP (ADVP (CD one)) (PP (IN of) (NP (PRP them)))) (VP (VBZ work)) (, ,)))"
[27],"(ROOT (FRAG (PP (ADVP (RB so)) (IN for) (NP (DT the) (JJ last) (NN year))) (, ,)))"
[28],(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP we)) (ADVP (RB just)) (VP (VBD got) (ADJP (VBN married))))))))
