[1],(ROOT (INTJ (UH Hi) (. .)))
[0],(ROOT (INTJ (UH Okay) (. .)))
[3],"(ROOT (INTJ (UH Yeah) (, ,)))"
[4],"(ROOT (SBAR (WHNP (NP (PRP we)) (PRN (, ,) (INTJ (UH well)) (, ,))) (S (NP (PRP we)) (VP (VBP have) (S (NP (PDT quite) (DT a)) (ADJP (JJ few)))))))"
[5],(ROOT (S (CC but) (NP (PRP we)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB use) (S (NP (PRP them)) (NP (DT a) (NN lot))))) (. .)))
[2],(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (NP (NNS lots)) (PP (IN of) (NP (NN credit) (NNS cards))))) (. ?)))
"[6, 8]","(ROOT (S (NP (PRP We)) (VP (VBP have) (S (SBAR (PRN (, ,) (INTJ (UH well)) (, ,)) (S (NP (PRP we)) (VP (VBP like) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN gasoline) (NN credit) (NNS cards)))) (, ,) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP like) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB stop)))))))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBP 're) (NP (NP (VBG traveling) (CC and) (NN stuff)) (SBAR (WHADVP (WRB wherever)) (S (NP (EX there)) (VP (BES 's) (NP (DT a) (NN station))))))))) (, ,)))))))"
[9],"(ROOT (S (CC but) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (NP (UH like)))) (NP (NNP MasterCard) (CC and) (NNP Visa)) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (VP (VB use) (NP (DT those)) (ADVP (RB too) (RB often)))) (. .)))"
[7],(ROOT (INTJ (UH Uh-huh) (. .)))
[11],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (VB have) (NP (NP (DT a) (NN ton)) (PP (IN of) (NP (NN gas) (NN credit) (NNS cards)))))))) (, ,)))"
[12],"(ROOT (FRAG (CC and) (NP (NP (RB now)) (SBAR (S (NP (PRP I)) (VP (VBP have) (NP (NP (CD one) (CC or) (CD two)) (PP (IN of) (NP (PRP them))))) (, ,))))))"
[13],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP 've) (ADVP (RB even)) (VP (VBN let) (S (NP (NP (DT some)) (PP (IN of) (NP (PRP them)))) (VP (VB expire)))))))) (. .)))
[14],(ROOT (S (CC But) (NP (PRP I)) (VP (VBD was) (VP (VBG living) (ADVP (IN out) (PP (IN of) (NP (DT the) (NN country)))) (PP (IN for) (NP (DT a) (NN while)))))))
[10],(ROOT (FRAG (WHNP (WP What)) (PP (IN about) (NP (PRP you))) (. ?)))
[15],(ROOT (ADJP (RB so) (SBAR (S (NP (PRP I)) (VP (VBD was) (RB n't) (VP (VBG using) (S (NP (PRP them)) (ADJP (RB too) (JJ much)))))))))
[17],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB drive) (S (NP (DT that)) (ADJP (JJ much))))) (. .)))
