[0],(ROOT (S (S (INTJ (UH So)) (NP (WDT what)) (VP (ADVP (NN kind) (PP (IN of) (NP (NN weather)))) (VBP have))) (S (NP (PRP you)) (VP (VBN had) (PP (IN in) (FRAG (NP (NNP Dallas)) (. ?))))) (. .)))
[3],(ROOT (INTJ (UH Really) (. ?)))
[4],(ROOT (INTJ (UH Yeah)))
[5],"(ROOT (S (INTJ (UH see)) (, ,) (ADVP (PRP I)) (VP (VBD did) (SBAR (S (ADVP (RB n't)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't))))) (, ,)))"
[6],"(ROOT (S (NP (PRP I)) (VP (VBD thought) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBD thought)))) (, ,)))"
[7],(ROOT (S (NP (PRP I)) (VP (VBD lived) (PP (IN in) (NP (NNP Euless))))))
[8],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP it)) (VP (VBD was) (ADJP (RB pretty) (JJ normal)))))) (, ,))))"
[9],"(ROOT (S (FRAG (PP (CC but) (NP (UH anyway)))) (, ,) (NP (CC but)) (ADVP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ right)) (SBAR (RB though) (S (NP (PRP it)) (VP (VBZ has) (VP (VBN been) (ADJP (RB real) (JJ hot)))))))))) (, ,)))"
[10],"(ROOT (SBAR (IN because) (S (NP (PRP it)) (, ,) (VP (UH um)) (, ,))))"
[1],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP it)) (VP (HVS 's) (VP (VBN been) (ADJP (RB very) (JJ windy)))) (, ,)))"
[11],"(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN had) (S (VP (TO to) (VP (VB use) (NP (DT the) (NN air) (NN conditioner)) (PP (IN in) (NP (NNP March)))))))) (, ,)))"
[13],"(ROOT (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB already)) (VP (VBN had) (S (VP (TO to) (VP (VB use) (NP (DT that))))))) (, ,)))"
