[1],"(ROOT (INTJ (UH Yes) (, ,)))"
[2],(ROOT (S (NP (PRP we)) (VP (VBP do) (VP (VB have) (NP (DT a) (NN pet)))) (. .)))
[3],"(ROOT (S (NP (PRP We)) (VP (VBP have) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (NN dog)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBD got) (PP (PP (IN from) (NP (DT the))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))))"
[4],"(ROOT (S (INTJ (UH well)) (, ,) (NP (PRP we)) (VP (VBP call) (S (NP (PRP it)) (NP (DT the) (NNP S) (NN P) (NNP C) (NNP A)))) (. .)))"
[0],(ROOT (SQ (VBP Do) (NP (PRP you)) (VP (VB have) (NP (DT any))) (. ?)))
[5],"(ROOT (S (NP (PRP It)) (VP (BES 's) (NP (DT the) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN an-))) (, ,))) (PP (IN from) (NP (DT an) (NN animal) (NN shelter)))) (. .)))"
[6],(ROOT (INTJ (UH Uh-huh) (. .)))
[7],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP he)) (VP (VBD 'd) (VP (VBN come) (PP (IN in) (NP (RB there))) (PP (IN as) (NP (DT a) (NN stray))))) (. .)))"
[8],(ROOT (FRAG (ADVP (RB All) (JJ right)) (. .)))
[9],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP he)) (VP (BES 's) (NP (DT a) (NNP Pomeranian) (CC and) (NNP Sheltie) (NN cross))) (. .)))"
[11],"(ROOT (S (INTJ (UH Uh) (, ,) (UH well)) (, ,) (NP (PRP he)) (VP (VBD was) (ADVP (RB very) (RB well)) (VP (VBN trained) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (VP (VBD got) (NP (PRP him))))))) (. .)))"
[10],(ROOT (INTJ (UH Yeah) (. .)))
[13],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ good))) (. .)))"
[14],"(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (ADVP (RB often)) (VP (VB find) (NP (DT that)))) (, ,)))"
[12],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP he)) (VP (BES 's)) (, ,)))"
[16],"(ROOT (INTJ (INTJ (UH No)) (, ,) (INTJ (UH uh) (, ,))))"
[15],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think))) (. .)))
[18],(ROOT (INTJ (UH Right) (. .)))
"[17, 19]","(ROOT (S (S (NP (PRP we)) (VP (VBP suspect) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD was) (VP (VBN hurt) (PP (IN in) (NP (DT an) (NN accident))))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (VP (VP (VBN got) (ADVP (RB away)) (PP (IN from) (NP (NN somebody))) (S (VP (VBG traveling) (PP (IN through)))) (, ,)) (CC and) (VP (VBN hurt) (PP (IN in) (NP (DT an) (NN accident))))))) (SBAR (IN because) (S (NP (NP (DT a) (NN dog)) (SBAR (WHNP (WDT that)) (S (VP (VBZ looks) (ADJP (RB as) (JJ good)) (SBAR (IN as) (S (NP (PRP he)) (VP (VP (VBZ does)) (CC and) (VP (VBZ is) (VP (VBN trained)))))))))) (VP (CONJP (IN as) (RB well)) (VP (VBZ is) (NP (NP (NN someone)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (VP (VBN lost) (NP (PRP him)))))))) (CC and) (RB not) (VP (VBP have) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB locate) (NP (PRP him)))))))))))) (. .)))"
[20],(ROOT (INTJ (UH Uh-huh) (. .)))
[22],(ROOT (INTJ (UH Sure) (. .)))
[23],"(ROOT (S (NP (EX There)) (VP (BES 's) (NP (DT a))) (, ,)))"
[24],"(ROOT (S (VP (UH okay) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[25],(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ interesting))) (. .)))
[26],"(ROOT (INTJ (UH Yeah) (, ,)))"
[27],"(ROOT (S (NP (DT the) (JJ only)) (VP (NP (NP (NN pet)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN had)))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[21],"(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (SBAR (IN if) (S (NP (PRP they)) (VP (VBD were) (NP (JJ local) (NNS people))))) (, ,) (NP (PRP they)) (VP (MD would)))) (VP (VB have) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB find) (NP (PRP him)))))))) (. .)))"
[28],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (DT a)) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (JJ doctoral) (NN student)) (ADVP (RB right) (RB now)))))))))"
[30],"(ROOT (FRAG (CC and) (PP (IN in) (NP (NP (PRP$ my) (PRN (, ,) (PP (IN in) (NP (PRP$ my) (JJR earlier) (NNS days))) (PP (IN as) (NP (DT a) (NN student) (PRP I)) (ADVP (RB kind) (RB of))) (GW time)) (^VBD shared)) (PP (IN on) (NP (NP (DT a) (NN dog)) (PP (IN with) (NP (NP (DT a)) (, ,) (NP (NP (DT a) (JJ good) (NN friend)) (PP (IN of) (NP (PRP mine))))))))))))"
[31],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP it)) (VP (VBD was) (NP (DT an) (JJ amazing) (NN dog))) (, ,)))"
[32],(ROOT (S (NP (PRP it)) (ADVP (RB really)) (VP (VBD was)) (. .)))
[33],"(ROOT (NP (S (S (NP (PRP They)) (VP (VBD had))) (, ,) (NP (PRP he)) (VP (VBD had) (VP (VBN gotten) (NP (PRP it)) (PP (IN from) (NP (DT the) (NN pound))))))))"
[29],(ROOT (INTJ (UH Uh-huh) (. .)))
[35],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
"[34, 36]","(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP it)) (, ,) (NP (NP (PRP it)) (PP (BES 's) (NP (DT a) (NNP Spanish) (NNP Pointer)))) (VP (VBD named) (SBAR (S (NP (NP (NNP Domino) (. .)) (ADVP (RB Kind) (RB of))) (VP (VBZ looks) (PP (IN like) (NP (NP (DT a) (NNP dom-)) (, ,) (NP (DT a) (NNP Dalmatian))))))))))"
[38],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBD trained) (NP (PRP it)) (PP (IN from) (NP (DT a) (NN pup)))) (, ,))))"
[39],"(ROOT (FRAG (CC and) (ADVP (ADVP (RB basically)) (SBAR (WHNP (NP (PRP it)) (PRN (, ,) (PP (ADVP (RB right)) (RB now) (NP (PRP it))) (, ,))) (S (NP (PRP it)) (VP (BES 's) (ADVP (RB fully)) (VP (VBN trained))))))))"
[40],(ROOT (S (CC and) (NP (PRP it)) (VP (MD can) (VP (VB do) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS things)))))) (. .)))
[41],"(ROOT (S (NP (PRP It)) (VP (MD will) (VP (VB get) (NP (NP (NN beer)) (PP (IN for) (NP (PRP you)))) (ADVP (IN out) (PP (IN of) (NP (DT the) (NN fridge)))))) (, ,)))"
[42],(ROOT (S (CC and) (NP (PRP it)) (VP (MD will) (VP (VP (VB get) (NP (DT the) (NN newspaper))) (CC and) (VP (VB do) (NP (NP (DT all) (NNS kinds)) (PP (IN of) (NP (NN stuff))))))) (. .)))
[43],"(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP it)) (BES 's) (ADVP (RB really)) (, ,) (NP (PRP it)) (VP (BES 's) (, ,) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADVP (RB kind) (RB of)) (NP (DT a) (NN show) (NN piece))))))))"
[37],(ROOT (INTJ (UH Uh-huh) (. .)))
[44],"(ROOT (S (ADVP (XX any-)) (, ,) (FRAG (ADJP (JJ -more))) (, ,) (CC and) (S (SBAR (WHADVP (WRB whenever)) (S (NP (NN anybody)) (VP (VBZ comes) (ADVP (RB over))))) (, ,) (NP (PRP we)) (ADVP (DT all)) (VP (VBP have) (S (VP (TO to) (VP (VB show) (NP (PRP him)) (NP (NP (NNP Domino)) (SBAR (S (NP (PRP you)) (VP (VBP know)))))))))) (. .)))"
[46],"(ROOT (INTJ (UH Yeah) (, ,)))"
[47],"(ROOT (S (NP (PRP it)) (VP (HVS 's) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[48],"(ROOT (S (NP (PRP she)) (VP (HVS 's) (VP (VBN been) (NP (DT a) (ADJP (RB real) (JJ good)) (, ,) (ADJP (NP (DT a) (RB real)) (JJ good)) (NN dog))))))"
[49],"(ROOT (S (S (CC and) (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (ADVP (RB just)) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB kind) (RB of)) (NP (NP (DT a) (NN shame)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP 'm)))))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADJP (XX go-))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADVP (RB away)) (PP (IN from) (NP (PRP it))) (ADVP (RB now))) (. .)))"
[45],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP I)) (VP (VBP think) (ADVP (RB so))) (. .)))"
[51],(ROOT (INTJ (UH Uh-huh)))
[50],"(ROOT (S (S (NP (PRP I))) (PRN (, ,) (S (NP (PRP I)) (VP (XX j-))) (, ,)) (NP (PRP I)) (ADVP (RB actually)) (VP (VBP live) (PP (IN in) (NP (NNP Florida))))))"
[53],(ROOT (S (CC but) (NP (PRP I)) (VP (VBP 'm) (PP (IN on) (NP (DT an) (NN internship))) (ADVP (IN up) (RB here)) (PP (IN for) (NP (DT a) (NN year))))))
[54],"(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP I)) (VP (VBP go) (ADVP (RB back) (RB down))) (, ,))))))"
[55],"(ROOT (S (VP (CC but) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[56],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[52],(ROOT (NP (. .)))
[57],(ROOT (S (NP (NNP Domino)) (VP (BES 's) (NP (DT a) (ADJP (RB real) (JJ good)) (NN dog))) (. .)))
[58],(ROOT (INTJ (UH Yeah) (. .)))
[59],"(ROOT (FRAG (ADJP (UH Uh)) (, ,) (SBAR (WHNP (WHNP (WP what)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBD possessed) (S (NP (PRP you)) (VP (TO to) (VP (VB get) (NP (DT the) (NN dog)))))))) (. ?)))"
[60],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP guess) (, ,) (PP (IN in) (NP (NP (CD one) (NN sense)) (SBAR (S (NP (PRP we)) (VP (VBD felt) (SBAR (IN that) (PRN (, ,) (S (NP (PRP it)) (, ,) (NP (PRP it)) (VP (BES 's) (ADJP (JJ nice) (S (VP (TO to) (VP (VB have) (NP (DT a) (NN dog)) (SBAR (IN even) (S (SBAR (IN though) (S (NP (EX there)) (VP (VBP are)))) (, ,) (NP (PRP you)) (VP (VBP know)))))))))) (, ,)) (S (NP (NNS complications)) (VP (VBP come) (PP (IN with) (NP (PRP it)))))))))))) (. .)))"
[62],"(ROOT (FRAG (CC And) (RB then) (PP (IN with) (NP (NP (PRP$ our)) (SBAR (WHNP (WHNP (NNS children)) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))"
[63],"(ROOT (S (PP (IN at) (NP (DT the) (NN time))) (NP (PRP they)) (VP (VBD were) (, ,) (INTJ (UH oh)) (, ,) (PP (NP (NN grade)) (NP (NP (CD five)) (CC and) (, ,) (CC and) (NP (NN grade) (CD eight)))) (, ,))))"
[61],(ROOT (INTJ (UH Yeah) (. .)))
[65],(ROOT (INTJ (UH Uh-huh) (. .)))
"[64, 66]","(ROOT (S (RB so) (NP (PRP it)) (VP (VBD was) (NP (NP (DT an) (NN age)) (SBAR (WHADVP (WRB where)) (S (NP (PRP it)) (VP (VBD was) (, ,) (INTJ (UH uh)) (, ,) (S (NP (PRP we)) (VP (VBD thought) (SBAR (S (NP (PRP it)) (VP (VBD was) (VP (VB be) (ADJP (JJ good)) (SBAR (IN for) (S (NP (PRP them)) (VP (TO to) (VP (VB have) (NP (NP (DT the) (NN discipline)) (SBAR (WHNP (WDT that)) (S (VP (VBZ goes) (PP (IN with)))))))))) (, ,) (PP (IN with) (S (VP (VBG having) (NP (DT a) (NN pet)))))))))))))))) (. .)))"
[67],(ROOT (INTJ (UH Sure) (. .)))
