[1],"(ROOT (S (VP (UH Uh) (PRN (, ,) (INTJ (UH no)) (, ,)))))"
[2],"(ROOT (S (NP (PRP I)) (, ,) (S (NP (PRP I)) (ADVP (RB just) (RB kind) (RB of))) (, ,) (ADVP (PRP I)) (, ,) (NP (PRP I)) (VP (ADVP (RB kind) (RB of)) (VBP watch) (NP (PRP them)) (PP (IN on) (NP (DT the) (NN news))))))"
[0],"(ROOT (SINV (FRAG (INTJ (UH Well))) (, ,) (VP (VBD did) (S (NP (PRP you)) (VP (VB get) (NP (DT a) (NN chance) (S (VP (TO to) (VP (VB watch)))))))) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (NNS games)))) (. ?)))"
[3],(ROOT (S (CC and) (NP (DT that)) (VP (BES 's) (RB about) (NP (PRP it))) (. .)))
[4],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))"
[5],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (NP (DT the)) (, ,) (NP (NP (NNP Michael) (NNP Jordan) (BES 's)) (PP (IN on) (NP (NNP Chicago) (NNS Bulls))))) (VP (VBZ is) (RB n't) (NP (PRP he))) (. .)))"
[7],"(ROOT (SBAR (WHNP (WP What)) (S (, ,) (VP (VBD did) (S (NP (PRP he)) (VP (VB get) (VP (VBN hurt) (NP (JJ last) (NN night)))))))))"
[6],(ROOT (INTJ (UH Yeah) (. .)))
[9],"(ROOT (INTJ (UH No) (, ,)))"
[10],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (ADVP (RB so))))))
[11],"(ROOT (SBAR (IN because) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBD saw) (NP (NP (RB just) (DT a) (JJ little) (NN bit)) (PP (IN of) (NP (DT the) (NN game)))) (NP (NN today))))))"
[8],"(ROOT (FRAG (CC or) (ADVP (, ,))))"
[12],(ROOT (S (CC and) (NP (PRP he)) (VP (VBD was) (ADVP (IN out) (RB there)) (VP (VBG playing))) (. .)))
[14],"(ROOT (SBAR (IN Although) (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (, ,) (X (WP what)) (NP (PRP I)) (VP (VBD saw)))) (VP (VBD was) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (JJ first) (NN quarter)))) (, ,))))))"
[13],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))"
"[15, 17]","(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP he)) (ADVP (RB only)) (VP (VBD had) (NP (UH like)) (ADVP (XX eightch-)) (, ,) (PP (NP (CD eight) (NNS points)) (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (JJ first) (NN quarter))))))))) (, ,)))"
[16],(ROOT (INTJ (UH Uh-huh) (. .)))
[18],(ROOT (S (NP (PRP they)) (VP (VBD thought) (SBAR (S (NP (DT that)) (VP (VBD was) (NP (JJ big) (NN news)))))) (. .)))
[20],"(ROOT (S (ADVP (RB So)) (, ,) (ADVP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[21],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP who)) (S (VP (VBD won)) (, ,)))))))"
[22],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[19],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. .))))"
[24],"(ROOT (INTJ (UH No) (, ,)))"
[23],"(ROOT (SBARQ (WHNP (WP who)) (SQ (VBP do) (NP (PRP you)) (ADVP (RB normally)) (VP (VB pull) (PP (IN for)) (, ,) (S (NP (NP (DT the)) (, ,) (NP (NP (DT the) (NNPS Mavericks)) (ADVP (CC or))) (, ,)))))))"
[25],"(ROOT (S (NP (PRP I)) (VP (ADVP (RB kind) (RB of)) (VBP feel) (PP (IN like) (NP (DT the))) (, ,) (PP (IN about) (NP (NP (NP (DT the) (NNPS Mavericks)) (NP (DT the) (NN way))) (SBAR (S (NP (PRP I)) (VP (VBP do) (PP (IN about) (NP (DT the) (NNPS Cowboys))) (ADVP (RB now)))))))) (. .)))"
[27],(ROOT (INTJ (UH Yeah) (. .)))
[28],"(ROOT (FRAG (INTJ (UH Uh)) (, ,) (PP (NP (RB just)) (PP (NP (QP (PDT all)) (DT this)) (PP (NNP Roy) (NP (NP (NNP Tarpley)) (NP (NN stuff))))))))"
[29],"(ROOT (S (CC and) (, ,) (ADVP (CC and)) (, ,) (ADVP (UH uh)) (, ,) (NP (WP what)) (VP (VBZ is) (NP (PRP it)))))"
[30],"(ROOT (NP (S (NP (PRP$ their)) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP he)) (VP (VBD got))) (, ,)) (NP (PRP he)) (ADVP (BES 's)) (PP (IN in) (NP (NN trouble))) (ADVP (ADVP (RB again) (RB down)) (PP (IN in) (NP (NNP Houston))))))))"
[31],"(ROOT (S (CC and) (, ,) (S (CC and) (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP they)) (VP (VBD said) (NP (DT the) (JJ other) (NN night)) (SBAR (S (NP (PRP$ his) (NN contract)) (VP (VBZ is) (ADJP (RB so) (JJ big)) (SBAR (IN that) (S (SBAR (IN if) (S (NP (NN anything)) (VP (VBZ happens) (PP (IN to) (NP (PRP him)))))) (, ,) (NP (PRP you)) (VP (VBP know))))))) (, ,) (SBAR (IN if) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB trade) (NP (PRP him))))))))) (, ,) (NP (PRP they)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB pay) (NP (PRP him)) (PRT (RP off))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[26],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah) (. ?))))"
[33],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH jeez) (. .))))"
[34],"(ROOT (INTJ (UH Yeah) (, ,)))"
