[1],"(ROOT (FRAG (PP (UH Hi)) (, ,)))"
[2],"(ROOT (SBAR (WHNP (NP (PRP I)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (S (NP (PRP I)) (VP (VBP like))) (PRN (, ,) (S (NP (PRP I)) (VP (VBP love) (S (VP (TO to) (VP (VB do) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT all) (NNS kinds)) (PP (IN of) (NP (NNS crafts) (CC and) (NN sewing))))))))) (, ,)))))"
[0],(ROOT (INTJ (UH Okay) (. .)))
[5],(ROOT (INTJ (UH Uh-huh) (. .)))
[3],"(ROOT (PRN (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP find) (NP (NP (DT that)) (PP (BES 's) (NP (PRP$ my) (CD one) (NN release)))))) (, ,)))"
[7],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB do) (NP (INTJ (UH like)) (NP (JJ physical) (NNS things))) (PP (IN like) (NP (NNS sports))))))) (. .)))"
[9],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (VBP enjoy) (NP (NN softball)))))"
[8],(ROOT (INTJ (UH Uh-huh) (. .)))
[10],"(ROOT (PRN (CC and) (S (NP (PRP$ my) (NN favorite)) (VP (VBZ is) (NP (NN volleyball))) (, ,))))"
[12],"(ROOT (S (CC and) (, ,) (ADVP (CC but)) (, ,) (NP (PRP I)) (VP (VBP 'm) (PP (IN at) (NP (NN school)) (, ,)))))"
[13],"(ROOT (S (NP (PRP I)) (VP (VBP 'm) (SBAR (IN in) (, ,) (S (NP (PRP you)) (VP (VBP know))))) (, ,)))"
[11],(ROOT (INTJ (UH Uh-huh) (. .)))
"[14, 16]","(ROOT (S (NP (PRP I)) (VP (VBP li) (, ,) (SBAR (S (S (NP (PRP I)) (VP (VBP live) (ADVP (IN up)) (PP (IN at) (NP (DT the) (NN college))))) (, ,) (RB So) (S (ADVP (RB sometimes)) (NP (PRP it)) (VP (BES 's) (ADJP (JJ hard) (PP (IN for) (NP (PRP me)))) (S (VP (TO to) (VP (VB do) (NP (DT that)))))))))) (, ,)))"
[17],"(ROOT (PRN (S (NP (RB so) (PRP I)) (ADVP (RB just)) (, ,) (VP (VBP like) (ADVP (RB sometimes)))) (, ,)))"
[18],"(ROOT (S (NP (PRP I)) (VP (VBP like) (, ,) (ADVP (RB just)) (S (VP (TO to) (VP (VB get) (ADVP (RB away)))))) (, ,)))"
[15],(ROOT (INTJ (UH Uh-huh) (. .)))
[20],(ROOT (INTJ (UH Uh-huh) (. .)))
[21],(ROOT (SINV (FRAG (INTJ (UH Well))) (VP (ADVP (PRP I)) (VP (VBP have))) (NP (CD two) (JJ small) (NNS kids))))
