[0],"(ROOT (INTJ (INTJ (UH Okay)) (, ,) (INTJ (UH uh) (, ,))))"
[1],"(ROOT (S (NP (NP (DT some)) (PP (IN of) (NP (NP (DT the) (NN T) (NN V) (NNS shows)) (SBAR (S (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB watch)))))))))) (VP (VBP are) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ mostly) (NN evening) (, ,) (NN evening) (NNS shows)))))"
[2],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (PP (IN like) (PP (IN for) (NP (NN instance)))) (NP (NP (DT the) (CD one)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG looking) (ADVP (RB forward)) (PP (IN to)) (, ,) (PP (IN to) (NP (RB tonight)))))))) (VP (VBZ is) (NP (QP (CD TWENTY) (CD TWENTY)))) (. .)))"
[3],(ROOT (S (NP (PRP I)) (ADVP (RB usually)) (VP (VBP watch) (NP (DT those) (JJ prime) (NN time)) (NP (NNS programs))) (. .)))
[5],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (VP (VBP like) (S (VP (TO to) (VP (VB watch) (NP (CD FORTY-EIGHT) (NNPS HOURS)))))) (. .)))"
[6],"(ROOT (S (S (NP (ADVP (RB Never))) (VP (VBP miss) (ADVP (DT that) (CC and)))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (RB sometimes)) (NP (NNP PRIME) (NNP TIME) (NNP LIVE))) (. .)))"
[7],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (CC and)) (ADVP (RB then) (NP (DT the) (NN week))) (VP (VBZ goes) (ADVP (RB by)))))"
[4],(ROOT (INTJ (UH Right) (. .)))
[8],(ROOT (S (CC and) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (SBAR (S (NP (PRP I)) (ADVP (RB ever)) (VP (VBP watch) (S (NP (NN anything)) (ADJP (RB else)))))))) (. .)))
[9],X
