[0],(ROOT (FRAG (UH All) (INTJ (UH righty)) (. .)))
[1],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP$ our) (NN topic)) (ADVP (RB today)) (VP (VBZ is) (NP (NN air) (NN pollution)))))) (. .)))"
[2],"(ROOT (S (CC And) (NP (PRP we)) (VP (VBP are) (S (VP (TO to) (VP (ADVP (RB just)) (VB discuss) (SBAR (WHNP (WP what)) (S (NP (NNS substances)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (SBAR (WHNP (WDT that)) (S (VP (VBP contribute) (ADVP (RBS most)) (PP (IN to) (NP (NN air) (NN pollution)))))) (, ,) (CONJP (RB as) (RB well) (IN as)) (SBAR (WHNP (WP what)) (S (NP (NN society)) (VP (MD can) (VP (VB do) (S (VP (TO to) (VP (VB improve) (NP (NP (DT the) (NN air) (NN quality)) (PP (IN of) (NP (DT the) (NN atmosphere)))) (PP (IN around) (NP (PRP us)))))))))))))))))))) (. .)))"
[3],(ROOT (INTJ (UH Right) (. .)))
[5],"(ROOT (NP (S (NP (PRP Me)) (, ,) (NP (PRP I)) (VP (VBP 'm) (PP (IN in) (NP (DT the) (JJ legal) (NN department)))))))"
[4],"(ROOT (SINV (FRAG (INTJ (UH Um))) (, ,) (VP (VBZ does) (NP (PRP$ your) (NN work)) (VP (VB entitle) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (NP (NP (NN anything)) (PP (IN of) (NP (NP (JJ environmental)) (PP (IN along) (NP (DT these) (NNS lines)))))) (. ?)))"
[6],"(ROOT (S (CC and) (, ,) (INTJ (UH um)) (, ,) (NP (PRP we)) (VP (VBP do) (VP (VB have) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS attorneys))) (SBAR (WHNP (WP who)) (S (VP (VBP handle) (NP (PRP$ our) (JJ environmental) (NNS issues)))))))) (. .)))"
[8],(ROOT (S (CC And) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (ADJP (RB too) (JJ much)) (PP (IN about) (NP (DT the) (NN air) (NN pollution) (NN thing))))) (. .)))
[9],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (VP (VB know) (PP (IN for) (NP (NP (JJ other) (NNS types)) (PP (IN of) (NP (NN pollution))))) (PP (IN like) (NP (NP (DT the) (JJ toxic) (NN waste)) (CC and) (NP (JJ such)))) (SBAR (IN that) (S (NP (NNP T) (NNP I)) (VP (VBZ has) (S (VP (TO to) (VP (VB dispose) (PP (IN of) (SBAR (WHNP (DT that)) (S (NP (PRP we)) (ADVP (RB normally)) (VP (VBP put) (SBAR (S (PP (IN in) (NP (DT the) (NN ground))) (, ,) (NP (PRP you)) (VP (VBP know))))))))))))))))) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG coming) (PRT (RP up)) (ADVP (IN with) (DT a)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (DT a) (JJ new) (NN solution))))) (. .)))"
[10],(ROOT (S (NP (PRP We)) (VP (VBP have) (VP (VBN been) (VP (VBG finding) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ toxic) (NNS places)))) (S (VP (TO to) (VP (VB dump)))))))))
