[1],"(ROOT (NP (S (S (INTJ (UH Well)) (NP (PRP I)) (VP (VBP think))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how)) (S (NP (PRP$ your) (NNS schools)) (VP (VBP work) (ADVP (RB back) (RB there))))))))))"
[0],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB let) (S (NP (PRP you)) (VP (VB go) (ADVP (RB first)))))) (. .)))
[2],(ROOT (S (CC but) (NP (PRP we)) (VP (VBP support) (NP (PRP$ our) (NNS schools)) (PP (ADVP (RB here)) (IN with) (NP (NN property) (NNS taxes)))) (. .)))
[4],(ROOT (S (CC And) (NP (DT the) (NN land) (NNS owners) (CC or) (NN home) (NNS owners)) (VP (VBP are) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (WDT that)) (S (VP (VBP pay) (NP (DT the) (NN school) (NN tax))))))) (. .)))
[5],"(ROOT (S (RB So) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 're) (VP (VP (VBG renting) (NP (DT a) (NN house))) (CC or) (VP (VBG doing) (NP (NN anything) (RB else))))))) (, ,) (NP (PRP you)) (VP (VBP 're) (RB not) (ADVP (RB actually)) (VP (VBG contributing) (PP (IN to) (NP (NP (DT the) (NN education)) (PP (IN of) (NP (PRP$ your) (NNS children))))))) (. .)))"
[6],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBP think) (NP (NP (DT that)) (BES 's) (ADJP (JJ wrong)) (, ,)))))"
[7],(ROOT (S (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN everybody)) (VP (MD should) (VP (VB contribute) (PP (IN to) (NP (NP (DT the) (NN education)) (PP (IN of) (NP (PRP$ their) (NNS children))))) (SBAR (RB even) (IN if) (S (NP (PRP they)) (VP (VBD had) (S (VP (TO to) (VP (VB raise) (NP (DT the) (NNS sales) (NN tax)) (PP (IN by) (NP (CD one) (NN percent))))))))))))))) (RB then) (S (NP (NP (NN everybody)) (VP (VBG going) (PP (IN through) (NP (DT the) (NN state))))) (VP (MD would) (VP (VB be) (VP (VBG supporting) (NP (PRP$ our) (NN education) (NN system)))))) (. .)))
[3],(ROOT (INTJ (UH Uh-huh) (. .)))
[9],"(ROOT (INTJ (UH Yeah) (, ,)))"
[8],"(ROOT (S (RB So) (, ,) (SBAR (IN as) (S (NP (PRP it)) (VP (VBZ turns) (PRT (RP out))))) (, ,) (NP (PRP we)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB have) (NP (DT a) (JJ tremendous) (NN education) (NN system)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT the) (NN money)) (SBAR (S (NP (PRP they)) (VP (VBP need) (S (VP (TO to) (VP (VB run) (NP (PRP it))))))))))))))) (. .)))"
