[0],"(ROOT (S (INTJ (UH So)) (, ,) (NP (WP what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (PP (IN about) (NP (NP (DT a) (NN year)) (CC or) (NP (NP (CD two)) (PP (IN of) (NP (JJ public) (NN service))))))))) (. ?)))"
[1],"(ROOT (NP (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ hard) (PP (IN for) (NP (JJ young) (NNS people)))) (S (VP (TO to) (VP (VB think) (PP (IN about) (S (VP (VBG giving) (PRT (RP up)) (NP (PRP$ their) (NNS years))))))))))))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (VP (JJ fr)) (, ,) (NP (PRP$ their) (JJ carefree) (NNS years))))))"
[2],(ROOT (INTJ (UH Uh-huh) (. .)))
[4],(ROOT (INTJ (UH Yeah) (. .)))
"[3, 6]","(ROOT (S (CC but) (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP have) (VP (VBN known) (S (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN done) (NP (DT that)) (, ,) (PP (IN like) (PP (IN from) (NP (JJ other) (NNS countries)))) (, ,) (ADVP (RB especially)) (, ,) (PP (IN from) (NP (NNP Germany) (CC and) (NNP Finland))))))) (, ,) (INTJ (UH um)) (, ,) (NP (PRP they)) (VP (VBP are) (ADVP (RB just)))))))) (, ,) (NP (PRP they)) (VP (VBP have) (NP (PDT such) (NP (NP (DT a) (ADJP (ADJP (JJR better)) (, ,) (ADJP (RBR more) (JJ mature)) (, ,)) (NN outlook)) (PP (IN on) (NP (NN life))))))))"
[5],(ROOT (INTJ (UH Yeah) (. .)))
"[7, 9]","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP they)) (VP (VBP 're) (NP (JJR better) (NNS people)) (PP (IN because) (PP (IN of) (NP (PRP it)))))))) (, ,))))"
[10],(ROOT (S (NP (PRP they)) (VP (VBP 're) (ADJP (RB much) (RBR more) (JJ responsible))) (. .)))
[8],(ROOT (INTJ (UH Uh-huh) (. .)))
[11],"(ROOT (S (NP (PRP I)) (VP (VBP know) (, ,) (INTJ (UH um)) (, ,) (NP (NP (DT the) (NN church)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP go) (SBAR (S (SBAR (IN to) (PRN (, ,) (INTJ (UH um)) (, ,)) (S (NP (DT the) (JJ young) (NNS men)) (VP (VBP give) (NP (CD two)) (NP (NP (NNS years)) (PP (IN of) (NP (PRP$ their) (NN life)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP turn) (NP (CD nineteen)))))))) (, ,) (NP (PRP you)) (VP (VBP know))))))))) (, ,)))"
[13],"(ROOT (S (NP (PRP they)) (VP (VBP 're) (VP (VBN encouraged) (S (VP (TO to) (VP (VB do) (NP (DT that)) (, ,) (S (NP (NN missionary)) (VP (VB work)))))))) (, ,)))"
[12],(ROOT (INTJ (UH Uh-huh) (. .)))
"[15, 17]","(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB really)) (VP (VBP agree) (PP (IN with) (NP (PRP you)))))) (. .)))"
[18],"(ROOT (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (ADVP (IN though)) (NP (PRP I)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN done) (S (NP (DT that)) (NP (PRP myself))))))) (, ,) (NP (NP (PRP I)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm))) (, ,))) (VP (VBD was) (NP (NP (DT a) (NP (ADVP (RB basically)) (DT an) (NN education)) (NN major)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD graduated) (PP (IN from) (NP (NN college))))))))))"
[19],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD accepted) (NP (NP (DT a) (NN job)) (SBAR (WHNP (WDT that)) (S (PP (IN at) (NP (DT the) (NN time))) (VP (VBD was) (ADVP (RB just) (RB slightly)) (PP (IN above) (NP (DT the) (NN poverty) (NN level))) (S (VP (TO to) (VP (VB teach) (PP (IN to) (PRN (, ,) (INTJ (UH um)) (, ,)) (NP (NP (RB very) (JJ rural) (NNS children)) (PP (IN in) (NP (DT a) (ADJP (RB very) (JJ low)) (NN income) (NN district))))))))))))))))"
"[14, 16]","(ROOT (S (S (CC and) (NP (PRP I)) (VP (VBP be))) (, ,) (S (NP (PRP I)) (ADVP (RB really)) (VP (VBP believe) (SBAR (IN that) (S (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP do) (NP (DT that)))))) (VP (VBP are) (NP (NP (JJR better) (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP make) (NP (PRP$ our))))))))))) (, ,) (S (NP (NN society)) (ADJP (JJR better))) (. .)))"
[20],(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD spent) (NP (NP (DT a) (NN year)) (VP (VBG teaching) (ADVP (RB there))))))))
[21],(ROOT (INTJ (UH Uh-huh) (. .)))
[22],(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBD was) (ADVP (RB probably)) (NP (NP (CD one)) (PP (IN of) (NP (PRP$ my) (JJS largest) (JJ eye-opening) (NNS experiences)))) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP come) (PP (IN from) (NP (NP (JJ nice) (JJ middle) (NN class)) (NP (JJ white) (JJ suburban) (NN home))))))))))))))
[24],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (VBD did) (NP (PRP it)))) (, ,) (S (FRAG (INTJ (UH um)) (, ,) (PP (IN for) (NP (CD one) (NN reason)))) (NP (PRP I)) (VP (VBD wanted))) (, ,))))"
[25],(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (VBG working) (PP (IN on) (NP (DT a) (NNS masters) (NN degree)))))))
[23],(ROOT (INTJ (UH Uh-huh) (. .)))
[26],"(ROOT (S (RB so) (NP (PRP I)) (VP (VP (VBD wanted) (S (VP (TO to) (VP (VB stay) (ADVP (RB close) (PP (IN to) (SBAR (WHADVP (WRB where)) (S (NP (PRP I)) (VP (VBD was) (VP (VBG working) (PP (IN on) (NP (DT a) (NNS masters) (NN degree))))))))))))) (, ,) (CC but) (ADVP (RB also)) (SBAR (IN because) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD thought) (SBAR (IN that) (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ interesting) (S (VP (TO to) (VP (VB live) (S (NP (DT some) (NN place) (RB else)) (ADJP (RB so) (RB totally) (JJ different) (PP (IN than) (NP (PRP$ my) (JJ own) (GW up))))))))))))))))) (^NN bringing)))"
[28],"(ROOT (FRAG (PP (CC and) (NP (PRP I))) (, ,)))"
[29],"(ROOT (S (S (NP (PRP it)) (VP (VBD changed))) (, ,) (NP (PRP it)) (ADVP (RB probably)) (VP (VBD changed) (NP (PRP$ my) (JJ political) (NNS views)))))"
[27],(ROOT (INTJ (UH Uh-huh) (. .)))
[30],(ROOT (S (NP (PRP it)) (VP (VBD changed) (NP (NP (PRP$ my) (NN understanding)) (PP (IN of) (NP (DT the) (NN world)))) (PP (IN around) (NP (PRP me))))))
[32],"(ROOT (PRN (CC and) (S (S (NP (PRP I)) (VP (VBP think))) (, ,) (S (INTJ (UH um)) (, ,) (PP (IN in) (NP (NP (NN fact)) (, ,) (ADJP (IN i-)) (, ,) (SBAR (IN if) (S (NP (PRP I)) (VP (VBD had) (S (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP (DT all) (RB again)) (NP (PRP I)))))))))) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,))))"
[31],(ROOT (INTJ (UH Uh-huh) (. .)))
[33],"(ROOT (S (PP (IN after) (NP (DT that))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP you)) (ADVP (RB never)) (VP (VBP think) (PP (IN of) (NP (PRP it))) (SBAR (IN because) (S (PRN (, ,) (S (NP (PRP I)) (VP (VBP guess) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD paid) (PP (IN for) (NP (NP (DT all)) (PP (IN of) (NP (PRP$ my) (NN college) (NN education))))) (NP (PRP myself))))))) (, ,)) (NP (PRP I)) (ADVP (RB never)) (VP (VBD thought) (PP (IN about) (S (VP (VBG doing) (NP (DT that)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD had) (NP (NP (PDT all) (DT these) (NN college) (NNS loans)) (SBAR (S (NP (PRP I)) (VP (VBD 'd) (VP (VBN started) (S (VP (VBG paying) (ADVP (RB back))))))))))))))))))) (. .)))"
[35],"(ROOT (NP (S (S (FRAG (INTJ (UH Um)) (, ,) (PP (IN beca-))) (, ,) (NP (ADJP (RB so)) (NP (DT that))) (VP (VBD was))) (, ,) (NP (DT that)) (VP (VBD was) (NP (NP (CD one) (NN reason)) (SBAR (WHADVP (WRB why)) (S (NP (PRP I)) (ADVP (RB never)) (VP (VBD considered) (NP (PRP it))))))))))"
[34],(ROOT (INTJ (UH Huh) (. .)))
[37],X
"[36, 38]","(ROOT (FRAG (CC but) (ADVP (RB now)) (SBAR (IN that) (S (S (NP (PRP I)) (VP (VBP 'm) (ADVP (RB further)) (ADVP (IN along)))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBP 'm) (ADVP (RB still)) (VP (VBG paying) (NP (DT these) (NN college) (NNS loans))))) (, ,) (S (NP (PRP I)) (PRN (, ,) (S (NP (PRP I)) (VP (VBP think) (ADVP (RB realistically)))) (, ,)) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP you)) (VP (MD can) (VP (VB have) (NP (NP (PRP$ your) (NN college) (NNS loans)) (VP (VBN delayed) (ADVP (RB now))))))) (, ,)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD had) (S (NP (PRP them)) (VP (VBN delayed) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP 'm) (ADVP (RB back) (PP (IN in) (NP (NP (NN graduate) (NN school)) (PP (IN at) (NP (CD thirty) (NNS years)))))) (ADJP (JJ old))))))))))) (, ,))))))"
[39],(ROOT (INTJ (UH Yeah) (. .)))
[40],"(ROOT (NP (S (S (INTJ (UH um)) (, ,) (NP (PRP I)) (VP (VBD had) (S (NP (PRP them)) (VP (VBN delayed) (SBAR (IN because) (S (NP (PRP I)) (VP (VBP 'm) (ADVP (RB back)) (PP (IN in) (NP (NN graduate) (NN school)))))))))) (CC and) (S (PP (IN on) (NP (DT that) (NN form))) (NP (PRP it)) (VP (VBZ says) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG joining) (NP (NP (DT the) (NNP Peace) (NNP Corps)) (SBAR (S (NP (PRP you)) (VP (MD can) (VP (VB have) (S (NP (PRP them)) (VP (VBN delayed)))))))))))))))))"
[42],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD thought) (S (NP (DT that)) (VP (VBD was) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP know)))))) (, ,) (S (ADJP (RB very) (JJ interesting)))))))"
[43],"(ROOT (PRN (CC and) (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (MD would) (VP (VB have) (VP (VBN thought) (PP (IN of) (NP (DT that) (JJR earlier)))))))))"
[41],(ROOT (INTJ (UH Huh) (. .)))
[45],(ROOT (INTJ (UH Yes) (. .)))
