[0],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (WP what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (VP (VBP are) (NP (DT the) (JJ major) (JJ social) (NNS changes)))))))) (. ?)))"
[1],"(ROOT (INTJ (UH Well) (, ,)))"
[2],"(ROOT (FRAG (WHNP (WHNP (WP What) (NN age)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB mind) (S (NP (PRP me)) (VP (VBG asking))))))) (. .)))"
[4],"(ROOT (S (S (INTJ (UH Oh) (, ,) (UH well)) (, ,) (NP (PRP you)) (VP (VBP 're))) (, ,) (NP (PRP you)) (VP (VBP 're) (ADJP (JJ young))) (. .)))"
[3],"(ROOT (S (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 'm))) (, ,) (NP (PRP I)) (VP (VBP 'm) (, ,) (INTJ (UH uh)) (, ,) (NP (CD thirty-one))) (. .)))"
[6],"(ROOT (INTJ (UH Yeah) (, ,)))"
"[5, 8]","(ROOT (S (NP (PRP I)) (VP (VBP 'm) (PP (IN in) (NP (PRP$ my) (JJ early) (NNS fifties)))) (, ,)))"
[9],(ROOT (ADJP (RB so) (SBAR (S (NP (PRP you)) (VP (MD should) (VP (VB take) (NP (PRP$ my) (NN word))))))))
[7],(ROOT (INTJ (UH right) (. .)))
[11],"(ROOT (S (INTJ (UH Oh)) (, ,) (ADVP (PRP I)) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (NP (DT a) (JJ social) (NN change))))) (, ,)))))"
[10],(ROOT (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ young))) (. .)))
[12],(ROOT (INTJ (UH yeah) (. .)))
[14],"(ROOT (S (NP (PRP It)) (VP (BES 's) (ADVP (RB definitely))) (, ,)))"
[15],"(ROOT (FRAG (PP (IN for) (ADJP (JJ sure))) (, ,)))"
[13],X
[16],"(ROOT (PRN (CC and) (S (S (S (NP (PRP it)) (VP (BES 's) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)))) (CC and) (S (PP (IN besides) (NP (DT that))) (, ,) (NP (PRP I)) (VP (VBD came) (PP (IN from) (NP (NNP California))) (SBAR (WHADVP (WRB where)) (S (NP (JJ social) (NN change)) (VP (VBZ is) (PP (IN like)))))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))"
[17],(ROOT (NP (DT Every) (NN day) (. ?)))
[18],(ROOT (INTJ (UH Yeah) (. .)))
[19],X
[20],(ROOT (S (NP (PRP I)) (VP (VBP mean) (NP (DT every) (NN second))) (. .)))
[21],X
[23],"(ROOT (INTJ (UH Yeah) (, ,)))"
[22],"(ROOT (S (S (NP (PRP You)) (VP (VBP know))) (, ,) (NP (NP (JJ social) (NN change)) (PP (IN in) (NP (NNP California)))) (VP (VBZ means) (SBAR (S (NP (PRP it)) (VP (VBZ takes) (ADVP (NP (QP (DT another) (CD two) (CC or) (CD three)) (NNS minutes)) (RB longer)) (S (VP (TO to) (VP (VB get) (PP (IN to) (NP (NN work)))))))))) (. .)))"
[25],"(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD started) (NP (NN work)) (ADVP (RB there)) (PP (IN in))))) (, ,) (NP (PRP it)) (VP (VBD started)))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (VP (ADVP (RB actually)) (VBG going) (PP (IN to) (NP (NP (NN work)) (PP (IN in) (NP (CD eighty-two))))))) (, ,)))))"
[26],(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (VBD was)))))))) (. .)))
[27],"(ROOT (UCP (PP (IN Between) (NP (CD eighty-two))) (CC and) (SBAR (WHNP (NP (CD eighty-five)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (PRP it)) (VP (VBD started) (PRT (RP out)) (S (VP (VBG taking) (S (NP (PRP me)) (NP (NP (DT an) (NN hour)) (CC and) (NP (CD fifteen) (NNS minutes)))))) (S (VP (TO to) (VP (VB get) (PP (IN to) (NP (NN work)))))) (, ,))))))"
[24],(ROOT (S (NP (PRP I)) (VP (MD can) (VP (VB believe) (NP (DT that)))) (. .)))
[28],"(ROOT (S (S (CC and) (S (ADVP (RB then)) (NP (PRP it)) (VP (VBD became)))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (NP (DT an) (NN hour)) (CC and) (NP (DT a) (NN half)) (, ,) (PP (IN to) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (DT some) (NNS days)) (, ,) (NP (CD two) (NNS hours))))) (VP (TO to) (VP (VB get) (PP (IN to) (NP (NN work))))))) (. .)))"
[29],X
[30],(ROOT (S (NP (DT That)) (VP (BES 's) (NP (JJ social) (NN change))) (. .)))
[31],"(ROOT (NP (NP (DT That) (BES 's)) (, ,) (NP (DT that) (BES 's) (JJ social) (NN change)) (. .)))"
[32],X
[33],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (WP what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think) (SBAR (S (VP (VBZ is) (, ,) (SQ (VBZ is) (NP (DT the) (JJ major) (JJ social) (NN change))))))))) (. ?)))"
[34],"(ROOT (INTJ (UH Oh) (, ,)))"
[36],"(ROOT (INTJ (UH Yeah) (, ,)))"
[37],"(ROOT (NP (NP (DT that) (BES 's)) (, ,) (NP (NP (DT that) (BES 's) (DT a)) (, ,) (NP (DT that)) (BES 's) (NP (DT a) (JJ tricky) (NN one))) (. .)))"
[35],(ROOT (FRAG (ADVP (RB Right) (RB now)) (. .)))
[38],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB let) (S (NP (PRP you)) (VP (VB go) (ADJP (JJ first)))))) (. .)))
[39],(ROOT (INTJ (UH Okay) (. .)))
[40],X
[41],(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (RB probably) (DT the) (JJ big) (JJ major) (NN change)) (VP (VBZ is) (NP (NP (DT the) (NN role)) (PP (IN of) (NP (NNS women)))))))) (. .)))
[42],(ROOT (INTJ (UH Uh-huh) (. .)))
