[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
"[1, 3]","(ROOT (S (SBAR (IN in) (NN order) (S (VP (TO to) (VP (VB make) (S (NP (DT the)) (, ,) (INTJ (UH uh)) (, ,) (NP (JJ curried) (NN chicken)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBD fried) (NP (DT the) (NN chicken)) (, ,) (SBAR (IN until) (S (NP (PRP it)) (VP (VBD was) (ADJP (JJ nice) (CC and) (JJ brown))))))))))) (, ,) (NP (PRP you)) (VP (VBP know))))"
[4],(ROOT (S (VP (VB make) (ADJP (JJ sure) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADJP (JJ nice) (CC and) (JJ brown)) (PP (IN on) (NP (DT both) (NNS sides))))))))))
[5],(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP you)) (VP (VBP take) (NP (PRP it)) (ADVP (IN out) (PP (IN of) (NP (DT the) (NN fat))))))))))
[2],(ROOT (INTJ (UH Uh-huh) (. .)))
[6],"(ROOT (S (CC and) (NP (PRP you)) (, ,) (PRN (S (NP (PRP you)) (VP (VBP let) (NP (DT the) (NN chicken))))) (NP (PRP you)) (VP (VBD fried) (ADVP (RB kind) (RB of)) (S (VP (VB drain))) (, ,) (SBAR (IN so) (IN that) (S (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (DT the) (NN oil)))) (VP (VBZ comes) (PRT (IN out)) (PP (IN of) (NP (PRP it))))))) (. .)))"
[8],"(ROOT (FRAG (CC And) (PP (ADVP (RB then)) (PP (NP (NP (PRP you)) (, ,) (SBAR (WHNP (NP (PRP you)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBP pour) (ADJP (JJS most)))))) (IN of) (NP (DT the))) (, ,) (ADVP (DT all)) (PP (IN of) (NP (NP (DT the) (NN oil)) (PP (ADVP (IN out)) (IN of) (NP (DT the) (NN pan))))))))"
[9],(ROOT (S (CC and) (NP (PRP you)) (ADVP (RB kind) (RB of)) (VP (VBP clean) (NP (PRP it)) (PRT (RP out)))))
[10],"(ROOT (S (CC and) (NP (PRP you)) (VP (VP (VBP put) (PRT (RB back)) (NP (NP (RB maybe) (CD two) (NNS tablespoons)) (PP (JJ full) (IN of) (NP (DT the) (NN oil))))) (CC and) (VP (VB saute) (NP (ADJP (DT some) (PRN (, ,) (INTJ (UH um)) (, ,))) (NN bell) (NNS peppers) (CC and) (NNS onions)) (PP (IN in)) (, ,) (PP (IN in) (NP (NP (DT that) (JJ little) (NN bit)) (PP (IN of) (NP (NN oil))))))) (. .)))"
[11],"(ROOT (FRAG (ADVP (RB Maybe)) (NP (NP (NP (CD one) (NN tablespoon)) (CC or) (NP (CD two) (NNS tablespoons))) (, ,) (NP (VP (VB let) (S (NP (DT that)) (VP (VP (VB brown)) (, ,) (RB then) (VP (VB put) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NN chicken)))) (ADVP (RB back)))))) (PP (IN in) (NP (RB there))))) (. .)))"
[12],"(ROOT (FRAG (CC And) (RB then) (SBAR (WHNP (NP (PRP you)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VB mix) (NP (NP (NN flour)) (CC and) (NP (DT a) (NN cup))) (PP (IN of) (NP (NP (NN water)) (, ,) (ADVP (RB maybe)))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NP (NP (CD one) (NN tablespoon)) (PP (IN of) (NP (NN flour)))) (CC and) (NP (NP (DT a) (NN cup)) (PP (IN of) (NP (NN water))))) (. .)))))))"
[7],(ROOT (INTJ (UH Uh-huh) (. .)))
[13],"(ROOT (S (VP (VB Stir) (S (NP (PRP it)) (ADJP (ADJP (RB real)) (, ,) (ADJP (RB real) (RB well))))) (. .)))"
[15],"(ROOT (S (ADVP (RB Then)) (NP (PRP you)) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB pour) (NP (NP (DT that)) (PP (IN in) (NP (RB there)))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (S (VP (TO to) (VP (VB make) (NP (DT the) (NN gravy)))))) (. .)))"
[16],(ROOT (S (CC And) (NP (PRP you)) (VP (VBP let) (S (NP (PRP it)) (VP (VB come) (PP (IN to) (NP (DT a) (NN boil))) (ADVP (RB again)))))))
[17],(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP you)) (VP (VBP let) (S (NP (PRP it)) (VP (VB simmer)))))))))
[14],(ROOT (INTJ (UH Uh-huh) (. .)))
[18],"(ROOT (S (S (CC and) (NP (PRP you)) (VP (VBP add))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NP (RB about) (DT a) (NN tablespoon)) (PP (IN of)) (, ,) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG using) (ADVP (RB now))))))) (VP (VBZ is) (NP (JJ Jamaican) (NN curry) (NN powder)))) (. .)))"
[19],(ROOT (INTJ (UH Oh) (. .)))
