[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[2],"(ROOT (S (VP (VP (UH Well) (, ,) (ADVP (PRP I))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))"
[1],(ROOT (SBARQ (WHNP (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN music)))) (SQ (VBP do) (NP (PRP you)) (VP (VB like))) (. ?)))
[3],(ROOT (S (NP (JJ several) (NNS years)) (VP (ADVP (RB ago) (NP (DT a) (NN radio))) (VBD broke) (PP (IN in) (NP (PRP$ my) (NN car))))))
[5],"(ROOT (FRAG (PP (CC and) (NP (NP (PRP I)) (ADVP (RB never)))) (, ,)))"
[6],"(ROOT (S (NP (PRP I)) (VP (VBD got) (PRT (IN out)) (PP (IN of) (NP (NP (DT the) (NN habit)) (PP (IN of) (S (VP (VBG listening) (PP (IN to) (NP (DT the) (NN radio))))))))) (, ,)))"
[7],"(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN been) (VP (VBG listing)))) (, ,))))))"
[4],(ROOT (INTJ (UH Uh-huh) (. .)))
"[8, 10]","(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBD used) (S (VP (TO to) (VP (ADVP (RB just)) (VB listen) (PP (IN to) (NP (DT the) (NN rock) (NNS stations)))))) (S (ADVP (CC but)) (, ,) (INTJ (UH um)) (, ,) (ADVP (RB lately)) (NP (PRP I)) (VP (VBP have) (VP (VBN been) (VP (VBG going) (ADVP (RB back)) (PP (IN to) (NP (JJ classical) (NN music)))))))) (. .)))"
[9],(ROOT (INTJ (UH Uh-huh) (. .)))
[11],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (NP (RB too) (NN many)) (PP (IN of) (NP (DT the) (ADJP (RBS most) (JJ popular)) (NNS songs)))) (VP (VBP are) (SBAR (IN unless) (, ,) (S (NP (PRP you)) (VP (VBP know)))))))))) (, ,) (NP (PRP they)) (VP (VBP 're) (PP (IN in) (NP (NP (DT the)) (, ,) (NP (DT the) (NN news)) (CC or) (NP (NN something))))) (. .)))"
[12],(ROOT (INTJ (UH Uh-huh) (. .)))
[13],"(ROOT (S (CC But) (, ,) (INTJ (UH um)) (, ,) (NP (RB so) (PRP I)) (VP (VBP tend) (S (VP (TO to) (VP (VB listen) (PP (IN to) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (JJR older) (NNS songs))) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (ADJP (JJ popular)) (SBAR (ADVP (RB back)) (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (VP (VBG paying) (NP (NN attention))))))))))))))) (. .)))"
[14],(ROOT (INTJ (UH Uh-huh) (. .)))
"[15, 17]",(ROOT (S (CC And) (ADVP (RB then)) (NP (PRP I)) (VP (VBP like) (NP (NP (DT some) (JJ classical) (NN music)) (CC and) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS pieces))) (SBAR (WHNP (WDT that)) (S (VP (VBP have) (VP (VBN been) (ADVP (RB around)) (NP (DT a) (NN while))))))))) (. .)))
[18],(ROOT (S (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN paid) (NP (JJ much) (NN attention)) (PP (IN to) (NP (NP (RBS most)) (PP (IN of) (NP (DT the) (JJ current) (NN music))))))) (. .)))
[16],(ROOT (INTJ (UH Uh-huh) (. .)))
[20],"(ROOT (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP listen))) (, ,) (NP (PRP I)) (VP (VBP listen) (PP (IN to) (NP (NP (DT a) (JJ wide) (NN variety)) (PP (IN of) (NP (NN music)))))) (. .)))"
[21],"(ROOT (PRN (S (ADVP (RB Sometimes)) (NP (PRP I)) (VP (MD 'll) (VP (VB turn) (PP (IN on) (NP (DT the) (JJ classical) (NN music)))))) (, ,)))"
[19],(ROOT (FRAG (WHNP (WP What)) (PP (IN about) (NP (PRP you))) (. ?)))
[22],"(ROOT (S (NP (RB sometimes) (PRP I)) (VP (MD 'll) (VP (VB listen) (PP (IN to) (NP (NN jazz))))) (, ,)))"
[24],"(ROOT (FRAG (INTJ (UH uh)) (, ,) (NP (NP (DT every) (RB now)) (PP (CC and) (NP (NP (RB then) (JJ country)) (CC and) (NP (JJ western))))) (. .)))"
