[0],"(ROOT (S (VP (UH Um) (PRN (, ,) (INTJ (UH hello) (, ,) (UH um)) (, ,)))))"
[2],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[3],"(ROOT (NP (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP make) (NP (NP (NNS things)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))))))))"
[4],"(ROOT (S (S (NP (PRP I)) (VP (VBP do) (S (NP (NNS things)) (ADJP (ADVP (RB kind) (RB of)) (JJ simple))) (PP (IN because) (NP (PRP I))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP have) (S (NP (JJ close) (NNS friends)) (ADJP (RB over))))) (. .)))"
[5],(ROOT (S (NP (PRP I)) (VP (VBP make) (PP (IN like) (NP (NN lasagna))))))
[6],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh) (, ,) (UH oh)) (, ,)) (S (NP (PRP we)) (VP (VBP like) (S (VP (TO to) (VP (VB have) (NP (NNS barbecues)) (ADVP (RB outside) (RB so)))))))) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN weather)) (VP (BES 's) (ADJP (JJ nice)) (SBAR (IN because) (S (PP (IN in) (NP (NNP Texas))) (NP (PRP you)) (VP (VBP have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ nice) (NN weather)))))))))) (, ,)))))"
[7],"(ROOT (S (ADVP (RB so)) (, ,) (NP (PRP we)) (VP (VBP do) (NP (NP (DT a) (NN lot)) (PP (IN of) (PRN (, ,) (INTJ (UH um)) (, ,)) (NP (NP (NNS things)) (PP (IN like) (NP (DT that))))))) (. .)))"
[8],"(ROOT (S (INTJ (UH Um)) (, ,) (ADVP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (RB really) (PP (IN into) (NP (NN gourmet) (NN cooking))))) (, ,)))"
[9],"(ROOT (S (ADVP (RB so)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (NP (WRB how)) (S (VP (TO to) (VP (VB do) (NP (DT that)))) (, ,))))))"
[1],"(ROOT (SBARQ (WHNP (WP what)) (SQ (VBZ is) (NP (NP (PRP$ your) (ADJP (ADJP (JJ favorite)) (PRN (, ,) (INTJ (UH um)) (, ,))) (NN food)) (PP (IN for) (NP (DT a) (NN dinner) (NN party))))) (. ?)))"
[10],"(ROOT (S (ADVP (RB so)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NN gourmet) (NNS foods)))) (. .)))"
[12],"(ROOT (S (VP (UH Um) (PRN (, ,) (INTJ (UH yeah)) (, ,)))))"
