[0],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (, ,) (INTJ (UH um)) (, ,) (NP (PRP I)) (VP (VBP have) (RB n't) (VP (ADVP (RB really)) (VBD lived) (PP (IN in) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (JJ big) (NNS cities))))))) (. .)))"
[1],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP I)) (VP (VBP 'm) (VP (VBG living) (PP (IN in) (NP (NNP Dallas))) (ADVP (RB now)))) (. .)))"
[2],"(ROOT (S (NP (NNP Plano)) (VP (VBZ is) (ADVP (IN outside)) (PP (IN of) (NP (NNP Dallas)))) (, ,)))"
[3],"(ROOT (S (CC but) (, ,) (S (FRAG (INTJ (UH um)) (, ,) (ADVP (IN so))) (NP (PRP I)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN experience)))) (PP (IN with) (NP (NN air) (NN pollution)))))) (. .)))"
[4],(ROOT (INTJ (UH Huh-uh) (. .)))
[5],"(ROOT (S (CC But) (PRN (, ,) (S (NP (PRP I)) (VP (VBP know)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD lived) (ADVP (IN down)) (PP (IN in) (NP (NNP Houston))) (, ,) (PP (IN on) (NP (NP (DT the) (NNS outskirts)) (PP (IN of) (NP (NNP Houston)))))))) (, ,) (NP (EX there)) (VP (VBD were) (NP (NP (DT some) (NNS towns)) (PP (IN like) (NP (NNP Pasadena))) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (NP (NN oil) (NNS refineries)))))) (, ,))))"
[6],(ROOT (INTJ (UH Huh-uh) (. .)))
[8],(ROOT (INTJ (UH Huh-uh) (. .)))
"[7, 9, 11]","(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH um)) (, ,)) (S (ADVP (IN if)) (NP (PRP you)) (VP (VP (MD would) (VP (VB drive) (PP (IN by) (NP (RB there))))) (, ,) (VP (NP (UH like)) (PP (IN on) (NP (NP (PRP$ your) (NN way)) (PP (IN to) (NP (DT the) (NN beach) (CC or) (NN something))))))))) (, ,) (NP (EX there)) (VP (MD would) (ADVP (RB just)) (VP (VB be) (VP (VBG dumping) (NP (NP (DT this) (JJ huge) (NNS amounts)) (PP (IN of) (NP (NN smoke)))) (, ,) (PP (IN into) (NP (DT the) (NN air))))))))"
[12],(ROOT (S (CC and) (NP (PRP it)) (ADVP (RB always)) (VP (VBD smelled) (ADJP (RB really) (JJ bad))) (. .)))
[13],"(ROOT (S (NP (PRP We)) (VP (VBP know) (SBAR (IN that) (, ,) (S (NP (DT that)) (VP (VBD was) (ADVP (ADVP (RB really)) (PRN (, ,) (ADVP (RB really)) (, ,))) (ADJP (RB really) (JJ bad) (PP (IN for) (NP (DT the) (NN atmosphere)))))))) (. .)))"
[10],(ROOT (INTJ (UH Huh-uh) (. .)))
[14],(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP have) (NP (PRP you)) (VP (VBN got) (ADVP (IN up) (RB there)))) (. ?)))
[15],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (, ,) (ADVP (PRP I)) (VP (VBP live) (PRT (IN out)) (PP (IN in) (NP (DT the) (NN country)))) (, ,)))"
[17],(ROOT (S (RB so) (NP (DT that) (NN part)) (VP (VBZ is) (ADJP (JJ good))) (. .)))
[18],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP we)) (VP (VBP 're) (ADVP (RB maybe)) (PP (NP (QP (CD one) (CD hundred)) (NNS miles)) (IN from) (NP (NNP Pittsburgh)))) (, ,)))"
[16],(ROOT (INTJ (UH Huh-uh) (. .)))
[19],"(ROOT (S (NP (WDT which)) (VP (VBZ has) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN pollution)))) (PP (IN from) (NP (PRP$ their) (NNS plants)))) (, ,)))"
[20],(ROOT (INTJ (UH Huh-uh) (. .)))
[21],(ROOT (S (CC and) (ADVP (RB right) (RB now)) (PP (IN in) (NP (PRP$ our) (NN area))) (NP (PRP we)) (VP (VBP 're) (VP (VBG fighting) (PP (IN against) (NP (DT a) (JJ toxic) (NN waste) (NN incinerator))))) (. .)))
[23],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP it)) (VP (MD wo) (RB n't) (VP (VB be) (ADJP (RB too) (^RB for) (PP (IN from) (SBAR (WHADVP (WRB where)) (S (NP (PRP we)) (VP (VBP live)))))))) (. .)))"
[24],"(ROOT (S (S (CC And) (NP (NN everybody)) (ADVP (RB really)) (VP (VBZ has) (VP (VBN been)))) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (S (VP (VBG fighting) (PP (IN against) (NP (PRP it))))))) (, ,) (S (PP (IN because) (NP (PRP we))) (, ,) (NP (PRP we)) (VP (VBP do) (RB not) (VP (VB want) (NP (PRP it))))) (. .)))"
[22],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH no) (. .))))"
[25],"(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP we)) (VP (VBP do) (RB n't) (VP (VB want) (NP (NP (CD one)) (NP (DT any) (NN place))))) (, ,)))"
[26],(ROOT (INTJ (UH Sure) (. .)))
[29],(ROOT (INTJ (UH Yeah) (. .)))
[30],"(ROOT (S (NP (PRP It)) (BES 's) (ADVP (RB just)) (, ,) (NP (PRP I)) (VP (VBP mean) (, ,) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADVP (RB just)) (ADJP (RB so) (JJ bad)) (SBAR (IN that) (S (NP (EX there)) (VP (VBZ is) (ADVP (RB just) (RB so)) (NP (NP (JJ much) (NN going)) (PP (IN into) (NP (DT the) (NN air)))))))))))))"
"[27, 32]","(ROOT (S (NP (PRP we)) (VP (MD would) (VP (VB like) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN industry)) (S (VP (TO to) (VP (VB do) (ADJP (ADJP (JJR more)) (S (VP (TO to) (VP (VB take) (NP (NP (NN care)) (PP (IN of) (NP (DT the) (NN waste) (NNS products))))))) (SBAR (IN before) (S (NP (PRP they)) (VP (VBP turn) (PP (IN to) (NP (NN incineration))) (, ,) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP feel) (SBAR (WHNP (IN that)) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (NP (DT the) (JJ small) (NN percentage)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBG putting) (PP (IN into) (NP (DT the) (NN air)))))))))))) (VP (VBZ is) (ADJP (RB too) (JJ much)))))))))) (. .))) (NP (UH Huh-uh))))))) (. .)))"
"[31, 33]","(ROOT (S (ADVP (CC and)) (, ,) (S (FRAG (CC and) (NP (DT the) (ADJP (JJ little)) (NN bit))) (NP (PRP you)) (VP (VBP say) (SBAR (WHNP (WDT that)) (S (VP (^PRP^VBP there) (VP (VBG putting) (PP (IN in) (NP (NP (RB here)) (CC and) (NP (EX there)))))))))) (, ,) (CC and) (S (ADVP (RB everywhere)) (, ,) (NP (PRP it)) (ADVP (DT all)) (VP (VBZ adds) (ADVP (RB up)))) (. .)))"
[35],(ROOT (S (NP (CC Plus)) (VP (NP (NP (PDT all) (DT the) (NNS problems)) (PP (IN in) (NP (DT the) (NNP Middle) (NNP East))))) (. .)))
[34],(ROOT (FRAG (ADVP (RB Huh-uh)) (. .)))
[36],"(ROOT (FRAG (PP (IN With) (NP (NP (PDT all) (DT that) (NN smoke)) (ADVP (CC and)))) (, ,)))"
[38],(ROOT (INTJ (UH Yeah) (. .)))
[37],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (WDT that)) (VP (VBZ has) (S (VP (TO to) (VP (VB be) (ADJP (JJ terrible) (PP (IN over) (NP (RB there)))))))) (. .)))"
[39],"(ROOT (S (RB So) (NP (PRP it)) (VP (BES 's) (ADVP (RB just)) (, ,) (INTJ (UH um)) (, ,) (SBAR (WHADVP (WRB why)) (S (VP (VBP are) (S (NP (PRP we)) (VP (VBG doing) (NP (DT this)) (PP (IN to) (NP (PRP ourselves))))))))) (. .)))"
[41],"(ROOT (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))"
[40],(ROOT (INTJ (UH Huh-uh) (. .)))
[43],(ROOT (INTJ (UH Huh-uh) (. .)))
"[42, 44]","(ROOT (S (CC but) (, ,) (INTJ (UH um)) (, ,) (NP (PRP I)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (NP (SBAR (WHNP (WP what)) (S (ADVP (RB really)) (VP (VBZ amazes) (NP (PRP me)) (PP (IN about)) (, ,) (NP (INTJ (UH like)) (NP (DT that) (NNP Pasadena) (NN area)))))) (CC and) (NP (DT the) (NN oil) (NNS refineries))))) (, ,)) (VP (VBZ is) (SBAR (IN that) (S (NP (EX there)) (VP (MD would) (VP (VB be) (NP (NP (NNS houses) (CC and) (NNS people)) (VP (VBG living) (ADVP (RB just) (RB really) (RB close)) (PP (IN to) (NP (PRP it)))))))))) (. .)))"
[45],(ROOT (INTJ (UH Yeah) (. .)))
[46],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (, ,) (PP (IN between) (NP (NP (DT the) (NN freeway)) (CC and) (NP (DT the) (NN oil) (NN refinery)))))) (, ,) (NP (PRP you)) (VP (MD would) (VP (VB see) (NP (DT a) (NN neighborhood)))) (. .)))"
[48],"(ROOT (PRN (CC and) (S (S (NP (PRP you)) (ADVP (RB just)) (VP (VBD thought))) (, ,) (S (INTJ (UH well)) (, ,) (NP (PRP it)) (VP (BES 's) (ADJP (JJ obvious)) (SBAR (IN that) (S (NP (EX there)) (VP (BES 's) (NP (NP (DT a) (NN lot)) (VP (VBG going) (PRT (IN up)) (PP (IN in) (NP (DT the) (NN air))) (ADVP (RB there))))))))) (, ,))))"
[47],(ROOT (INTJ (UH Huh-uh) (. .)))
[50],(ROOT (INTJ (UH Yeah) (. .)))
[49],"(ROOT (S (CC and) (SBAR (WHNP (WP what)) (S (VP (VBZ comes) (ADVP (RB up))))) (, ,) (VP (MD must) (VP (VB come) (ADVP (RB down)))) (. .)))"
[51],(ROOT (INTJ (UH Yeah) (. .)))
[52],(ROOT (S (VP (XX MUMBLEx)) (. .)))
[54],(ROOT (INTJ (UH Yes) (. .)))
[55],"(ROOT (S (CC And) (, ,) (CC and) (ADVP (WRB how)) (, ,) (NP (ADJP (IN if)) (NP (PRP they))) (VP (VBP have) (NP (NP (DT all)) (PP (IN of) (NP (DT those)))) (PRN (, ,) (INTJ (UH um)) (, ,)))))"
[56],"(ROOT (NP (S (NP (NN toxicity)) (, ,) (NP (PRP I)) (VP (VBP mean) (, ,) (NP (PRP it)) (, ,) (SBAR (S (NP (EX there)) (VP (BES 's) (NP (NNS signs)) (PP (IN around) (S (VP (VBG saying) (SBAR (WHADVP (WRB how) (ADJP (JJ dangerous))) (S (NP (PRP it)) (VP (VBZ is))))))))))))))"
[53],"(ROOT (S (S (VP (VBG Breathing) (NP (PRP it)))) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG breathing) (NP (PRP it)) (NP (PDT all) (DT the) (NN time)))) (. .)))"
[57],(ROOT (S (CC and) (ADVP (RB here)) (NP (PRP you)) (VP (VBP are) (VP (VBG living))) (: ...)))
[58],(ROOT (INTJ (UH Huh-uh) (. .)))
[59],X
[60],X
[62],(ROOT (FRAG (NP (DT No)) (. .)))
[61],(ROOT (S (NP (DT That)) (ADVP (RB just)) (VP (VBZ does) (RB n't) (VP (VB make) (NP (ADJP (RB too) (JJ much)) (NN sense)))) (. .)))
[65],(ROOT (FRAG (ADVP (RB Huh-uh)) (. .)))
"[63, 66]","(ROOT (S (CC And) (NP (PRP I)) (VP (VBP figure) (SBAR (S (S (NP (PRP we)) (VP (VBP 're) (VP (VBG paying) (S (VP (TO to) (VP (VB take) (NP (NP (NN care)) (PP (IN of) (NP (DT this) (JJ toxic) (NN waste)))) (, ,) (ADVP (DT no) (NN matter) (SBAR (WHNP (WP who)) (S (VP (VBZ does) (NP (PRP it)))) (. .))))))))) (CC and) (S (NP (PRP they)) (VP (VBP have) (VP (VBN shown) (PRN (, ,) (S (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS industries)))) (VP (VBP have) (VP (VBN been) (ADJP (ADJP (RB real) (JJ good) (PP (IN at))) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,))) (S (VP (VBG doing) (NP (PRP$ their) (NN part)) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,))))) (S (VP (VBG reducing) (NP (NP (DT the) (NN amount)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP have)))))))))) (, ,))))))))))"
[68],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP they)) (VP (VBP 've) (S (VP (VBN reused) (NP (DT some)) (PP (IN of) (NP (PRP it))) (, ,) (FRAG (INTJ (UH uh)))))) (, ,)))"
[67],(ROOT (INTJ (UH Huh-uh) (. .)))
[69],"(ROOT (S (NP (PRP it)) (VP (MD can) (VP (VB be) (VP (VP (VBN recycled)) (, ,) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP$ their) (NNS things))))))) (, ,)))"
[70],(ROOT (INTJ (UH Huh-uh) (. .)))
[71],"(ROOT (PRN (CC and) (SBAR (IN that) (S (NP (PRP they)) (VP (VBP 've) (VP (VBN shown) (, ,) (SBAR (IN that) (S (SBAR (WHNP (NP (PRP it)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (TO to) (VP (VB begin) (PP (IN with)) (, ,) (ADVP (RB apparently)))))) (NP (PRP it)) (VP (VBZ does) (VP (VB cost) (NP (JJR more)))))) (, ,)))))))"
[73],"(ROOT (S (CC but) (, ,) (SBAR (RB once) (S (NP (PRP they)) (VP (VBP get) (SBAR (S (VP (VBD started))))))) (, ,) (NP (PRP it)) (VP (BES 's) (ADVP (RB really)) (PRN (, ,) (S (NP (PRP it)) (VP (VBZ saves) (NP (PRP them)) (NP (NP (NN money)) (PP (IN in) (NP (DT the) (NN end)))))) (, ,)))))"
[72],(ROOT (INTJ (UH Huh-uh) (. .)))
[74],(ROOT (S (CC and) (NP (PRP it)) (VP (VBZ cuts) (ADVP (RB down) (PP (IN on) (NP (NP (DT the) (NN end) (NN product)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (S (VP (TO to) (VP (VB be) (VP (VBN dealt) (PP (IN with) (NP (DT some) (JJ other) (NN way)))))))))))))) (. .)))
[76],"(ROOT (FRAG (CC And) (PP (IN if) (NP (NP (PRP they)) (SBAR (S (VP (MD would) (ADVP (DT all))) (, ,)))))))"
[77],"(ROOT (S (NP (DT that)) (VP (BES 's) (SBAR (WHNP (WP what)) (, ,) (S (NP (DT that)) (VP (BES 's) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP want) (ADJP (VBN done))))))))) (. .)))"
[75],(ROOT (INTJ (UH Huh-uh) (. .)))
[78],"(ROOT (S (S (VP (VBZ Is))) (, ,) (NP (PRP we)) (VP (VBP want) (NP (NN industry)) (S (VP (TO to) (VP (VB take) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (JJR more) (NN responsibility)) (PP (IN in) (S (VP (VBG taking) (NP (NP (NN care)) (PP (IN of) (NP (PRP it))))))))))) (. .)))"
[79],"(ROOT (S (NP (NP (FRAG (INTJ (UH Well) (, ,) (UH um)) (, ,) (NP (JJ individual) (NNS companies)))) (PP (CC and) (NP (NP (NNS things)) (SBAR (S (VP (VBP are) (ADJP (RB so) (JJ selfish))) (, ,))))))))"
[81],"(ROOT (S (NP (CC And)) (VP (NP (PRP$ their) (NNS desires) (S (VP (TO to) (VP (VB save) (NP (DT a) (JJ few) (NNS dollars)) (ADVP (CC and)))))) (PRN (, ,) (CC and) (ADVP (IN that))))))"
[80],(ROOT (INTJ (UH Huh-uh) (. .)))
[83],(ROOT (INTJ (UH Huh-uh) (. .)))
[85],(ROOT (S (NP (PRP they)) (VP (VBP 're) (ADJP (JJ greedy))) (. .)))
[86],"(ROOT (S (NP (NP (PRP It)) (BES 's) (NP (NN money)) (, ,)) (VP (VBZ is) (SBAR (WHNP (WP what)) (S (VP (VBZ is))))) (. .)))"
"[82, 84]","(ROOT (S (NP (PRP they)) (VP (VBP do) (RB n't) (VP (VB care) (PP (IN about) (NP (NP (DT the) (JJ environmental) (NN impact)) (, ,) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP make)))))))) (. .)))"
[87],"(ROOT (S (NP (PRP It)) (VP (BES 's) (, ,) (S (NP (PRP it)) (VP (BES 's) (NP (DT the) (NN money)))))))"
[89],(ROOT (S (NP (PRP They)) (VP (VBP 're) (VP (VBG making) (NP (NP (ADJP (JJ fantastic)) (NNS amounts)) (PP (IN on) (NP (DT these) (NNS things))))))))
[88],(ROOT (INTJ (UH Yes) (. .)))
[91],(ROOT (FRAG (ADVP (RB Huh-uh)) (. .)))
[90],"(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (NP (RB even) (DT the) (NN incinerator)) (, ,) (NP (NP (DT the) (NN money)) (CC and) (NP (NP (DT the) (NN income)) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG going) (S (VP (TO to) (VP (VB make) (PP (IN off) (NP (DT this)))))))))))) (, ,)) (VP (VBZ is)))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (PP (RB just) (ADJP (JJ astronomical)))) (. .)))"
[93],"(ROOT (S (NP (PRP We)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN been))) (, ,)))"
[92],"(ROOT (SINV (FRAG (INTJ (UH Well))) (, ,) (VP (VBP have) (S (S (NP (PRP you)) (ADVP (RB ever)) (VP (VBD visited))) (, ,) (S (INTJ (UH um)) (, ,) (PP (IN like) (NP (NP (NNP Los) (NNP Angeles)) (CC or) (NP (NP (DT any) (NN place)) (SBAR (WHNP (WDT that)) (S (VP (BES 's) (ADVP (RB ever)))))))) (, ,) (NP (PRP it)) (VP (BES 's) (VP (ADVP (RB kind) (RB of)) (VBN known) (, ,) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ has) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))))) (NP (NP (NN pollution)) (PP (IN in) (NP (NP (PRP it) (POS 's)) (NN air)))) (. ?)))"
[95],(ROOT (INTJ (UH Huh-uh) (. .)))
"[94, 96]","(ROOT (S (NP (PRP we)) (VP (VBD went) (ADVP (RB as) (RB far)) (ADVP (IN as)) (, ,) (SBAR (IN as) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (IN like) (NP (NP (NNP Las) (NNP Vegas)) (, ,) (CC and) (NP (NNP Yellow) (NNP Stone) (NNP Park)) (, ,)))))))))"
[98],"(ROOT (S (NP (PRP We)) (VP (VBD did) (VP (VB go) (PRN (, ,) (S (NP (PRP we)) (VP (MD should) (VP (VB have) (VP (VBN gone) (NP (DT the) (JJ whole) (NN way)) (PP (IN over)))))) (, ,))))))"
[97],(ROOT (INTJ (UH Huh-uh) (. .)))
[99],(ROOT (S (CC but) (NP (PRP we)) (VP (VBD did) (RB n't)) (. .)))
[101],"(ROOT (S (CC But) (, ,) (ADVP (PRP I)) (VP (VBP understand) (NP (DT that))) (, ,)))"
[102],(ROOT (S (NP (PRP we)) (VP (VBP have) (NP (NP (DT an) (NN aunt)) (SBAR (WHNP (WDT that)) (S (VP (VBZ lives) (PP (IN out) (NP (RB there))))))))))
[100],(ROOT (S (VP (XX MUMBLEx)) (. .)))
"[103, 105]","(ROOT (S (CC and) (, ,) (SBAR (WHADVP (WRB When)) (S (NP (PRP she)) (VP (VBD was) (VP (VBG visiting) (ADVP (RB here)))))) (, ,) (NP (PRP she)) (VP (MD would) (VP (VB look) (PRT (RP up)) (PP (IN at) (NP (DT the) (NNS stars)))))))"
[104],(ROOT (INTJ (UH Huh-uh) (. .)))
[106],(ROOT (S (CC and) (NP (PRP she)) (VP (VBD said) (SBAR (WHADVP (WRB how) (ADJP (JJ wonderful))) (S (NP (PRP it)) (VP (VBD was) (S (VP (TO to) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VP (VB look) (PP (IN into) (NP (DT the) (NN sky)))) (CC and) (VP (VB see) (NP (NP (DT some)) (PP (IN of) (NP (NP (DT the) (NNS things)) (SBAR (WHNP (WDT that)) (S (NP (PRP she)) (VP (VBD saw))))))))))))))))))) (. .)))
[107],(ROOT (INTJ (UH Huh-uh) (. .)))
[109],(ROOT (INTJ (UH Huh-uh) (. .)))
[111],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (RB so) (JJ awful))) (. .)))
[112],"(ROOT (FRAG (INTJ (UH Well)) (, ,) (NP (NP (WP what)) (PP (IN about) (PP (IN in) (NP (NNP New) (NNP York))))) (. .)))"
"[108, 110]","(ROOT (S (NP (PRP She)) (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (MD could) (RB n't) (VP (VB see) (NP (DT those) (NNS things)) (PP (IN out) (NP (RB there))) (, ,) (SBAR (IN because) (FRAG (PP (IN of) (NP (DT the) (NN smog) (CC and) (NN everything)))))))))) (. .)))"
[114],(ROOT (INTJ (UH No) (. .)))
[113],"(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN gone) (NP (DT that) (NN way)))))) (, ,) (ADVP (RB maybe))) (. .)))"
[115],(ROOT (S (VP (ADVP (RB Never)) (VBN been) (PP (IN in) (NP (NNP New) (NNP York)))) (. .)))
[116],X
[117],(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB go) (ADVP (RB there))))))) (. .)))
[118],(ROOT (FRAG (ADJP (RB Pretty) (JJ funny)) (. .)))
[120],"(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (PP (TO to) (NP (NNP New) (NNP York))))) (. .)))"
[119],(ROOT (SQ (VBP Have) (NP (PRP you)) (VP (VBN been) (ADVP (RB there))) (. ?)))
[121],(ROOT (S (NP (PRP I)) (VP (VBP have) (S (NP (NNS relatives)) (NP (DT that) (NN direction)))) (. .)))
[123],"(ROOT (S (NP (PRP We)) (VP (VBP have)) (, ,)))"
[124],"(ROOT (S (NP (PRP it)) (VP (BES 's) (PRN (, ,) (INTJ (UH um)) (, ,)))))"
[122],(ROOT (INTJ (UH Oh) (. .)))
[127],"(ROOT (S (VP (UH Um) (PRN (, ,) (INTJ (UH no)) (, ,)))))"
[126],"(ROOT (SQ (VBZ is) (NP (PRP it)) (ADVP (RB close) (PP (IN to) (NP (NNP Phoenixville) (, ,) (NNP Pennsylvania)))) (. ?)))"
[129],(ROOT (SBAR (IN Because) (S (NP (PRP I)) (VP (VBP have) (NP (NN family)) (NP (RB there))))))
[128],(ROOT (S (NP (PRP I)) (ADVP (RB never)) (VP (VBD heard) (PP (IN of) (NP (DT that) (CD one)))) (. .)))
[130],"(ROOT (FRAG (CC and) (ADVP (, ,))))"
