[0],(ROOT (S (ADVP (RB There)) (NP (PRP you)) (VP (VBP go)) (. .)))
[2],"(ROOT (SINV (FRAG (INTJ (UH Oh) (, ,) (UH well))) (VP (S (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP call) (PP (IN on) (NP (DT the) (NN phone))) (NP (PDT all) (DT the) (NN time)) (S (VP (TO to) (VP (VP (VB try) (S (VP (TO to) (VP (VB sell) (NP (PRP you)) (FRAG (NP (NN something)) (. .))))) (PRN (S (NP (PRP You)) (VP (VBP know))) (, ,)) (SBAR (WHNP (WDT that)) (, ,) (S (NP (WDT that)) (VP (VP (VBP try) (S (VP (TO to) (VP (VB sell) (S (NP (PRP you)) (NP (NP (DT the) (XX s-)) (, ,) (NP (NN newspaper)) (, ,) (CC and) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (ADVP (XX wha-))) (, ,)) (NP (NN carpet) (NN cleaning)) (, ,))))))) (CC and) (, ,) (NP (UH uh)))))) (, ,) (FRAG (WP what) (RB else)))))))))) (, ,) (VP (NN roof))) (NP (NN repair))))"
[3],"(ROOT (FRAG (CC And) (ADVP (RB enough)) (, ,)))"
[4],"(ROOT (S (S (INTJ (UH well)) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (NP (NP (DT a) (NN waste)) (PP (IN of) (NP (NP (NN paper)) (, ,) (NP (NP (DT the) (NNS people)) (SBAR (WHNP (WDT that)) (S (ADVP (RB always)) (VP (VBP leave)))))))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN junk) (NN mail)))))))) (CC and) (, ,) (S (S (PP (IN because) (PRN (, ,) (INTJ (UH um)) (, ,)))) (NP (PRP you)) (ADVP (RB just)) (VP (VBP end) (PRT (RP up)) (S (VP (VBG throwing) (NP (PRP it)) (PP (RB away) (NP (NP (JJS most)) (PP (IN of) (NP (DT the) (NN time))))))))) (. .)))"
[5],"(ROOT (S (S (ADVP (RB Probably)) (NP (NP (CD eighty) (NN percent)) (PP (IN of) (NP (NP (DT the)) (, ,) (NP (NP (DT the) (NN junk) (NN mail)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP get)))))))) (VP (VBZ is))) (, ,) (VP (VBZ is) (PRN (, ,) (INTJ (UH um)) (, ,))) (NP (NP (NN something)) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB need)))))) (. .)))"
[6],(ROOT (FRAG (CC And) (NP (NP (DT the) (JJ same) (NN way)) (PP (IN with) (NP (DT those) (NNS calls)))) (. .)))
[7],"(ROOT (SBAR (WHNP (WP What)) (S (VP (VBZ is) (NP (PRP it))) (, ,))))"
[8],"(ROOT (S (S (INTJ (UH oh)) (NP (NNP M) (NNP C) (NNP I) (, ,) (NNP M) (NNP C) (NNP I)) (VP (ADVP (RB really)) (VBZ does))) (. .)))"
[1],(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP you)) (VP (VB think) (SBAR (S (VP (VBZ invades) (NP (PRP$ your) (NN privacy))))))) (. ?)))
[10],(ROOT (NP (NNP M) (NNP C) (NNP I)))
[9],"(ROOT (S (SBAR (RB Even) (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP tell) (NP (NP (PRP them)) (FRAG (INTJ (UH no))))))) (, ,) (NP (PRP they)) (VP (VBP keep) (S (VP (VBG calling) (ADVP (RB back))))) (. .)))"
[12],(ROOT (NP (NNP M) (NNP C) (NNP I)))
[11],(ROOT (SBARQ (WHNP (WP what)) (SQ (BES 's) (NP (DT that))) (. ?)))
[13],(ROOT (S (NP (PRP it)) (VP (BES 's) (NP (DT the) (JJ long) (NN distance) (NN telephone) (NN company))) (. .)))
[15],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[16],"(ROOT (S (S (INTJ (UH well)) (NP (PRP they)) (VP (MD wo))) (, ,) (NP (PRP they)) (VP (MD wo) (RB n't) (VP (VB take) (NP (NP (DT a)) (FRAG (INTJ (UH no)))) (PP (IN for) (NP (DT an) (NN answer))) (PP (ADVP (RB here)) (IN for) (NP (DT some) (NN reason))))) (. .)))"
[14],"(ROOT (S (S (INTJ (UH Oh)) (, ,) (VP (ADVP (RB now)) (VB see) (NP (PRP I)))) (, ,) (NP (PRP I)) (VP (VP (ADVP (RB really)) (VBP do) (RB n't) (VP (VB have) (NP (JJ much) (NN trouble)) (SBAR (IN with) (, ,) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP say) (S (INTJ (UH no)) (VP (VB thank) (NP (PRP you))))))))) (CC and) (VP (VBP hang) (ADVP (RB up)))) (. .)))"
[17],(ROOT (S (NP (PRP They)) (ADVP (RB just)) (VP (VBP keep) (S (VP (VBG calling) (ADVP (RB back))))) (. .)))
"[18, 20]","(ROOT (S (NP (PRP I)) (VP (VBD had) (S (NP (DT a) (NN carpet) (NN service)) (VP (VB call) (PRT (RP up)) (NP (NP (NP (CD three) (NNS times)) (, ,) (ADVP (DT all) (IN within))) (PP (IN in) (NP (DT an) (NN hour))))))) (, ,)))"
[19],(ROOT (INTJ (UH Uh-huh) (. .)))
[21],"(ROOT (PRN (S (NP (CC but)) (VP (VP (, ,) (S (SBAR (WHNP (NP (PRP I)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (PRP I)) (VP (VBP do)))))) (VP (VBG telemarketing)))) (, ,)))"
[23],"(ROOT (S (NP (ADJP (ADJP (RB so)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (PRP I))) (VP (VBP 'm) (ADJP (RB very) (JJ polite)))))"
[24],"(ROOT (FRAG (CC and) (NP (NP (PRP I)) (SBAR (S (UCP (SBAR (RB just) (S (VP (VBP say) (S (INTJ (UH no)) (VP (VB thank) (NP (PRP you))))))) (, ,) (CC and) (S (VP (VBP say) (S (INTJ (UH no)) (VP (VB thank) (S (NP (PRP you)) (ADJP (RB very) (RB politely)))))))))))))"
[22],(ROOT (INTJ (UH Uh-huh) (. .)))
[26],(ROOT (INTJ (UH Uh) (. .)))
"[25, 27]","(ROOT (S (CC and) (NP (PRP I)) (VP (VP (VBP hang) (PRT (RP up))) (CC and) (, ,) (VP (VBP do) (RB n't) (VP (VB bother) (NP (PRP me)) (PP (IN after) (NP (DT that)))))) (. .)))"
