[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[1],"(ROOT (S (INTJ (UH well)) (, ,) (VP (VB go) (ADVP (RB ahead))) (, ,)))"
[2],(ROOT (S (NP (PRP I)) (VP (MD 'll) (VP (VB let) (S (NP (PRP you)) (VP (VB start))))) (. .)))
[3],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (VP (VBD was) (VP (VBG thinking) (UCP (PP (IN about) (ADVP (RB whether))) (CC or) (RB not) (SBAR (S (NP (PRP we)) (VP (VP (MD should) (VP (VB have) (NP (NNS people)))) (, ,) (S (INTJ (UH uh)) (, ,) (VP (VB be) (VP (JJ required) (S (VP (TO to) (VP (VB do) (NP (JJ public) (NN service)) (PP (IN for) (NP (NP (DT a) (NN year)) (CC or) (NP (CD two)))))))))))))))) (. .)))"
[5],"(ROOT (S (CC And) (NP (PRP I)) (VP (VBD was) (VP (VBG thinking) (SBAR (IN that) (S (NP (PRP you)) (VP (VBD needed) (S (VP (TO to) (VP (VB put) (NP (NP (DT some) (NNS waivers)) (PP (IN in) (NP (RB there)))) (PP (PP (IN for) (NP (DT the) (JJ handicapped))) (CC and) (PP (ADVP (RB also)) (IN for) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBD had) (S (VP (TO to) (VP (VP (VB stay) (NP (NN home))) (CC and) (ADVP (RB maybe)) (VP (VB be) (NP (NN wage) (NNS earners)) (PP (IN for) (NP (PRP$ their) (NN family))) (, ,)))))))))))))))))))))"
[6],(ROOT (S (CC or) (NP (PRP they)) (VP (VBD had) (NP (NP (NN somebody)) (PP (IN at) (NP (NN home))) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (JJ ill) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBD had) (S (VP (TO to) (VP (VB tend) (PP (IN to)))))))))))))) (. .)))
[4],(ROOT (INTJ (UH Uh-huh) (. .)))
[8],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[7],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB make) (S (NP (PRP it)) (NP (NN everybody))))) (. .)))"
[9],(ROOT (INTJ (UH yeah) (. .)))
[11],"(ROOT (FRAG (PP (UH Uh-huh)) (, ,)))"
[12],"(ROOT (S (S (CC or) (NP (PRP it)) (VP (MD could) (VP (VB be) (PP (IN like) (NP (DT the) (NN draft))) (SBAR (WHADVP (WRB where)) (, ,) (S (NP (PRP you)) (VP (VBP know))))))) (, ,) (S (SBAR (IN before) (S (NP (PRP they)) (VP (VBP draft) (NP (PRP you))))) (, ,) (NP (PRP they)) (VP (XX ta-))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP get) (NP (DT a) (NN physical)) (ADVP (RB anyway)))) (. .)))"
[13],(ROOT (FRAG (ADVP (RB So)) (SBAR (WHADVP (WRB when)) (S (S (NP (PRP they)) (VP (VBP send) (S (NP (PRP you)) (NP (DT a) (NN draft) (NN notice))))) (CC and) (S (ADVP (RB then)) (NP (PRP they)) (VP (VBP give) (NP (PRP you)) (NP (DT a) (NN physical))))))))
[14],"(ROOT (S (CC and) (SBAR (IN if) (S (NP (EX there)) (VP (BES 's) (ADVP (NN nothing)) (ADJP (RB physically) (JJ wrong) (PP (IN with) (NP (PRP you))))))) (, ,) (ADVP (RB then)) (NP (PRP you)) (VP (VBP 're) (VP (VBN drafted))) (. .)))"
[10],"(ROOT (S (CC But) (ADVP (RB then)) (NP (PRP you)) (VP (VBP need) (S (VP (TO to) (VP (VB make) (NP (PRP it)) (ADVP (RB sure)) (SBAR (IN that) (S (NP (DT the) (JJ rich) (NNS people)) (VP (MD ca) (RB n't) (VP (VP (VB buy) (NP (NN somebody)) (PRT (RP off))) (CC and) (PRN (, ,) (CC and) (ADVP (RB maybe))) (VP (VP (VB send) (NP (PRP them)) (PP (IN in) (NP (PRP$ their) (NNS places)))) (CC or) (VP (VB get) (PRT (IN out)) (PP (IN of) (NP (PRP it))) (NP (DT some) (JJ other) (NN way)) (ADVP (RB too)))))))))))) (. .)))"
[15],(ROOT (S (NP (PRP It)) (VP (VBZ does) (RB n't) (VP (VB matter) (SBAR (WHADJP (WRB how) (JJ rich)) (S (NP (PRP you)) (VP (VBP are)))))) (. .)))
[16],X
[18],"(ROOT (FRAG (S (CC And) (ADVP (RB then)) (NP (PRP we)) (VP (MD could) (ADVP (RB maybe)) (VP (VB give) (NP (NNS physicals)) (PP (IN to) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NN family) (NNS members)))) (, ,)))))))"
[17],(ROOT (S (NP (DT That)) (VP (MD would) (VP (VB be) (ADJP (JJ good)))) (. .)))
[19],(ROOT (INTJ (UH right) (. .)))
[21],(ROOT (S (VP (VB Give) (NP (NNS physicals)) (PP (IN to) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NN family) (NNS members))))))))
