[0],"(ROOT (FRAG (PP (UH Okay)) (, ,)))"
[1],"(ROOT (SQ (VBP do) (NP (PRP you)) (VP (VB have) (NP (NP (ADJP (DT any) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNS ideas)) (PP (IN on) (NP (JJ universal) (NN health) (NN insurance))))) (. ?)))"
[3],"(ROOT (INTJ (UH Yeah) (, ,)))"
[2],(ROOT (S (VP (VBP Do) (SBAR (S (NP (PRP you)) (VP (VBP have) (NP (DT any) (JJ strong) (NNS opinions)))))) (. ?)))
[4],"(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (BES 's) (ADVP (RB probably)) (NP (DT a) (JJ good) (NN ideal)))))) (, ,)))"
[5],(ROOT (S (NP (PRP You)) (VP (VBP do)) (. ?)))
"[6, 8]","(ROOT (S (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VP (VBP think)) (, ,) (VP (VBN given) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (VP (VBN given))))) (, ,) (S (INTJ (UH well) (PP (VBN given) (NP (NP (IN that)) (SBAR (S (NP (EX there)) (VP (VBP are) (ADVP (RB so)) (NP (NP (JJ many) (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP do) (RB n't) (VP (VB have) (NP (NN health) (NN insurance)))))))))))) (. .)) (NP (PRP It)) (VP (BES 's) (ADVP (RB probably)) (NP (NP (DT a) (ADJP (RB real) (JJ smart)) (NN thing)) (, ,) (ADVP (IN at) (JJS least))) (S (VP (TO to) (VP (VB have) (NP (NP (DT some) (JJ basic) (NN coverage)) (PP (IN for) (NP (NN everyone))))))))) (. .)))"
[7],(ROOT (INTJ (UH Uh-huh) (. .)))
[10],(ROOT (INTJ (UH Yeah) (. .)))
"[9, 11, 13]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP you)) (VP (VBP hear) (S (NP (NP (DT these) (NN horror) (NNS stories)) (PP (IN of) (NP (NP (NNS people)) (, ,) (NP (JJ homeless) (NNS people))))) (VP (VP (VBG going) (PP (IN to) (NP (DT the) (NN hospital))) (ADVP (CC and))) (, ,) (CC and) (VP (VBG being) (VP (VBN thrown) (ADVP (RB out)) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP have) (NP (DT no) (NN insurance))))))) (, ,) (CC and) (VP (VBG having) (S (VP (TO to) (VP (VB go) (PP (IN to) (PP (ADVP (RB someplace)) (ADJP (RB else))))))))))) (. .)))"
[14],"(ROOT (S (NP (PRP You)) (VP (VBP know) (, ,) (S (S (NP (PRP it)) (VP (MD would) (VP (VB be) (ADJP (JJ nice)) (SBAR (IN if) (S (PRN (, ,) (S (ADVP (DT no) (NN matter) (SBAR (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP are)))) (, ,) (CC or) (SBAR (WHNP (WP who)) (S (NP (PRP you)) (VP (VBP are)))))) (, ,) (NP (WP what)) (VP (VBD happened) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (WHNP (WP what)) (S (VP (VBD happened) (PP (IN to) (NP (PRP you)))))))) (, ,)) (NP (PRP you)) (ADVP (RB just)) (VP (VBP go) (PP (IN to) (NP (DT the) (NN hospital))))))))) (CC and) (S (NP (PRP they)) (VP (VBP say))) (, ,) (INTJ (UH Okay)) (, ,) (S (ADVP (RB just)) (, ,) (ADVP (RB just)) (VP (VB take) (NP (PRP him)))))) (, ,)))"
[12],(ROOT (INTJ (UH Right) (. .)))
[17],(ROOT (INTJ (UH Yeah) (. .)))
[19],"(ROOT (INTJ (UH Yeah) (, ,)))"
[20],"(ROOT (S (NP (PRP I)) (VP (VBP feel) (SBAR (IN like) (S (NP (EX there)) (VP (MD should) (VP (VB be) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NP (NN coverage)) (VP (VBN made)))))))))) (, ,)))"
[21],"(ROOT (S (CC but) (NP (PRP I)) (, ,) (NP (NP (PRP I)) (SBAR (S (VP (VBP 'm) (ADJP (RB really) (JJ leery) (PP (IN of) (NP (NP (DT a)) (, ,) (NP (NP (NN kind)) (PP (IN of) (NP (DT a) (NN government) (JJ administrative) (NN health) (NN insurance)))) (CC or) (NP (JJ medical) (NN plan))))) (, ,) (SBAR (IN because) (S (NP (PRP I)) (ADVP (RB just)) (VP (VBP feel) (PP (IN like) (NP (NP (NN everything)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NN government)) (VP (VBZ takes) (PRT (RP over)))))))))))))) (VP (VBZ is) (ADVP (RB just)) (VP (VBG going) (S (VP (TO to) (VP (VB be) (VP (VBN run) (ADVP (RB much) (RB poorly))))))))))"
[15],(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (MD will) (VP (VB worry) (PP (IN about) (SBAR (WHNP (WP who)) (S (NP (PRP he)) (VP (VBZ is) (ADVP (RB later)))))))))))
[23],"(ROOT (INTJ (UH Yeah) (, ,)))"
[24],"(ROOT (S (NP (PRP I)) (VP (VBP know) (, ,) (NP (NP (DT that)) (, ,) (SBAR (WHNP (DT that)) (S (VP (BES 's) (ADVP (RB certainly)) (ADJP (JJ true))))))) (. .)))"
[22],(ROOT (S (CC and) (NP (PRP it)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (NP (RB about) (CD six) (NNS times)) (RBR more) (JJ expensive))))))) (. .)))
[25],"(ROOT (S (CC But) (, ,) (NP (PRP I)) (VP (VBP wonder) (ADJP (IN about) (PP (IN like))) (, ,) (PP (IN like) (PP (IN in) (NP (NNP Canada))))) (. .)))"
[26],(ROOT (INTJ (UH Uh-huh) (. .)))
[28],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[29],"(ROOT (PRN (CC and) (S (NP (PRP they)) (VP (VBP have) (NP (NP (DT that)) (PP (IN in) (NP (NP (NNP England)) (ADVP (RB too)))))) (, ,))))"
[30],"(ROOT (S (CC but) (NP (PRP I)) (VP (VBP think) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (ADJP (DT a) (RB pretty) (JJ poor))) (, ,))))))"
[31],(ROOT (S (NP (PRP they)) (VP (VBP get) (NP (ADJP (NP (DT a) (NN lot)) (JJR lower)) (NN quality) (NN care)) (SBAR (IN than) (S (NP (PRP we)) (VP (VBP do))))) (. .)))
[32],"(ROOT (S (INTJ (UH Now)) (, ,) (ADVP (PRP I)) (VP (VBP know) (SBAR (S (NP (DT some) (NNS people)) (VP (VBP do) (RB n't) (VP (VB agree) (PP (IN with) (NP (PRP me)))))))) (, ,)))"
[33],"(ROOT (PRN (CC but) (S (S (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP know)))) (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB wait) (NP (RB real) (JJ long) (NN time)) (S (VP (TO to) (VP (VB get))))))))) (, ,) (S (PP (IN for) (NP (JJ certain) (NNS surgeries))) (NP (WDT that)) (VP (VBP are) (RB n't) (NP (NN emergency)))) (, ,))))"
[27],"(ROOT (FRAG (PP (IN In) (NP (NP (NNP Canada)) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (NP (NN everybody)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN everybody)))) (ADVP (RB automatically)) (VP (VBZ has) (NP (NP (NN insurance)) (PP (IN in) (NP (NNP Canada))))))))) (. .)))"
[34],"(ROOT (PRN (CC and) (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT the) (NN kind)) (PP (IN of) (NP (NP (NNS choices)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBP have) (ADVP (RB here)))))))))) (, ,))))"
[36],"(ROOT (S (CC And) (, ,) (ADVP (UH uh)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN worked) (NP (NP (DT a) (NN lot)) (PP (IN in) (NP (NP (NN doctor) (POS 's)) (NNS offices) (CC and) (NNS hospitals))))))))"
[35],(ROOT (INTJ (UH Yeah) (. .)))
[38],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (. .)))
[37],(ROOT (S (CC and) (NP (PRP I)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB give) (PRT (RP up)) (S (VP (VBG having) (NP (DT those) (NNS choices))))))))) (. .)))
[40],"(ROOT (S (NP (PRP I)) (VP (VBP think)) (, ,)))"
[39],"(ROOT (S (S (NP (DT That)) (VP (BES 's))) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ true))) (. .)))"
[42],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (, ,)))"
[41],"(ROOT (S (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (EX there)) (VP (VBZ is) (NP (NP (NP (DT a) (NN night) (CC and) (NN day) (NN difference)) (PP (IN between) (NP (NP (JJ good) (NNS doctors)) (CC and) (NP (JJ bad) (NNS doctors))))) (, ,) (CC and) (NP (NP (JJ good) (NNS hospitals)) (CC and) (NP (JJ bad) (XX doc-)))))) (, ,)) (NP (NNS hospitals))) (. .)))"
[43],(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ true))) (. .)))
[45],"(ROOT (FRAG (INTJ (UH Oh)) (, ,) (NP (PRP you))))"
[44],"(ROOT (S (CC And) (PP (IN in) (NP (NNP England))) (, ,) (ADVP (ADVP (ADVP (IN at) (JJS least)) (PP (IN at) (NP (DT the) (NN time)))) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (ADJP (JJ familiar)) (PP (IN with) (NP (PRP it))) (, ,) (ADVP (NP (QP (RB about) (CD ten)) (NNS years)) (RB ago)))))) (, ,) (NP (PRP they)) (ADVP (RB just)) (VP (VBD told) (NP (PRP you)) (SBAR (SBAR (WHNP (WP what) (NN day)) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB show) (PRT (RP up)))))))) (CC and) (SBAR (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB show) (PRT (RP up)))))))) (CC and) (SBAR (WHNP (WP who)) (S (NP (PRP$ your) (NN doctor)) (VP (VBD was) (VP (VBG going) (S (VP (TO to) (VP (VB be))))))))))) (. .)))"
[47],"(ROOT (INTJ (UH No) (, ,)))"
[48],(ROOT (INTJ (UH no) (. .)))
[46],(ROOT (FRAG (ADJP (RB so) (SBAR (S (VP (VBD did) (RB n't) (VP (VB get) (NP (DT any) (NNS choices)) (ADVP (IN at) (DT all))))))) (. ?)))
[49],(ROOT (S (NP (PRP I)) (VP (VBP mean) (NP (DT that))) (. .)))
[50],"(ROOT (S (INTJ (UH Oh)) (, ,) (NP (DT that)) (VP (BES 's) (NP (DT a) (NN problem))) (. .)))"
[52],"(ROOT (INTJ (UH Yeah) (, ,)))"
[53],"(ROOT (SBAR (IN because) (S (NP (PRP I)) (VP (VBP know) (PRN (, ,) (S (NP (PRP I)) (VP (VBP know) (ADVP (RB even)) (PP (IN among)))) (, ,))))))"
[51],(ROOT (INTJ (UH Yeah) (. .)))
[55],"(ROOT (S (NP (PRP It)) (VP (BES 's) (VP (VBG getting) (ADJP (JJR worse)))) (, ,)))"
[54],"(ROOT (S (SBAR (PRN (RB even) (NP (NP (RB now)) (, ,) (NP (DT the) (NN way)))) (S (NP (PRP we)) (VP (VBP have) (NP (PRP it)) (NP (RB now))))) (, ,) (NP (EX there)) (VP (VBP are) (ADVP (RB still))) (. .)))"
[57],"(ROOT (INTJ (UH Yeah) (, ,)))"
[56],(ROOT (SQ (VBZ is) (RB n't) (NP (PRP it)) (. ?)))
[59],(ROOT (INTJ (UH Yeah) (. .)))
[61],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
"[58, 60]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (INTJ (UH like)) (NP (PRP we)) (VP (VBP have)))))) (, ,) (NP (DT an) (NN H) (NN M) (NN O)) (VP (VBZ allows) (S (NP (PRP us)) (VP (TO to) (VP (VB pick) (NP (PRP$ our) (JJ own) (NNS physicians)))))) (. .)))"
[62],(ROOT (INTJ (UH right) (. .)))
[63],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (VP (VP (VBD picked) (NP (DT a) (JJ primary) (NN care) (NN physician))) (CC and) (ADVP (RB just)) (VP (VBD did) (RB n't) (VP (VB like) (NP (PRP him))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))"
[64],(ROOT (INTJ (UH Uh-huh) (. .)))
[67],(ROOT (INTJ (UH Right) (. .)))
[68],"(ROOT (S (NP (DT That)) (VP (BES 's) (ADVP (RB exactly)) (NP (DT the) (NN problem))) (, ,)))"
[69],"(ROOT (S (NP (EX there)) (VP (BES 's) (ADVP (RB just)) (ADJP (RB so) (JJ many)) (, ,) (NP (JJ such) (NN variation)))))"
[70],"(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (BES 's)) (, ,))))"
[71],"(ROOT (S (CC but) (S (INTJ (UH see)) (, ,) (NP (PRP I)) (VP (VBP guess))) (PRN (, ,) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD had) (PP (IN in) (NP (NNP England)))))) (, ,)) (CC and) (S (NP (PRP I)) (VP (VBP guess) (SBAR (IN in) (S (NP (NNP Canada)) (VP (VBZ is) (NP (JJ socialized) (NN medicine))))))) (. .)))"
[73],"(ROOT (S (RB So) (ADVP (RB maybe)) (, ,) (NP (DT that)) (VP (BES 's) (PP (IN like) (NP (NP (DT the) (NN extreme)) (PP (IN of) (NP (PRP it)))))) (. .)))"
