[0],(ROOT (INTJ (UH Okay) (. .)))
[1],(ROOT (SINV (VP (VBP Are)) (NP (NP (PRP you)) (NP (DT a) (NNP T) (NNP I) (NNP -er) (. ?)))))
[3],(ROOT (INTJ (UH No) (. .)))
[2],(ROOT (INTJ (UH No) (. .)))
[5],"(ROOT (INTJ (UH No) (, ,)))"
[4],(ROOT (SQ (VBZ Is) (NP (NN somebody)) (NP (NP (IN in) (NP (PRP$ your) (NN family))) (NP (DT a) (NNP T) (NNP I) (NNP -er))) (. ?)))
[8],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (, ,))))"
[7],(ROOT (S (CC and) (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB how)) (S (NP (PRP he)) (VP (VBD got) (NP (PRP it)))))) (. .)))
[9],(ROOT (SBARQ (ADVP (RB so)) (WHNP (WP who)) (SQ (VP (VBP do) (S (NP (PRP you)) (VP (VB work) (PP (IN for)))))) (. ?)))
[10],(ROOT (S (NP (PRP I)) (ADVP (RB just)) (VP (VBD graduated) (PP (IN from) (NP (NN college)))) (. .)))
[11],(ROOT (S (RB So) (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (NP (DT any) (NNS benefits)) (ADVP (IN at) (DT all)) (S (VP (TO to) (VP (VB talk) (PP (IN about))))))) (. .)))
[12],(ROOT (INTJ (UH No) (. .)))
[13],(ROOT (S (NP (PRP You)) (VP (VBP 're) (ADVP (RB just)) (VP (VBG going) (S (VP (TO to) (VP (VB have) (S (VP (TO to) (VP (VB imagine) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (MD would) (VP (VB like) (PP (IN as) (NP (NNS benefits))))))))))))))) (. .)))
[15],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (, ,))))"
[16],(ROOT (INTJ (UH okay) (. .)))
[14],"(ROOT (S (CC Or) (, ,) (X (WP what)) (NP (PRP I)) (VP (VBP 'm) (VP (VBG looking) (PP (IN for)))) (. .)))"
[18],"(ROOT (INTJ (UH No) (, ,)))"
[17],"(ROOT (SBARQ (INTJ (UH Well)) (WHADVP (IN in)) (PRN (, ,) (IN in) (S (VP (VBG interviewing)))) (SQ (VBP have) (NP (PRP you)) (VP (ADVP (RB ever)) (VBN discussed) (NP (NNS benefits)) (PP (IN with) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (JJ potential) (NNS employers))))))) (. ?)))"
[19],(ROOT (INTJ (UH huh-uh) (. .)))
[20],(ROOT (S (VP (VBD Did) (RB n't) (VP (VB get) (ADVP (RB that) (RB far)))) (. .)))
