[0],(ROOT (INTJ (UH Okay) (. .)))
[1],"(ROOT (S (S (INTJ (UH Uh)) (, ,) (NP (PRP it)) (VP (BES 's) (RB not) (NP (PDT such) (DT a) (JJ bad) (NN idea)) (S (VP (TO to) (VP (VB think) (PP (IN about) (NP (NNS judges)))))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (VP (VBG taking) (NP (NP (DT the) (NN idea)) (PP (IN of) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (NP (NN sentencing)))) (PP (IN in-)) (, ,) (PP (IN into) (NP (NP (PRP$ their) (NNS hands)) (PP (IN versus) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (DT the) (NN jury))))))) (, ,)) (SBAR (RB especially) (IN if) (S (NP (PRP it)) (VP (BES 's) (NP (DT a) (ADJP (RB highly) (JJ publicized)) (NN case)) (PP (IN such) (NP (IN as)))))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP 've) (VP (VP (VBN got) (NP (NNS cases)) (ADVP (ADVP (RB right) (RB now)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBG going) (PRT (RP on)) (SBAR (WHNP (WDT that)) (S (NP (NN everybody)) (VP (BES 's) (ADJP (ADJP (RB very) (RB well) (JJ informed)) (PP (IN of)))))))))))) (CC or) (VP (VBP have) (VP (VBN read) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (NP (NP (ADJP (ADJP (JJ certain)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NNS things)) (PP (IN in) (NP (NP (NNS regards)) (PP (IN to) (NP (NP (NNS cases)) (PP (IN like) (NP (NP (DT the) (NNP Dahlmer) (NN case)) (PP (IN in) (NP (NP (NNP Milwaukee)) (CC and) (NP (NN stuff)))))))))))))) (. .)))"
[2],"(ROOT (S (S (RB So) (NP (PRP it)) (VP (BES 's))) (, ,) (NP (PRP it)) (VP (MD may) (VP (VB be) (NP (DT an) (NN idea) (S (VP (TO to) (VP (VB think) (PP (IN about) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NN cost))))))))) (. .)))"
"[3, 5]","(ROOT (S (VP (VBG Trying) (S (VP (TO to) (VP (VB find) (NP (DT a) (NN jury)) (SBAR (IN so) (S (NP (PRP you)) (VP (MD can) (VP (VB get) (NP (DT a) (NN jury)) (ADVP (RB as) (RB far)) (SBAR (IN as) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP they)) (VP (MD may) (VP (VB say) (SBAR (S (NP (PRP they)) (VP (VBP 're) (RB not) (ADJP (JJ biased))))))))) (, ,)))))))))))"
[6],"(ROOT (PRN (CC but) (NP (NP (JJ deep)) (SBAR (S (ADVP (RB down)) (NP (PRP they)) (VP (VBP are) (VP (XX a-) (, ,) (PP (IN against) (NP (NP (DT this) (NN person)) (PP (CC or) (NP (WDT whatever))))) (, ,))))))))"
[7],"(ROOT (S (ADVP (RB so)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB think) (NP (PRP it)) (PP (BES 's) (NP (PDT such) (DT a) (JJ bad) (NN idea))) (S (VP (TO to) (VP (VB think) (PP (IN about))))))) (. .)))"
[4],(ROOT (INTJ (UH Yeah) (. .)))
[9],"(ROOT (FRAG (PP (UH Right)) (, ,)))"
[10],"(ROOT (FRAG (SBAR (IN that) (S (NP (PRP it) (PRN (, ,) (SBAR (IN that) (FRAG (NP (PRP it)))) (, ,)))))))"
[11],"(ROOT (S (NP (PRP I)) (VP (, ,))))"
[8],"(ROOT (INTJ (RB So) (, ,)))"
[13],(ROOT (INTJ (UH Exactly) (. .)))
"[12, 14]","(ROOT (S (S (NP (DT a) (NN judge)) (VP (MD would) (VP (VP (VB be) (ADJP (RBR more) (JJ consistent) (PP (IN from) (NP (NP (CD one) (NN case)) (PP (IN to) (NP (DT the) (JJ next))))))) (CC and) (VP (ADVP (RB not) (RB not)) (VB de) (, ,) (ADVP (CC and))))) (, ,)) (CC and) (, ,) (S (INTJ (UH uh)) (, ,) (VP (RB not) (VP (VP (VB depend) (ADJP (RB so) (JJ much)) (ADVP (IN on) (DT the)) (, ,) (PP (IN on) (NP (NP (DT the) (NNS emotions)) (PP (IN of) (NP (DT a) (JJ particular) (NN case)))))) (, ,) (CC but) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB put) (NP (PRP it)) (PP (IN in) (NP (JJ overall) (NN perspective))))))))))) (. .)))"
[15],(ROOT (INTJ (UH Uh-huh) (. .)))
"[16, 18]","(ROOT (SINV (VP (PP (NP (UH Well)) (NP (NP (PRP I)) (, ,) (NP (NP (PRP I)) (ADVP (RB certainly))))) (VBP have) (ADVP (RB n't)) (VP (VBN thought))) (NP (RB much)) (PP (IN about) (NP (DT this)))))"
[17],(ROOT (INTJ (UH Yeah) (. .)))
[19],"(ROOT (FRAG (CC but) (NP (, ,))))"
[20],X
[21],X
[23],"(ROOT (INTJ (UH Yes) (, ,)))"
[24],"(ROOT (INTJ (UH yes) (, ,)))"
[25],"(ROOT (S (NP (NP (DT some)) (PP (IN of) (NP (PRP them)))) (, ,) (NP (NP (DT some)) (PP (IN of) (NP (PRP them)))) (VP (VBP do))))"
[26],"(ROOT (S (CC and) (ADVP (DT some) (PP (IN of) (NP (PRP them)))) (VP (VBP do) (RB n't)) (, ,)))"
[27],"(ROOT (VP (CC but) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT this)) (SBAR (WHNP (WHNP (CD one)) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))"
[28],(ROOT (S (NP (PRP I)) (VP (VBD was) (VP (VBG trying) (S (VP (TO to) (VP (VB remember) (ADVP (RB back))))))) (. .)))
[22],"(ROOT (S (S (VP (VBZ Catches) (NP (PRP you)) (PP (IN off) (NP (NN guard))))) (, ,) (VP (VBZ does) (PP (RB n't) (FRAG (NP (PRP it)) (. ?)))) (. .)))"
"[29, 31]","(ROOT (S (NP (PRP It)) (VP (VBZ seems) (PP (IN to) (NP (PRP me))) (SBAR (IN that) (S (, ,) (SBAR (IN that) (, ,) (S (NP (PRP you)) (VP (VBP know) (PRN (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD studied) (NP (NNS civics)) (PP (IN in) (NP (NN school) (CC or) (NN stuff)))))) (, ,)) (SBAR (IN that) (S (NP (DT this)) (, ,) (NP (NP (DT the) (NNS juries)) (VP (VBG being) (VP (JJ involved) (PP (IN in) (NP (DT the) (NN sentencing)))))) (VP (VBD was) (RB n't))))))) (, ,) (VP (VBD was) (RB n't) (ADJP (RB so) (JJ much)))))) (. .)))"
[30],(ROOT (INTJ (UH Uh-huh) (. .)))
"[33, 35]",(ROOT (S (NP (PRP I)) (VP (VBD did) (RB n't) (VP (VB think) (SBAR (S (NP (PRP they)) (VP (VBD were) (ADVP (RB either))))))) (. .)))
"[32, 34]","(ROOT (S (CC And) (NP (PRP I)) (VP (VBP 'm) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG trying) (S (VP (TO to) (VP (VB figure) (PRT (RP out)) (SBAR (IN whether) (S (NP (DT that)) (VP (BES 's)))))))))) (, ,)) (SBAR (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG remembering) (ADVP (RB wrong)))))) (CC or) (SBAR (IN whether) (S (NP (DT that)) (VP (BES 's) (NP (DT a) (ADVP (IN by)) (NN state))))))) (. .)))"
[36],(ROOT (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (DT the) (NN sentencing)) (VP (VBD was) (VP (VBN done) (PP (IN by) (NP (DT the) (NN judge)))))))) (. .)))
[37],(ROOT (INTJ (UH Yeah) (. .)))
[39],(ROOT (INTJ (UH Yeah) (. .)))
[40],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (, ,) (ADVP (PRP I)) (VP (VBP guess)) (, ,)))"
[38],"(ROOT (S (S (NP (PRP I)) (VP (VBP mean))) (, ,) (NP (PRP it)) (VP (BES 's) (DT either) (ADJP (ADJP (JJ guilty)) (CC or) (ADJP (RB not) (JJ guilty)))) (. .)))"
[42],(ROOT (NP (NNS Changes) (. .)))
"[41, 43, 45]","(ROOT (S (CC and) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (SBAR (IN whether) (S (NP (PRP it)) (VP (BES 's) (PP (IN by) (NP (NN state)))))) (CC or) (SBAR (IN whether) (S (NP (EX there)) (VP (HVS 's) (VP (VBN been) (NP (NP (DT some) (JJ supreme) (, ,) (JJ supreme) (NN court) (NN decision) (RB perhaps)) (SBAR (WHNP (WDT that)) (S (VP (VBD said) (ADVP (IN that))))))) (, ,) (INTJ (UH uh)) (, ,) (SBAR (IN that) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (IN as) (NP (NP (NN part)) (PP (IN of) (NP (NP (DT the) (NN trial)) (PP (IN by) (NP (DT the) (NNS peers)))))))))))))) (SBAR (SBAR (WHNP (WDT that)) (S (VP (VBD had) (S (VP (TO to) (VP (VB include) (NP (NP (DT the) (NN sentencing)) (CC or) (RB too)))))))) (, ,) (CC or) (FRAG (WHNP (WDT whatever)))))) (. .)))"
[46],"(ROOT (S (NP (PRP I)) (VP (, ,))))"
[47],"(ROOT (FRAG (PP (UH yeah)) (, ,)))"
[48],"(ROOT (S (CC but) (, ,) (NP (PRP I)) (, ,) (INTJ (UH yeah)) (, ,) (NP (PRP I)) (ADVP (RB certainly)) (VP (MD would) (RB n't) (VP (VB be) (ADJP (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)) (JJ worried)) (PP (IN about) (NP (DT that))))) (. .)))"
[44],(ROOT (INTJ (UH Uh-huh) (. .)))
