[0],(ROOT (INTJ (UH Okay) (. .)))
[1],"(ROOT (NP (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP think) (ADVP (IN that)) (PP (IN in) (NP (DT this) (NN day))))) (CC and) (S (NP (NN age) (NN everyone)) (VP (VBZ needs) (S (VP (TO to) (VP (VB have) (NP (NP (DT some) (NN sort)) (PP (IN of) (NP (NN exposure)))) (PP (IN to) (NP (NN community) (NN service)))))))))))"
[2],"(ROOT (S (PP (IN because) (NP (PRP it))) (, ,) (NP (PRP it)) (VP (VBZ seems) (PP (IN like)))))"
[3],"(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBP 'm) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG thinking) (PP (IN of) (NP (NP (DT the) (NN com-)) (, ,) (PP (IN of) (NP (NP (NN community)) (PP (IN of) (NP (NP (NNS people)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (PP (IN in) (NP (NN jail))) (ADVP (RB now)))))))))))))) (, ,))))))"
[4],"(ROOT (S (NP (PRP I)) (VP (VBP think) (ADVP (IN that) (RB maybe)) (ADVP (IN if)) (, ,) (SBAR (IN if) (, ,) (S (SBAR (IN if) (S (NP (NP (DT some)) (PP (IN of) (NP (DT those) (NNS people)))) (VP (VBD had) (VP (VBN gotten) (S (VP (VBN exposed) (PP (IN to) (NP (NP (DT the) (NN community)) (, ,) (VP (VBN gotten) (S (VP (VBN exposed) (PP (IN to) (S (VP (VBG working) (PP (IN with) (NP (NP (JJ other) (NNS people)) (SBAR (IN that) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS things))) (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (VP (VBD did)))))))))))))))))))))) (NP (PRP they)) (VP (MD would) (RB not) (VP (VB have) (VP (VBN done)))))))))"
[5],"(ROOT (PP (IN because) (NP (NP (PRP they)) (PRN (, ,) (S (NP (PRP they)) (VP (VBP understand) (NP (NNS people)) (ADVP (RBR more)))) (, ,)))))"
[6],"(ROOT (S (NP (PRP they)) (VP (VBP understand) (S (VP (VBG helping) (S (NP (NNS people)) (ADJP (JJR more)))))) (, ,)))"
[8],(ROOT (S (NP (DT That)) (VP (BES 's) (ADJP (JJ true))) (. .)))
[7],(ROOT (S (NP (PRP they)) (VP (VBP understand) (NP (NP (DT the) (NN plight)) (PP (IN of) (NP (NNS people))))) (. .)))
[9],(ROOT (INTJ (UH Uh-huh) (. .)))
