[0],(ROOT (INTJ (UH Okay) (. .)))
[2],"(ROOT (INTJ (INTJ (RB Unfortunately)) (, ,) (INTJ (UH yes) (. .))))"
[3],"(ROOT (S (FRAG (INTJ (UH Uh)) (, ,) (PP (IN in) (NP (NN fact)))) (, ,) (NP (RB tonight)) (ADVP (PRP I)) (VP (VBD had) (NP (NP (DT the) (NN dinner)) (PP (IN with) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (PRP$ my) (CD three) (NNS brothers)) (CC and) (NP (PRP$ our) (NNS wives))))))))"
[4],"(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBD were) (S (VP (VBG talking) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))"
[5],(ROOT (S (NP (PRP we)) (VP (VBD had) (NP (NP (DT a) (NN review)) (PP (IN with) (NP (DT the) (NN nursing) (NN home) (NN staff))))) (. .)))
[1],"(ROOT (SQ (VBP Have) (NP (PRP you)) (VP (VBN faced) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (NP (NP (JJ elderly) (NN care)) (VP (ADVP (ADVP (RB yet)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (NN nursing) (NN home) (NN care)) (PP (IN for) (NP (DT any))))) (IN of) (NP (PRP$ your) (NNS parents)))))) (. ?)))"
[6],(ROOT (S (NP (PRP$ My) (NN mother)) (VP (BES 's) (PP (IN in) (NP (DT a) (NN nursing) (NN home)))) (. .)))
[8],"(ROOT (S (CC And) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBD had) (NP (DT a) (NN review))) (NN today)))"
[7],(ROOT (INTJ (UH Uh-huh) (. .)))
"[9, 11]","(ROOT (FRAG (CC and) (NP (NP (DT a) (JJ few) (NNS things)) (SBAR (S (NP (PRP we)) (VP (VBD had) (S (VP (TO to) (VP (VB do) (SBAR (WHNP (WDT that)) (, ,) (S (VP (VBP are) (NP (NP (NN part)) (PP (IN of) (NP (PRP it))) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB like) (, ,) (INTJ (UH like) (, ,) (UH uh)) (, ,) (S (VP (VBG making) (NP (NP (NP (NNS decisions)) (PP (IN on) (NP (NN living) (NNS wills)))) (CC and) (NP (NP (JJ extended) (NN care)) (, ,) (NP (NP (DT that) (NN type)) (PP (IN of) (NP (NN thing)))))))))))))) (, ,))))))))))))"
[12],"(ROOT (FRAG (S (ADJP (ADJP (RB so)) (PRN (, ,) (INTJ (UH yes)) (, ,))))))"
[13],(ROOT (S (NP (PRP I)) (VP (VBP 'm) (ADJP (RB very) (JJ familiar) (PP (IN with) (NP (PRP it)))))))
[14],"(ROOT (PRN (CC and) (S (S (NP (PRP it)) (VP (BES 's) (RB not) (NP (NP (NN something)) (SBAR (WHNP (DT that)) (S (VP (VBZ is))))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know))) (, ,))))"
[15],(ROOT (S (NP (PRP I)) (ADVP (RB never)) (VP (VBD thought) (SBAR (S (NP (PRP I)) (VP (MD 'd) (VP (VB have) (S (VP (TO to) (VP (VB go) (PP (IN through) (NP (NP (DT this) (NN kind)) (PP (IN of) (NP (NN experience))))))))))))) (. .)))
[10],(ROOT (INTJ (UH Yes) (. .)))
[17],"(ROOT (S (NP (PRP I)) (VP (VP (VBP think) (ADVP (RBR sooner))) (CC or) (VP (ADVP (ADVP (RBR later)) (PRN (, ,) (INTJ (UH uh)) (, ,)))))))"
[18],"(ROOT (S (NP (DT both) (NP (PRP$ my) (NN mother)) (CC and) (NP (NP (NP (PRP$ my) (NN husband) (POS 's)) (NN mother)) (, ,) (NP (PRP we)))) (VP (VBD had) (S (VP (TO to) (VP (VB end) (PRT (RP up)) (S (VP (VBG putting) (PP (IN in) (NP (NN nursing) (NNS homes)))))))))))"
[16],(ROOT (S (CC But) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP we)) (ADVP (DT all)) (VP (VBP do))))) (. .)))
[19],"(ROOT (S (CC and) (NP (PRP they)) (VP (VBD were) (PP (IN to) (NP (DT the) (NN point))) (SBAR (SBAR (WHNP (WDT that)) (S (NP (PRP they)) (ADVP (RB only)) (VP (VBD lived) (, ,) (NP (NP (DT both)) (PP (IN of) (NP (PRP them))))))) (, ,) (SBAR (NP (RB about) (CD six) (NNS weeks)) (RB once) (S (NP (PRP they)) (VP (VBD got) (ADVP (RB in))))))) (. .)))"
[21],"(ROOT (FRAG (CC And) (, ,) (NP (UH uh-huh)) (. .)))"
[20],"(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (. ?))))"
"[22, 24]","(ROOT (S (CC And) (NP (PRP it)) (BES 's) (ADVP (RB absolutely)) (, ,) (NP (PRP I)) (VP (VBP believe) (SBAR (S (NP (DT that)) (VP (VBD was) (NP (NP (CD one)) (PP (IN of) (FRAG (NP (NP (DT the) (JJS hardest) (NNS things)) (SBAR (S (NP (PRP I)) (ADVP (RB ever)) (VP (VBD did)))) (. .)))))) (PP (IN In) (NP (PRP$ my) (NN life)))))) (. .)))"
[23],(ROOT (INTJ (UH Uh-huh) (. .)))
[25],"(ROOT (S (NP (PRP I)) (, ,) (NP (DT that)) (, ,) (NP (PRP it)) (ADVP (RB just)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP it)) (VP (BES 's) (ADJP (RB absolutely) (JJ devastating))) (. .)))"
[26],(ROOT (INTJ (UH Right) (. .)))
[27],(ROOT (SBARQ (WHNP (WP What)) (SQ (VBP have) (NP (PRP you)) (VP (VBN found) (PP (IN in) (S (VP (VBG dealing) (PP (IN with) (NP (DT the) (NN nursing) (NNS homes)))))))) (. ?)))
