[0],(ROOT (INTJ (UH Okay) (. .)))
[1],"(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (ADVP (RB currently)) (VBD quit) (NP (PRP$ my) (NN job)))))"
[2],(ROOT (S (CC and) (RB so) (NP (PRP I)) (ADVP (RB really)) (VP (VBP do) (RB n't) (VP (VB receive) (NP (DT any) (NNS benefits)) (ADVP (RB right) (RB now)))) (. .)))
[4],(ROOT (S (CC But) (NP (PRP$ my) (NN husband)) (VP (VBZ does))))
[5],"(ROOT (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP think) (S (NP (NP (CD one)) (PP (IN of) (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (NP (PRP$ my)))) (, ,)))"
[6],"(ROOT (NP (NP (JJ first)) (PP (IN of) (NP (NP (DT all)) (, ,) (RRC (ADVP (RB always)) (NP (NP (NN salary)) (CC and) (NP (JJ se)))) (, ,)))))"
[7],"(ROOT (S (NP (DT the) (JJ second) (NN thing)) (VP (VBZ is) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (SBAR (IN because) (S (NP (PRP we)) (VP (VBP have) (NP (NNS children))))))) (, ,)))"
[8],"(ROOT (ADJP (RB so) (SBAR (S (NP (PRP it)) (VP (MD would) (VP (VB be) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NN health) (NNS benefits)) (CC and) (NP (JJ medical) (NNS benefits)))))))))"
[3],(ROOT (INTJ (UH Right) (. .)))
[10],"(ROOT (INTJ (UH Yeah) (, ,)))"
[11],(ROOT (INTJ (UH yeah) (. .)))
"[9, 13]","(ROOT (S (CC and) (ADVP (CC and)) (, ,) (INTJ (UH uh)) (, ,) (PP (RB right) (NP (RB now))) (NP (PRP we)) (VP (VBP have) (NP (NP (RB probably) (DT some) (JJ excellent) (NNS benefits)) (ADVP (RB right) (RB now)))) (. .)))"
[14],(ROOT (S (NP (PRP We)) (VP (VBP have) (VP (PP (IN with) (NP (NNP Aetna)))))))
[15],"(ROOT (SINV (S (CC and) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (PP (IN if) (NP (PRP you)))))) (VP (VBP 're) (ADJP (JJ familiar) (PP (IN with)))) (NP (PRP them))))"
[12],(ROOT (INTJ (UH Definitely) (. .)))
[17],(ROOT (INTJ (UH Yeah) (. .)))
[18],"(ROOT (INTJ (UH Yeah) (, ,)))"
[19],"(ROOT (S (S (NP (PRP I)) (VP (VBP 've) (VP (VBN had) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NP (JJ different) (NNS jobs)) (PP (IN with) (NP (DT a) (JJ various) (NNS types))))))))) (, ,) (FRAG (INTJ (UH uh)) (, ,) (PP (IN in) (NP (DT the) (NN computer) (NN field)))) (. .)))"
[20],(ROOT (S (CC And) (ADVP (RB so)) (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NP (NNS types)) (PP (IN of) (NP (NNS benefits)))))))) (. .)))
[21],"(ROOT (NP (S (S (INTJ (UH Uh)) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN worked) (PP (IN for))))) (, ,) (IN for) (S (NP (XX MUMBLEx)) (PP (IN for) (ADVP (RB awhile)))))))"
[22],"(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP are))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (DT a) (ADJP (RB really) (JJ academic)) (NN type)) (PP (IN of) (NP (NN place))))) (. .)))"
[23],"(ROOT (S (FRAG (S (CC And) (ADVP (RB then)) (NP (PRP I)) (VP (VBP 've) (VP (VBN worked) (PP (IN with) (NP (JJ regular))))))) (, ,) (S (NP (PRP you)) (VP (VBP know) (, ,) (S (NP (NN industry)) (NP (NN type) (NNS places)))) (. .)) (FRAG (CC And) (PP (ADVP (RB then)) (IN with) (NP (NP (NNS others)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (ADVP (RB kind) (RB of)) (NP (NP (JJ half) (NN way) (IN between)) (CC and) (NP (NN stuff))))))))) (. .)))"
[24],"(ROOT (S (SBAR (ADVP (RB So)) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN seen) (NP (NP (DT a) (JJ wide) (NN range)) (PP (IN of) (NP (DT both))) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (JJ nonsalary) (NN type) (NNS benefits)) (CC and) (NP (JJ other) (NN stuff)))))))) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (PP (IN like) (NP (NP (NN health) (NN care)) (SBAR (WHNP (WDT that)) (S (VP (BES 's) (ADVP (CC either) (RB fully) (CC or) (RB partially)) (ADJP (JJ paid))))))))))"
[25],"(ROOT (S (ADVP (CC and)) (, ,) (NP (PRP you)) (VP (VBP know) (, ,) (SBAR (S (NP (DT some)) (VP (VBP have) (VP (PP (IN like) (NP (NNS bonuses))))))))))"
[26],(ROOT (FRAG (CC and) (NP (NP (NNS others)) (SBAR (S (VP (VBP have) (VP (VBN had) (NP (NP (NP (NNS lots)) (PP (IN of) (NP (NN vacation) (NN time)))) (CONJP (CC but) (RB not)) (NP (NP (JJ much) (JJ other) (NNS types)) (PP (IN of) (NP (NNS benefits))))))))))))
[16],(ROOT (S (CC but) (NP (PRP we)) (VP (VBP 're) (ADJP (RB real) (JJ happy) (PP (IN with) (NP (PRP them))))) (. .)))
"[27, 29]","(ROOT (PRN (CC and) (S (NP (ADJP (ADJP (RB so)) (PRN (, ,) (INTJ (UH yeah)) (, ,))) (NP (PRP I))) (VP (MD would)))))"
[30],"(ROOT (S (NP (PRP I)) (VP (MD 'd) (VP (VB say) (SBAR (S (NP (NN health) (NN care)) (VP (VBZ is) (ADVP (RB way) (IN up)) (ADVP (RB there)) (, ,) (NP (NP (RB especially) (NN anybody)) (PP (IN with) (NP (NNS kids))))))))) (. .)))"
[28],(ROOT (INTJ (UH Uh-huh) (. .)))
"[31, 33]","(ROOT (UCP (FRAG (INTJ (UH Uh))) (CC and) (SBAR (WHNP (DT that)) (S (VP (BES 's) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (JJ big) (NNS things)) (S (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (ADVP (RB always)) (VP (VBP look) (PP (IN at))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .))))) (SBAR (WHADVP (WRB When)) (S (S (NP (PRP we)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBP think) (PP (IN about) (NP (XX t-)))))) (, ,) (NP (VBG changing) (NNS jobs)) (VP (VBZ is))) (, ,) (S (NP (PRP you)) (VP (VBP know) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (SBAR (WHNP (WHNP (WDT what) (NN kind)) (PP (IN of) (NP (NN health) (NN care)))) (S (NP (PRP they)) (VP (VBP have)))))))))))))"
[34],"(ROOT (FRAG (CC and) (S (VP (VP (VBZ does) (S (NP (DT the) (NN company)) (VP (VB pay) (PP (IN for) (NP (PRP it))) (. .)))) (PRN (S (NP (PRP You)) (VP (VBP know))) (, ,)) (ADVP (RB all) (CC or) (RB partially))))))"
[32],(ROOT (INTJ (UH Yeah) (. .)))
[35],(ROOT (SBARQ (CC or) (WHADVP (WRB how)) (SQ (VBZ does) (NP (DT that)) (VP (VB work))) (. .)))
[36],(ROOT (INTJ (UH Uh-huh) (. .)))
[38],(ROOT (INTJ (UH Yeah) (. .)))
[39],(ROOT (INTJ (UH Yeah) (. .)))
[41],X
