[0],"(ROOT (S (S (INTJ (UH Well)) (, ,) (NP (PRP we)) (VP (VBP have) (RB n't) (ADVP (RB really)) (VP (VBN heard) (ADVP (ADVP (RB that) (RB much)) (PP (IN in) (NP (DT the) (NN news)) (ADVP (RB lately)))) (, ,) (PP (IN about) (PRN (, ,) (INTJ (UH uh)) (, ,)) (NP (NP (NNP U) (NNP S) (NN involvement)) (PP (IN in) (NP (NNP Latin) (NNP America)))))))) (, ,) (SBAR (IN since) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PDT all) (DT this) (ADJP (NNP Middle) (NNP East)) (NN crisis)) (VP (VBD began)))) (. .)))"
[1],"(ROOT (ADJP (RB So) (SBAR (S (NP (PRP I)) (VP (VBP have) (RB n't) (ADVP (RB really)) (VP (VBN paid) (NP (ADJP (RB that) (JJ much)) (NN attention)) (PP (IN like)) (, ,) (ADVP (IN since) (RB back)) (PP (IN in) (NP (NP (NNP August)) (SBAR (WHADVP (WRB when)) (S (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (NN news)) (CC and) (NP (NP (DT all)) (PP (IN of) (NP (DT the) (NNS media))))))) (VP (VBD began) (S (VP (TO to) (VP (VB focus) (PRT (RP in)) (PP (IN on)))))))) (PRN (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NNP Iraq))) (, ,))))))))))"
[2],"(ROOT (S (ADVP (CC and)) (, ,) (NP (NP (DT the)) (, ,) (RB so) (NP (NP (DT the) (JJ last) (NN thing)) (SBAR (WHNP (WDT that)) (S (NP (PRP I)) (VP (VBP remember) (S (VP (VBG hearing) (ADVP (RB that) (RB much)) (PP (IN about))))))))) (VP (VBZ is) (NP (NP (DT the) (NNP Iran) (NNP Contra) (NN scandal)) (SBAR (WHNP (WDT that)) (S (VP (VBD happened) (PP (IN in) (NP (DT the) (NNP Reagan) (NN presidency)))))))) (. .)))"
[4],"(ROOT (INTJ (UH No) (, ,)))"
[5],(ROOT (S (NP (PRP I)) (VP (MD would) (VP (VB agree) (PP (IN with) (NP (PRP you))))) (. .)))
[6],"(ROOT (S (NP (PRP We)) (VP (VBP have) (RB n't) (VP (VBN had) (NP (RB too) (JJ much)))) (, ,)))"
[3],(ROOT (SQ (MD Can) (NP (PRP you)) (VP (VB think) (PP (IN of) (NP (NP (NN anything) (RB else)) (SBAR (WHNP (WDT that)) (S (VP (HVS 's) (VP (VBN happened) (ADVP (RB recently))))))))) (. ?)))
[7],"(ROOT (S (CC but) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (ADVP (RB historically)) (, ,) (NP (PRP we)) (VP (VP (VBP 've) (ADVP (ADVP (RB always)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (VP (ADVP (RB almost)) (VBN been) (PP (IN like) (NP (DT a) (JJ big) (NN brother))) (PP (IN to)) (, ,) (PP (PP (IN in)) (, ,) (CC and) (PP (IN to) (NP (DT the) (JJ Latin) (JJ American) (NN area))) (, ,)))) (CC and) (, ,) (NP (UH uh))))) (, ,) (ADVP (RB almost)) (VP (VBD used) (NP (PRP them))) (, ,)))"
[8],X
[9],"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP feel)) (. .)))"
[11],"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP think) (SBAR (S (NP (NN something)) (VP (VP (MD will) (VP (VB have) (S (VP (TO to) (VP (VB be) (VP (VBN done) (PRT (IN down)) (ADVP (RB there) (RB very) (RB soon)) (PP (IN about) (PRN (, ,) (INTJ (UH uh)) (, ,))) (PP (IN about) (NP (NNP Mexico))))))))) (CC and) (, ,) (S (NP (CC and)) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (NP (DT some)) (IN of) (NP (DT the) (JJ other) (NNS areas))))))))) (, ,)))"
[12],"(ROOT (S (CC but) (, ,) (ADVP (CC but)) (, ,) (PP (IN with) (NP (DT the) (NNP Persian) (NNP Gulf))) (, ,) (SBAR (IN as) (S (NP (PRP you)) (VP (VBD said)))) (, ,) (NP (PRP it)) (VP (HVS 's) (ADVP (ADVP (RB just)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (VP (VBN been) (ADJP (RB very) (JJ quiet)))) (. .)))"
[13],"(ROOT (NP (S (NP (PRP I)) (, ,) (NP (PRP I)) (VP (VBP keep) (NP (NP (ADJP (RB pretty) (JJ close)) (NNS tabs)) (PP (IN on) (NP (DT the) (NN paper))))))))"
[14],"(ROOT (PRN (CC and) (S (NP (PRP you)) (VP (VBP do) (RB n't) (ADVP (RB hardly)) (VP (VB see) (NP (DT a)))) (, ,))))"
[10],(ROOT (INTJ (UH Uh-huh) (. .)))
