swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KS/KSN.xml,KSNRE001,134601,0,,A,1,1,"Oh yeah, I get, you got a six hundred innit.","oh/ITJ yeah/ITJ ,/PUN i/PNP get/VVB ,/PUN you/PNP get/VVD-VVN a/AT0 six/CRD hundred/CRD in/VBZ n/XX0 it/PNP ./PUN",
K/KS/KSN.xml,KSNRE001,134601,1,,A,1,2,(()) ,,
K/KS/KSN.xml,KSNRE001,134601,2,,A,1,3,You got a six hundred?,you/PNP get/VVD a/AT0 six/CRD hundred/CRD ?/PUN,
K/KS/KSN.xml,KSNRE001,134601,3,,A,1,4,(()) ,,
K/KS/KSN.xml,KSNRE001,134601,4,,A,1,5,"Turn it down, yeah.","turn/VVB it/PNP down/AVP ,/PUN yeah/ITJ ./PUN",
K/KS/KSN.xml,KSNRE001,134601,5,,A,1,6,Have you got a six hundred?,have/VHB you/PNP get/VVN a/AT0 six/CRD hundred/CRD ?/PUN,
K/KS/KSN.xml,KSNRE001,134601,6,,A,1,7,No.,no/ITJ ./PUN,
K/KS/KSN.xml,KSNRE001,134601,7,,A,1,8,"Me, no.","i/PNP ,/PUN no/ITJ ./PUN",
K/KS/KSN.xml,KSNRE001,134601,8,,A,1,9,Alright (()),alright/AV0,
K/KS/KSN.xml,KSNRE001,134601,9,,A,1,10,That'll be good actually  teenage conversation  chatting up a girl.,that/DT0 will/VM0 be/VBI good/AJ0 actually/AV0 teenage/AJ0 conversation/NN1 chat/VVG up/AVP-PRP a/AT0 girl/NN1 ./PUN,
K/KS/KSN.xml,KSNRE001,134601,10,,A,1,11,"Yeah, we're gonna put you on a T V series (())","yeah/ITJ ,/PUN we/PNP be/VBB gon/VVG na/TO0 put/VVI you/PNP on/PRP-AVP a/AT0 t/ZZ0 v/ZZ0 series/NN0",
K/KS/KSN.xml,KSNRE001,134601,11,,A,1,12,Mm.,mm/ITJ ./PUN,
K/KS/KSN.xml,KSNRE001,134601,12,,A,1,13,Mm.,mm/ITJ ./PUN,
K/KS/KSN.xml,KSNRE001,134601,13,,A,1,14,We are.,we/PNP be/VBB ./PUN,
K/KS/KSN.xml,KSNRE001,134601,14,,A,1,15,(()) ,,
K/KS/KSN.xml,KSNRE001,134601,15,,A,1,16,(()) ,,
K/KS/KSN.xml,KSNRE001,134601,16,,A,1,17,"Oh,<laugh>","oh/ITJ ,/PUN",
K/KS/KSN.xml,KSNRE001,134601,17,,A,1,18,(()) ,,
K/KS/KSN.xml,KSNRE001,134601,18,,A,1,19,Why  (()),why/AVQ,
