swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KE/KE3.xml,KE3RE02B,010611,0,,A,1,1,Do you want a cup of tea?,do/VDB you/PNP want/VVI a/AT0 cup/NN1 of/PRF tea/NN1 ?/PUN ,
K/KE/KE3.xml,KE3RE02B,010611,1,,B,2,1,Yeah that'll be good.,yeah/ITJ that/DT0 will/VM0 be/VBI good/AJ0 ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,2,,A,3,1,And a bowl.,and/CJC a/AT0 bowl/NN1 ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,3,,B,4,1,"Mm, mm.","mm/ITJ ,/PUN mm/ITJ ./PUN ",
K/KE/KE3.xml,KE3RE02B,010611,4,,A,5,1,And (()) .,and/CJC ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,5,,B,6,1,Keep that  (()) or.,keep/VVB that/DT0 or/CJC ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,6,,A,7,1,I wouldn't (()) .,i/PNP would/VM0 not/XX0 ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,7,,B,8,1,What you gonna do with these?,what/DTQ you/PNP gon/VVG na/TO0 do/VDI with/PRP these/DT0 ?/PUN ,
K/KE/KE3.xml,KE3RE02B,010611,8,,A,9,1,Keep them.,keep/VVB they/PNP ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,9,,B,10,1,Okay.,okay/AV0 ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,10,,A,11,1,"Well,(()) .","well/AV0 ,/PUN ./PUN ",
K/KE/KE3.xml,KE3RE02B,010611,11,,B,12,1,How did those get started?.,how/AVQ do/VDD those/DT0 get/VVI start/VVN ?/PUN ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,12,,A,13,1,"Oh, that was, we opened those  (()) last night.","oh/ITJ ,/PUN that/DT0 be/VBD ,/PUN we/PNP open/VVD those/DT0 last/ORD night/NN1 ./PUN ",
K/KE/KE3.xml,KE3RE02B,010611,13,,B,14,1,We did.,we/PNP do/VDD ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,14,,A,15,1,Oh those are a bit hard.,oh/ITJ those/DT0 be/VBB [a/AT0 bit/NN1]/AV0 hard/AJ0 ./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,15,,B,16,1,"Yeah, okay.","yeah/ITJ ,/PUN okay/AV0 ./PUN ",
K/KE/KE3.xml,KE3RE02B,010611,16,,A,17,1,(()) .,./PUN ,
K/KE/KE3.xml,KE3RE02B,010611,17,,B,18,1,What do you want in your roll then?,what/DTQ do/VDB you/PNP want/VVI in/PRP you/DPS roll/NN1 then/AV0 ?/PUN ,
K/KE/KE3.xml,KE3RE02B,010611,18,,A,19,1,You've got a big choice haven't you?,you/PNP have/VHB get/VVN a/AT0 big/AJ0 choice/NN1 have/VHB not/XX0 you/PNP ?/PUN ,
K/KE/KE3.xml,KE3RE02B,010611,19,,B,20,1,Cheese or cheese.,cheese/NN1 or/CJC cheese/NN1 ./PUN ,
