swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KB/KBK.xml,KBKRE05M,002805,0,,A,1,1,That was probably ,that/DT0 be/VBD probably/AV0 ,
K/KB/KBK.xml,KBKRE05M,002805,1,,B,2,1,"I rather overdid the angle too didn't I, the cut?","i/PNP rather/AV0 overdo/VVD the/AT0 angle/NN1 too/AV0 do/VDD not/XX0 i/PNP ,/PUN the/AT0 cut/NN1 ?/PUN ",
K/KB/KBK.xml,KBKRE05M,002805,2,,A,3,1,"Yeah, I think it's about, isn't it surely?","yeah/ITJ ,/PUN i/PNP think/VVB it/PNP be/VBZ about/PRP-AVP ,/PUN be/VBZ not/XX0 it/PNP surely/AV0 ?/PUN ",
K/KB/KBK.xml,KBKRE05M,002805,3,,A,3,2,That's a- I'm very lucky I don't really have problems with the angles,that/DT0 be/VBZ a/UNC i/PNP be/VBB very/AV0 lucky/AJ0 i/PNP do/VDB not/XX0 really/AV0 have/VHI problem/NN2 with/PRP the/AT0 angle/NN2 ,
K/KB/KBK.xml,KBKRE05M,002805,4,,B,4,1,Good.,good/AJ0 ./PUN ,
K/KB/KBK.xml,KBKRE05M,002805,5,,A,5,1,--,,
K/KB/KBK.xml,KBKRE05M,002805,6,,A,5,2,--at all but it's just (()) .,[at/PRP all/DT0]/AV0 but/CJC it/PNP be/VBZ just/AV0 ./PUN ,
K/KB/KBK.xml,KBKRE05M,002805,7,,A,5,3,Yes it's much better.,yes/ITJ it/PNP be/VBZ much/AV0 good/AJC ./PUN ,
K/KB/KBK.xml,KBKRE05M,002805,8,,B,6,1,Right.,right/AV0 ./PUN ,
K/KB/KBK.xml,KBKRE05M,002805,9,,A,7,1,Try a try a shot with a  (()) which would be a roll won't it?,try/VVB a/AT0 try/VVB a/AT0 shot/NN1 with/PRP a/AT0 which/DTQ would/VM0 be/VBI a/AT0 roll/NN1 will/VM0 not/XX0 it/PNP ?/PUN ,
