swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KC/KCV.xml,KCVRE009,003202,0,,A,1,1,It's such an effort and yet I enjoy it so much.,it/PNP be/VBZ such/DT0 an/AT0 effort/NN1 and/CJC yet/AV0 i/PNP enjoy/VVB it/PNP so/AV0 much/DT0 ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,1,,A,1,2,But ,but/CJC ,
K/KC/KCV.xml,KCVRE009,003202,2,,B,2,1,Well ,well/AV0 ,
K/KC/KCV.xml,KCVRE009,003202,3,,A,3,1,really  (()) you know when you like it so much (()) .,really/AV0 you/PNP know/VVB when/AVQ you/PNP like/VVB it/PNP so/AV0 much/DT0 ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,4,,B,4,1,"Oh yes, make some bread with the soup I've got to go out.","oh/ITJ yes/ITJ ,/PUN make/VVB some/DT0 bread/NN1 with/PRP the/AT0 soup/NN1 i/PNP have/VHB get/VVN to/TO0 go/VVI out/AVP ./PUN ",
K/KC/KCV.xml,KCVRE009,003202,5,,A,5,1,(()) --,,
K/KC/KCV.xml,KCVRE009,003202,6,,A,5,2,"--(()) you know what they do if, if they have to go away.","you/PNP know/VVB what/DTQ they/PNP do/VDB if/CJS ,/PUN if/CJS they/PNP have/VHB to/TO0 go/VVI away/AV0 ./PUN ",
K/KC/KCV.xml,KCVRE009,003202,7,,A,5,3,They don't (()) ,they/PNP do/VDB not/XX0 ,
K/KC/KCV.xml,KCVRE009,003202,8,,B,6,1,Really?,really/AV0 ?/PUN ,
K/KC/KCV.xml,KCVRE009,003202,9,,A,7,1,And  (()) again.(()) --,and/CJC again/AV0 ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,10,,A,7,2,--(()) ,,
K/KC/KCV.xml,KCVRE009,003202,11,,B,8,1,What did you say?,what/DTQ do/VDD you/PNP say/VVI ?/PUN ,
K/KC/KCV.xml,KCVRE009,003202,12,,A,9,1,They sometimes (()) ,they/PNP sometimes/AV0 ,
K/KC/KCV.xml,KCVRE009,003202,13,,B,10,1,What?,what/DTQ ?/PUN ,
K/KC/KCV.xml,KCVRE009,003202,14,,A,11,1,(()) ,,
K/KC/KCV.xml,KCVRE009,003202,15,,B,12,1,(()) Harrow or Ealing or somewhere like this.,harrow/NP0 or/CJC ealing/NP0 or/CJC somewhere/AV0 like/PRP this/DT0 ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,16,,A,13,1,Oh no (()) ,oh/ITJ no/ITJ ,
K/KC/KCV.xml,KCVRE009,003202,17,,B,14,1,(()) ,,
K/KC/KCV.xml,KCVRE009,003202,18,,A,15,1,(()) ,,
K/KC/KCV.xml,KCVRE009,003202,19,,B,16,1,(()) ,,
K/KC/KCV.xml,KCVRE009,003202,20,,B,16,2,<recording unclear> ,,
K/KC/KCV.xml,KCVRE009,003202,21,,A,17,1,"So when are you, when are you playing tennis, on the fifteenth?","so/AV0 when/AVQ be/VBB you/PNP ,/PUN when/AVQ be/VBB you/PNP play/VVG tennis/NN1 ,/PUN on/PRP the/AT0 fifteenth/ORD ?/PUN ",
K/KC/KCV.xml,KCVRE009,003202,22,,A,17,2,I have to know.,i/PNP have/VHB to/TO0 know/VVI ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,23,,A,17,3,The fifteenth so I could go  --,the/AT0 fifteenth/ORD so/AV0 i/PNP could/VM0 go/VVI ,
K/KC/KCV.xml,KCVRE009,003202,24,,A,17,4,--and that's on a Sunday or a Saturday?,and/CJC that/DT0 be/VBZ on/PRP a/AT0 sunday/NP0 or/CJC a/AT0 saturday/NP0 ?/PUN ,
K/KC/KCV.xml,KCVRE009,003202,25,,A,17,5,Saturday.,saturday/NP0 ./PUN ,
K/KC/KCV.xml,KCVRE009,003202,26,,A,17,6,"So I could go  (()) Monday, sixteenth Monday, yes?","so/AV0 i/PNP could/VM0 go/VVI monday/NP0 ,/PUN sixteenth/ORD monday/NP0 ,/PUN yes/ITJ ?/PUN ",
K/KC/KCV.xml,KCVRE009,003202,27,,A,17,7,--,,
K/KC/KCV.xml,KCVRE009,003202,28,,A,17,8,--I may (()) ,i/PNP may/VM0 ,
