swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KB/KBJ.xml,KBJRE00S,052304,0,,A,1,1,I'll be glad when that Ottoman comes so I can get rid of all that stuff.,i/PNP will/VM0 be/VBI glad/AJ0 when/CJS that/DT0 ottoman/NN1 come/VVZ so/AV0 i/PNP can/VM0 get/VVI rid/VVN of/PRF all/DT0 that/DT0 stuff/NN1 ./PUN,
K/KB/KBJ.xml,KBJRE00S,052304,1,,A,1,2,Chris?,chris/NP0 ?/PUN,
K/KB/KBJ.xml,KBJRE00S,052304,2,,B,2,1,Yeah?,yeah/ITJ ?/PUN,
K/KB/KBJ.xml,KBJRE00S,052304,3,,A,3,1,What?,what/DTQ ?/PUN,
K/KB/KBJ.xml,KBJRE00S,052304,4,,A,3,2,"I've got to out tonight, as I said.","i/PNP have/VHB get/VVN to/TO0 out/AVP tonight/AV0 ,/PUN as/CJS i/PNP say/VVD ./PUN",
K/KB/KBJ.xml,KBJRE00S,052304,5,,A,3,3,So what do you want  I'll go and have a look see what we've got.,so/AV0 what/DTQ do/VDB you/PNP want/VVI i/PNP will/VM0 go/VVI and/CJC have/VHI a/AT0 look/NN1 see/VVB what/DTQ we/PNP have/VHB get/VVN ./PUN,
K/KB/KBJ.xml,KBJRE00S,052304,6,,B,4,1,You got a stamp love?,you/PNP get/VVD a/AT0 stamp/NN1 love/NN1 ?/PUN,
K/KB/KBJ.xml,KBJRE00S,052304,7,,A,5,1,Yes!,yes/ITJ !/PUN,
K/KB/KBJ.xml,KBJRE00S,052304,8,,A,5,2,There we are.,there/AV0 we/PNP be/VBB ./PUN,
K/KB/KBJ.xml,KBJRE00S,052304,9,,B,6,1,"Put it there, stick us on a stamp.","put/VVB it/PNP there/AV0 ,/PUN stick/VVB we/PNP on/PRP a/AT0 stamp/NN1 ./PUN",
K/KB/KBJ.xml,KBJRE00S,052304,10,,A,7,1,"Oh I bet it's  it's we all have and trying to look (()) , not worth have it done is it (()) ?","oh/ITJ i/PNP bet/VVB it/PNP be/VBZ it/PNP be/VBZ we/PNP all/DT0 have/VHB and/CJC try/VVG to/TO0 look/VVI ,/PUN not/XX0 worth/PRP have/VHB it/PNP do/VDN be/VBZ it/PNP ?/PUN",
K/KB/KBJ.xml,KBJRE00S,052304,11,,B,8,1,(()) popular again.,popular/AJ0 again/AV0 ./PUN,
K/KB/KBJ.xml,KBJRE00S,052304,12,,A,9,1,Yeah.,yeah/ITJ ./PUN,
K/KB/KBJ.xml,KBJRE00S,052304,13,,A,9,2,I'll turn  this off now and get on with the dinner.,i/PNP will/VM0 turn/VVI this/DT0 off/AVP now/AV0 and/CJC get/VVB on/AVP with/PRP the/AT0 dinner/NN1 ./PUN,
