swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KD/KD5.xml,KD5RE00T,033905,0,,A,1,1,"So, somebody no doubt has gotta get up there to put them up wrong.","so/AV0 ,/PUN somebody/PNI [no/AT0 doubt/NN1]/AV0 have/VHZ get/VVN ta/TO0 get/VVI up/AVP there/AV0 to/TO0 put/VVI they/PNP up/AVP-PRP wrong/AJ0 ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,1,,B,2,1,"Yeah, she was telling us off.","yeah/ITJ ,/PUN she/PNP be/VBD tell/VVG we/PNP off/AVP ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,2,,A,3,1,Did you put any  (()) out?,do/VDD you/PNP put/VVI any/DT0 out/AVP ?/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,3,,B,4,1,Yeah!--,yeah/ITJ !/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,4,,B,4,2,--(()) aren't they?,be/VBB not/XX0 they/PNP ?/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,5,,A,5,1,"Well it's pretty difficult actually to put a cupboard up a wall, I admit they're very easy to make up but  --","well/AV0 it/PNP be/VBZ pretty/AV0 difficult/AJ0 actually/AV0 to/TO0 put/VVI a/AT0 cupboard/NN1 up/PRP a/AT0 wall/NN1 ,/PUN i/PNP admit/VVB they/PNP be/VBB very/AV0 easy/AJ0 to/TO0 make/VVI up/AVP but/CJC ",
K/KD/KD5.xml,KD5RE00T,033905,6,,A,5,2,--to actually hold this cupboard.,to/TO0 actually/AV0 hold/VVI this/DT0 cupboard/NN1 ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,7,,B,6,1,You just drill a couple of holes in the back you need ,you/PNP just/AV0 drill/VVB a/AT0 couple/NN1 of/PRF hole/NN2 in/PRP the/AT0 back/NN1 you/PNP need/VVB ,
K/KD/KD5.xml,KD5RE00T,033905,8,,A,7,1,Okay.,okay/AV0 ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,9,,B,8,1,marking on the wall and drill two rawplugs!,mark/VVG-NN1 on/PRP the/AT0 wall/NN1 and/CJC drill/VVB-NN1 two/CRD rawplug/NN2 !/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,10,,A,9,1,I'll be interested.,i/PNP will/VM0 be/VBI interested/AJ0 ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,11,,A,9,2,"It won't be easy Mark, to put those cupboards up!(()) .","it/PNP will/VM0 not/XX0 be/VBI easy/AJ0 mark/NP0-NN1 ,/PUN to/TO0 put/VVI those/DT0 cupboard/NN2 up/AVP !/PUN ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,12,,B,10,1,Well   --,well/AV0 ,
K/KD/KD5.xml,KD5RE00T,033905,13,,B,10,2,--<laughing> I bet you they are </laughing> !,i/PNP bet/VVB you/PNP they/PNP be/VBB !/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,14,,A,11,1,Done.,do/VDN ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,15,,B,12,1,"Anyway, I phoned her up the other day to have a little chat with her.","anyway/AV0 ,/PUN i/PNP phone/VVD she/PNP up/AVP-PRP the/AT0 other/AJ0 day/NN1 to/TO0 have/VHI a/AT0 little/AJ0 chat/NN1 with/PRP she/PNP ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,16,,A,13,1,Is she alright?,be/VBZ she/PNP alright/AJ0 ?/PUN ,
K/KD/KD5.xml,KD5RE00T,033905,17,,B,14,1,"She was pleased, she was gonna see Tim.","she/PNP be/VBD pleased/AJ0 ,/PUN she/PNP be/VBD gon/VVG na/TO0 see/VVI tim/NP0 ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,18,,A,15,1,Oh yeah.,oh/ITJ yeah/ITJ ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,19,,B,16,1,He's still sort of   --,he/PNP be/VBZ still/AV0 sort/NN1 of/PRF ,
K/KD/KD5.xml,KD5RE00T,033905,20,,B,16,2,--(()) her back  --,she/PNP back/AVP ,
K/KD/KD5.xml,KD5RE00T,033905,21,,B,16,3,--so,so/AV0 ,
K/KD/KD5.xml,KD5RE00T,033905,22,,A,17,1,Mm.,mm/ITJ ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,23,,A,17,2,Mm.,mm/ITJ ./PUN ,
K/KD/KD5.xml,KD5RE00T,033905,24,,B,18,1,"Yeah,(()) .","yeah/ITJ ,/PUN ./PUN ",
K/KD/KD5.xml,KD5RE00T,033905,25,,A,19,1,"Mm, good luck!","mm/ITJ ,/PUN good/AJ0 luck/NN1 !/PUN ",
K/KD/KD5.xml,KD5RE00T,033905,26,,B,20,1,<sigh> ,,
K/KD/KD5.xml,KD5RE00T,033905,27,,A,21,1,<laugh> ,,
