swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KB/KB2.xml,KB2RE00J,61504,0,,A,1,1,Haven't I got some bread that's open?,"[Haven/NNP, 't/PRP, I/PRP, got/VBD, some/DT, bread/NN, that/WDT, 's/VBZ, open/JJ, ?/.]",(ROOT (S (NP (NNP Haven) (PRP 't)) (NP (PRP I)) (VP (VBD got) (NP (NP (DT some) (NN bread)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (ADJP (JJ open))))))) (. ?)))
K/KB/KB2.xml,KB2RE00J,61504,1,,A,1,2,That's a new one that int it?,"[That/DT, 's/VBZ, a/DT, new/JJ, one/CD, that/WDT, int/VBP, it/PRP, ?/.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (DT a) (JJ new) (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBP int) (NP (PRP it))))))) (. ?)))
K/KB/KB2.xml,KB2RE00J,61504,2,,B,2,1,Is it?,"[Is/VBZ, it/PRP, ?/.]",(ROOT (S (VP (VBZ Is) (NP (PRP it))) (. ?)))
K/KB/KB2.xml,KB2RE00J,61504,3,,B,2,2,I dunno.,"[I/PRP, dunno/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP dunno)) (. .)))
K/KB/KB2.xml,KB2RE00J,61504,4,,A,3,1,"It is, yeah.","[It/PRP, is/VBZ, ,/,, yeah/UH, ./.]","(ROOT (S (NP (PRP It)) (VP (VBZ is) (, ,) (NP (UH yeah))) (. .)))"
K/KB/KB2.xml,KB2RE00J,61504,5,,B,4,1,<whistling> ,[],X
K/KB/KB2.xml,KB2RE00J,61504,6,,A,5,1,<singing> La la la la la ,"[La/NNP, la/NNP, la/NNP, la/NNP, la/NNP]",(ROOT (NP (NNP La) (NNP la) (NNP la) (NNP la) (NNP la)))
K/KB/KB2.xml,KB2RE00J,61504,7,,B,6,1,<clears throat> ,[],X
K/KB/KB2.xml,KB2RE00J,61504,8,,A,7,1,la la .,"[la/NNP, la/NNP, ./.]",(ROOT (NP (NNP la) (NNP la) (. .)))
K/KB/KB2.xml,KB2RE00J,61504,9,,B,8,1,There's snooker on.,"[There/EX, 's/VBZ, snooker/NN, on/IN, ./.]",(ROOT (S (NP (EX There)) (VP (VBZ 's) (NP (NN snooker)) (PP (IN on))) (. .)))
K/KB/KB2.xml,KB2RE00J,61504,10,,A,9,1,Eh?,"[Eh/UH, ?/.]",(ROOT (INTJ (UH Eh) (. ?)))
K/KB/KB2.xml,KB2RE00J,61504,11,,B,10,1,The damn snooker's on!,"[The/DT, damn/NN, snooker/NN, 's/POS, on/IN, !/.]",(ROOT (NP (NP (DT The) (NN damn)) (NP (NP (NN snooker) (POS 's)) (PP (IN on))) (. !)))
K/KB/KB2.xml,KB2RE00J,61504,12,,A,11,1,Snooker?,"[Snooker/NNP, ?/.]",(ROOT (FRAG (NP (NNP Snooker)) (. ?)))
K/KB/KB2.xml,KB2RE00J,61504,13,,B,12,1,Yeah.,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
K/KB/KB2.xml,KB2RE00J,61504,14,,A,13,1,Mm.,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
