swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KB/KBK.xml,KBKRE03F,2412,0,,A,1,1,How do you recognize Jasmine?,"[How/WRB, do/VBP, you/PRP, recognize/VB, Jasmine/NN, ?/.]",(ROOT (SBARQ (WHADVP (WRB How)) (SQ (VBP do) (NP (PRP you)) (VP (VB recognize) (NP (NN Jasmine)))) (. ?)))
K/KB/KBK.xml,KBKRE03F,2412,1,,A,1,2,A tiny leaf isn't it?,"[A/DT, tiny/JJ, leaf/NN, isn/NN, 't/PRP, it/PRP, ?/.]",(ROOT (NP (NP (DT A) (JJ tiny) (NN leaf) (NN isn)) (NP (NP (PRP 't)) (NP (PRP it))) (. ?)))
K/KB/KBK.xml,KBKRE03F,2412,2,,B,2,1,"Right, right.","[Right/NN, ,/,, right/NN, ./.]","(ROOT (NP (NP (NN Right)) (, ,) (NP (NN right)) (. .)))"
K/KB/KBK.xml,KBKRE03F,2412,3,,A,3,1,"It's not been fed for two years has it, so","[It/PRP, 's/VBZ, not/RB, been/VBN, fed/VBN, for/IN, two/CD, years/NNS, has/VBZ, it/PRP, ,/,, so/RB]","(ROOT (S (NP (PRP It)) (VP (VBZ 's) (RB not) (VP (VBN been) (VP (VBN fed) (PP (IN for) (NP (NP (CD two) (NNS years)) (SBAR (S (VP (VBZ has) (NP (PRP it)) (, ,) (ADVP (RB so))))))))))))"
K/KB/KBK.xml,KBKRE03F,2412,4,,B,4,1,Oh don't (()) .,"[Oh/UH, don/NNP, 't/PRP, ./.]",(ROOT (S (VP (PP (NP (UH Oh)) (NP (NP (NNP don)) (NP (PRP 't))))) (. .)))
K/KB/KBK.xml,KBKRE03F,2412,5,,B,4,2,"You can always tell when you've had a glass of sherry (()) , come all (()) .","[You/PRP, can/MD, always/RB, tell/VB, when/WRB, you/PRP, 've/VBP, had/VBD, a/DT, glass/NN, of/IN, sherry/NNP, ,/,, come/VB, all/DT, ./.]","(ROOT (S (NP (PRP You)) (VP (MD can) (ADVP (RB always)) (VP (VP (VB tell) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP 've) (VP (VBD had) (NP (NP (DT a) (NN glass)) (PP (IN of) (NP (NNP sherry))))))))) (, ,) (VP (VB come) (NP (DT all))))) (. .)))"
K/KB/KBK.xml,KBKRE03F,2412,6,,A,5,1,Well it's true isn't it?,"[Well/RB, it/PRP, 's/VBZ, true/JJ, isn/NN, 't/PRP, it/PRP, ?/.]",(ROOT (S (ADVP (RB Well)) (NP (PRP it)) (VP (VBZ 's) (NP (NP (JJ true) (NN isn)) (NP (NP (PRP 't)) (NP (PRP it))))) (. ?)))
K/KB/KBK.xml,KBKRE03F,2412,7,,A,5,2,I mean it hasn't actually had any grow,"[I/PRP, mean/VBP, it/PRP, hasn/VB, 't/PRP, actually/RB, had/VBD, any/DT, grow/VB]",(ROOT (S (NP (PRP I)) (VP (VBP mean) (S (NP (PRP it)) (VP (VB hasn) (SBAR (S (NP (PRP 't)) (ADVP (RB actually)) (VP (VBD had) (S (NP (DT any)) (VP (VB grow)))))))))))
K/KB/KBK.xml,KBKRE03F,2412,8,,B,6,1,Had it   --,"[Had/VBD, it/PRP, instead/RB, of/IN, taking/VBG, ./.]",(ROOT (S (VP (VBD Had) (NP (PRP it)) (PP (RB instead) (IN of) (S (VP (VBG taking))))) (. .)))
K/KB/KBK.xml,KBKRE03F,2412,9,,B,6,2,--(()) instead of taking (()) .,"[Had/VBD, it/PRP, instead/RB, of/IN, taking/VBG, ./.]",(ROOT (S (VP (VBD Had) (NP (PRP it)) (PP (RB instead) (IN of) (S (VP (VBG taking))))) (. .)))
K/KB/KBK.xml,KBKRE03F,2412,10,,A,7,1,Super.,"[Super/NNP, ./.]",(ROOT (FRAG (NP (NNP Super)) (. .)))
K/KB/KBK.xml,KBKRE03F,2412,11,,A,7,2,It's probably why I can actually see it peeping out over the top.,"[It/PRP, 's/VBZ, probably/RB, why/WRB, I/PRP, can/MD, actually/RB, see/VB, it/PRP, peeping/VBG, out/RP, over/IN, the/DT, top/NN, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADVP (RB probably)) (SBAR (WHADVP (WRB why)) (S (NP (PRP I)) (VP (MD can) (ADVP (RB actually)) (VP (VB see) (S (NP (PRP it)) (VP (VBG peeping) (PRT (RP out)) (PP (IN over) (NP (DT the) (NN top)))))))))) (. .)))
