swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KC/KCG.xml,KCGRE00A,73904,0,,A,1,1,"Good boy, good boy, thank you, no we're not taking them out ","[Good/JJ, boy/NN, ,/,, good/JJ, boy/NN, ,/,, thank/VB, you/PRP, ,/,, no/DT, we/PRP, 're/VBP, not/RB, taking/VBG, them/PRP, out/RP]","(ROOT (S (S (ADJP (JJ Good) (SBAR (S (NP (NP (NN boy)) (, ,) (NP (JJ good) (NN boy)) (, ,)) (VP (VB thank) (NP (PRP you))))))) (, ,) (NP (DT no) (PRP we)) (VP (VBP 're) (RB not) (VP (VBG taking) (NP (PRP them)) (PRT (RP out))))))"
K/KC/KCG.xml,KCGRE00A,73904,1,,B,2,1,"Ooh cheeky, you are cheeks all over your face","[Ooh/NNP, cheeky/JJ, ,/,, you/PRP, are/VBP, cheeks/NNS, all/DT, over/IN, your/PRP$, face/NN]","(ROOT (FRAG (NP (NP (NNP Ooh)) (SBAR (S (S (ADJP (JJ cheeky))) (, ,) (NP (PRP you)) (VP (VBP are) (NP (NNS cheeks)) (PP (DT all) (IN over) (NP (PRP$ your) (NN face)))))))))"
K/KC/KCG.xml,KCGRE00A,73904,2,,A,3,1,"I don't think you should be chewing that one Michael cos if you, if you open it up it'll stick on your tongue","[I/PRP, don/VBP, 't/PRP, think/VB, you/PRP, should/MD, be/VB, chewing/VBG, that/IN, one/CD, Michael/NNP, cos/NNP, if/IN, you/PRP, ,/,, if/IN, you/PRP, open/VBP, it/PRP, up/IN, it/PRP, 'll/MD, stick/VB, on/IN, your/PRP$, tongue/NN]","(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (SBAR (S (NP (PRP you)) (VP (MD should) (VP (VB be) (VP (VBG chewing) (SBAR (IN that) (S (NP (NP (CD one) (NNP Michael) (NNP cos)) (PP (IN if) (NP (NP (PRP you)) (, ,) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP open) (S (NP (PRP it)) (VP (IN up) (NP (PRP it)))))))))) (VP (MD 'll) (VP (VB stick) (PP (IN on) (NP (PRP$ your) (NN tongue)))))))))))))))))"
K/KC/KCG.xml,KCGRE00A,73904,3,,B,4,1,<laugh> ,[],X
K/KC/KCG.xml,KCGRE00A,73904,4,,A,5,1,int it?,"[int/VB, it/PRP, ?/.]",(ROOT (SQ (VP (VB int) (NP (PRP it))) (. ?)))
K/KC/KCG.xml,KCGRE00A,73904,5,,A,5,2,Yes  --,"[Yes/UH, you/PRP, think/VBP, I/PRP, can/MD, 't/PRP, see/VB, you/PRP, just/RB, cos/NN, you/PRP, 're/VBP, behind/IN, me/PRP, ./.]",(ROOT (S (S (INTJ (UH Yes)) (NP (PRP you)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB see) (S (NP (PRP you)) (NP (RB just) (NN cos)))))))))) (NP (PRP you)) (VP (VBP 're) (PP (IN behind) (NP (PRP me)))) (. .)))
K/KC/KCG.xml,KCGRE00A,73904,6,,A,5,3,--you think I can't see you just cos you're behind me.,"[Yes/UH, you/PRP, think/VBP, I/PRP, can/MD, 't/PRP, see/VB, you/PRP, just/RB, cos/NN, you/PRP, 're/VBP, behind/IN, me/PRP, ./.]",(ROOT (S (S (INTJ (UH Yes)) (NP (PRP you)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB see) (S (NP (PRP you)) (NP (RB just) (NN cos)))))))))) (NP (PRP you)) (VP (VBP 're) (PP (IN behind) (NP (PRP me)))) (. .)))
K/KC/KCG.xml,KCGRE00A,73904,7,,B,6,1,Trying to stick it onto your jumper ,"[Trying/VBG, to/TO, stick/VB, it/PRP, onto/IN, your/PRP$, jumper/NN]",(ROOT (S (VP (VBG Trying) (S (VP (TO to) (VP (VB stick) (NP (PRP it)) (PP (IN onto) (NP (PRP$ your) (NN jumper)))))))))
K/KC/KCG.xml,KCGRE00A,73904,8,,A,7,1,You'd have laughed at him yesterday with his boo,"[You/PRP, 'd/MD, have/VB, laughed/VBN, at/IN, him/PRP, yesterday/NN, with/IN, his/PRP$, boo/NN]",(ROOT (S (NP (PRP You)) (VP (MD 'd) (VP (VB have) (VP (VBN laughed) (PP (IN at) (NP (PRP him))) (NP (NN yesterday)) (PP (IN with) (NP (PRP$ his) (NN boo))))))))
K/KC/KCG.xml,KCGRE00A,73904,9,,B,8,1,<laugh> ,[],X
