swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KE/KE3.xml,KE3RE012,10404,0,,A,1,1,I'm er  --,"[I/PRP, 'm/VBP, er/NN, I/PRP, 'm/VBP, gonna/NNP, erm/NNP, ,/,, I/PRP, might/MD, see/VB, if/IN, I/PRP, can/MD, record/VB, some/DT, conversation/NN, on/IN, a/DT, bus/NN, ,/,, but/CC, I/PRP, don/VBP, 't/PRP, know/VB, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (NN er)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (NP (NNP gonna) (NNP erm)))))))) (PRN (, ,) (S (NP (PRP I)) (VP (MD might) (VP (VB see) (SBAR (IN if) (S (NP (PRP I)) (VP (MD can) (VP (VB record) (NP (DT some) (NN conversation)) (PP (IN on) (NP (DT a) (NN bus)))))))))) (, ,)) (CC but) (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB know))))) (. .)))"
K/KE/KE3.xml,KE3RE012,10404,1,,A,1,2,"--I'm gonna erm, I might see if I can record some conversation on a bus, but I don't know.","[I/PRP, 'm/VBP, er/NN, I/PRP, 'm/VBP, gonna/NNP, erm/NNP, ,/,, I/PRP, might/MD, see/VB, if/IN, I/PRP, can/MD, record/VB, some/DT, conversation/NN, on/IN, a/DT, bus/NN, ,/,, but/CC, I/PRP, don/VBP, 't/PRP, know/VB, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (NN er)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (NP (NNP gonna) (NNP erm)))))))) (PRN (, ,) (S (NP (PRP I)) (VP (MD might) (VP (VB see) (SBAR (IN if) (S (NP (PRP I)) (VP (MD can) (VP (VB record) (NP (DT some) (NN conversation)) (PP (IN on) (NP (DT a) (NN bus)))))))))) (, ,)) (CC but) (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB know))))) (. .)))"
K/KE/KE3.xml,KE3RE012,10404,2,,A,1,3,Jack.,"[Jack/NNP, ./.]",(ROOT (FRAG (NP (NNP Jack)) (. .)))
K/KE/KE3.xml,KE3RE012,10404,3,,B,2,1,Sorry.,"[Sorry/JJ, ./.]",(ROOT (FRAG (ADJP (JJ Sorry)) (. .)))
K/KE/KE3.xml,KE3RE012,10404,4,,A,3,1,If I get Jack and somebody on the bus I might pop my hand inside my brief case and press the recorder  --,"[If/IN, I/PRP, get/VBP, Jack/NNP, and/CC, somebody/NN, on/IN, the/DT, bus/NN, I/PRP, might/MD, pop/VB, my/PRP$, hand/NN, inside/IN, my/PRP$, brief/JJ, case/NN, and/CC, press/NN, the/DT, recorder/NN, where/WRB, 's/POS, that/WDT, cameraman/NN, hid/VBD, then/RB, ?/., oh/UH, it/PRP, 's/VBZ, built/VBN, into/IN, the/DT, dashboard/NN, ,/,, yeah/UH]","(ROOT (SBAR (IN If) (S (NP (PRP I)) (VP (VBP get) (NP (NP (NNP Jack)) (CC and) (NP (NN somebody))) (PP (IN on) (NP (NP (DT the) (NN bus)) (SBAR (S (NP (PRP I)) (VP (MD might) (VP (VB pop) (NP (NP (PRP$ my) (NN hand)) (UCP (PP (IN inside) (NP (PRP$ my) (JJ brief) (NN case))) (CC and) (SBAR (WHNP (WHNP (NN press)) (NP (DT the) (NN recorder))) (FRAG (WHADVP (WRB where)))))) (S (NP (POS 's))))) (SBAR (WHNP (WDT that)) (S (NP (NN cameraman)) (VP (VBD hid) (SBAR (FRAG (ADVP (RB then)) (. ?)))))))) (SBAR (S (INTJ (UH oh)) (NP (PRP it)) (VP (VBZ 's) (VP (VBN built) (PP (IN into) (NP (DT the) (NN dashboard))) (, ,) (NP (UH yeah))))))))))))"
K/KE/KE3.xml,KE3RE012,10404,5,,A,3,2,"--where's that cameraman hid then? oh it's built into the dashboard, yeah ","[If/IN, I/PRP, get/VBP, Jack/NNP, and/CC, somebody/NN, on/IN, the/DT, bus/NN, I/PRP, might/MD, pop/VB, my/PRP$, hand/NN, inside/IN, my/PRP$, brief/JJ, case/NN, and/CC, press/NN, the/DT, recorder/NN, where/WRB, 's/POS, that/WDT, cameraman/NN, hid/VBD, then/RB, ?/., oh/UH, it/PRP, 's/VBZ, built/VBN, into/IN, the/DT, dashboard/NN, ,/,, yeah/UH]","(ROOT (SBAR (IN If) (S (NP (PRP I)) (VP (VBP get) (NP (NP (NNP Jack)) (CC and) (NP (NN somebody))) (PP (IN on) (NP (NP (DT the) (NN bus)) (SBAR (S (NP (PRP I)) (VP (MD might) (VP (VB pop) (NP (NP (PRP$ my) (NN hand)) (UCP (PP (IN inside) (NP (PRP$ my) (JJ brief) (NN case))) (CC and) (SBAR (WHNP (WHNP (NN press)) (NP (DT the) (NN recorder))) (FRAG (WHADVP (WRB where)))))) (S (NP (POS 's))))) (SBAR (WHNP (WDT that)) (S (NP (NN cameraman)) (VP (VBD hid) (SBAR (FRAG (ADVP (RB then)) (. ?)))))))) (SBAR (S (INTJ (UH oh)) (NP (PRP it)) (VP (VBZ 's) (VP (VBN built) (PP (IN into) (NP (DT the) (NN dashboard))) (, ,) (NP (UH yeah))))))))))))"
K/KE/KE3.xml,KE3RE012,10404,6,,B,4,1,(()) she's  (()) ,"[she/PRP, 's/VBZ]",(ROOT (S (NP (PRP she)) (VP (VBZ 's))))
K/KE/KE3.xml,KE3RE012,10404,7,,A,5,1,She's trying to be very nice and she's really fuming  --,"[She/PRP, 's/VBZ, trying/VBG, to/TO, be/VB, very/RB, nice/JJ, and/CC, she/PRP, 's/VBZ, really/RB, fuming/VBG, Have/VBP, you/PRP, er/NN, finished/VBD, with/IN, your/PRP$, tea/NN, ?/.]",(ROOT (SINV (S (S (NP (PRP She)) (VP (VBZ 's) (VP (VBG trying) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ nice)))))))) (CC and) (S (NP (PRP she)) (VP (VBZ 's) (ADVP (RB really)) (VP (VBG fuming))))) (VP (VBP Have) (NP (PRP you))) (NP (NP (NN er)) (SBAR (S (VP (VBD finished) (PP (IN with) (NP (PRP$ your) (NN tea))))))) (. ?)))
K/KE/KE3.xml,KE3RE012,10404,8,,A,5,2,--Have you er finished with your tea?,"[She/PRP, 's/VBZ, trying/VBG, to/TO, be/VB, very/RB, nice/JJ, and/CC, she/PRP, 's/VBZ, really/RB, fuming/VBG, Have/VBP, you/PRP, er/NN, finished/VBD, with/IN, your/PRP$, tea/NN, ?/.]",(ROOT (SINV (S (S (NP (PRP She)) (VP (VBZ 's) (VP (VBG trying) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ nice)))))))) (CC and) (S (NP (PRP she)) (VP (VBZ 's) (ADVP (RB really)) (VP (VBG fuming))))) (VP (VBP Have) (NP (PRP you))) (NP (NP (NN er)) (SBAR (S (VP (VBD finished) (PP (IN with) (NP (PRP$ your) (NN tea))))))) (. ?)))
K/KE/KE3.xml,KE3RE012,10404,9,,A,5,3,I get you another ,"[I/PRP, get/VBP, you/PRP, another/DT]",(ROOT (S (NP (PRP I)) (VP (VBP get) (S (NP (PRP you)) (NP (DT another))))))
