swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KC/KC1.xml,KC1RE00P,41004,0,,A,1,1,Have to watch the light on that.,"[Have/VB, to/TO, watch/VB, the/DT, light/NN, on/IN, that/DT, ./.]",(ROOT (S (VP (VB Have) (S (VP (TO to) (VP (VB watch) (NP (DT the) (NN light)) (PP (IN on) (NP (DT that))))))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,1,,B,2,1,Aha.,"[Aha/NNP, ./.]",(ROOT (FRAG (NP (NNP Aha)) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,2,,B,2,2,Well,[Well/RB],(ROOT (INTJ (RB Well)))
K/KC/KC1.xml,KC1RE00P,41004,3,,A,3,1,That's a lot of light coming in on the back I think.,"[That/DT, 's/VBZ, a/DT, lot/NN, of/IN, light/JJ, coming/VBG, in/IN, on/IN, the/DT, back/NN, I/PRP, think/VBP, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (JJ light)) (VP (VBG coming) (PP (IN in) (IN on) (NP (NP (DT the) (NN back)) (SBAR (S (NP (PRP I)) (VP (VBP think))))))))))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,4,,B,4,1,Yeah.,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,5,,B,4,2,Cut off after number fifteen with tho- the top one as well but I'll,"[Cut/VB, off/RP, after/IN, number/NN, fifteen/CD, with/IN, tho-/JJ, the/DT, top/JJ, one/CD, as/RB, well/RB, but/CC, I/PRP, 'll/MD]",(ROOT (S (VP (VB Cut) (PRT (RP off)) (PP (IN after) (NP (NP (NN number) (CD fifteen)) (PP (IN with) (NP (NP (JJ tho-)) (NP (DT the) (JJ top) (CD one)))))) (ADVP (RB as) (RB well)) (SBAR (CC but) (S (NP (PRP I)) (VP (MD 'll)))))))
K/KC/KC1.xml,KC1RE00P,41004,6,,A,5,1,Yeah.,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,7,,A,5,2,Oh!,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
K/KC/KC1.xml,KC1RE00P,41004,8,,B,6,1,I'll turn it off and er  --,"[I/PRP, 'll/MD, turn/VB, it/PRP, off/RP, and/CC, er/NN, try/VBP, it/PRP, ./.]",(ROOT (S (S (NP (PRP I)) (VP (MD 'll) (VP (VB turn) (NP (PRP it)) (PRT (RP off))))) (CC and) (S (NP (NN er)) (VP (VBP try) (NP (PRP it)))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,9,,B,6,2,--try it.,"[I/PRP, 'll/MD, turn/VB, it/PRP, off/RP, and/CC, er/NN, try/VBP, it/PRP, ./.]",(ROOT (S (S (NP (PRP I)) (VP (MD 'll) (VP (VB turn) (NP (PRP it)) (PRT (RP off))))) (CC and) (S (NP (NN er)) (VP (VBP try) (NP (PRP it)))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,10,,A,7,1,See if the counter's going up and things like that.,"[See/VB, if/IN, the/DT, counter/NN, 's/POS, going/VBG, up/RB, and/CC, things/NNS, like/IN, that/DT, ./.]",(ROOT (S (VP (VB See) (SBAR (IN if) (S (S (NP (DT the) (NN counter) (POS 's)) (VP (VBG going) (ADVP (RB up)))) (CC and) (S (NP (NNS things)) (PP (IN like) (NP (DT that))))))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,11,,B,8,1,"Yeah, the counter's going up it's er  --","[Yeah/UH, ,/,, the/DT, counter/NN, 's/POS, going/VBG, up/RB, it/PRP, 's/VBZ, er/NN, electronic/JJ, one/CD, ./.]","(ROOT (S (INTJ (UH Yeah)) (, ,) (NP (NP (DT the) (NP (NN counter) (POS 's))) (SBAR (S (VP (VBG going) (PRT (RB up)) (NP (PRP it)))))) (VP (VBZ 's) (NP (NP (NN er)) (ADJP (JJ electronic) (NP (CD one))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,12,,B,8,2,--electronic one.,"[Yeah/UH, ,/,, the/DT, counter/NN, 's/POS, going/VBG, up/RB, it/PRP, 's/VBZ, er/NN, electronic/JJ, one/CD, ./.]","(ROOT (S (INTJ (UH Yeah)) (, ,) (NP (NP (DT the) (NP (NN counter) (POS 's))) (SBAR (S (VP (VBG going) (PRT (RB up)) (NP (PRP it)))))) (VP (VBZ 's) (NP (NP (NN er)) (ADJP (JJ electronic) (NP (CD one))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,13,,A,9,1,Yeah but even so it's  --,"[Yeah/UH, but/CC, even/RB, so/IN, it/PRP, 's/VBZ, volt/NN]",(ROOT (UCP (FRAG (INTJ (UH Yeah))) (CC but) (SBAR (RB even) (IN so) (S (NP (PRP it)) (VP (VBZ 's) (NP (NN volt)))))))
K/KC/KC1.xml,KC1RE00P,41004,14,,A,9,2,--volt ,"[Yeah/UH, but/CC, even/RB, so/IN, it/PRP, 's/VBZ, volt/NN]",(ROOT (UCP (FRAG (INTJ (UH Yeah))) (CC but) (SBAR (RB even) (IN so) (S (NP (PRP it)) (VP (VBZ 's) (NP (NN volt)))))))
K/KC/KC1.xml,KC1RE00P,41004,15,,B,10,1,Oh!,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
K/KC/KC1.xml,KC1RE00P,41004,16,,A,11,1,volt driven.,"[volt/NNP, driven/VBN, ./.]",(ROOT (S (NP (NNP volt)) (VP (VBN driven)) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,17,,B,12,1,Forged stop?,"[Forged/VBN, stop/NN, ?/.]",(ROOT (S (VP (VBN Forged) (NP (NN stop))) (. ?)))
K/KC/KC1.xml,KC1RE00P,41004,18,,B,12,2,"Oh, I wonder why it says that then?","[Oh/UH, ,/,, I/PRP, wonder/VBP, why/WRB, it/PRP, says/VBZ, that/IN, then/RB, ?/.]","(ROOT (S (INTJ (UH Oh)) (, ,) (NP (PRP I)) (VP (VBP wonder) (SBAR (WHADVP (WRB why)) (S (NP (PRP it)) (VP (VBZ says) (ADVP (IN that) (RB then)))))) (. ?)))"
K/KC/KC1.xml,KC1RE00P,41004,19,,B,12,3,"That's five seconds, reset  --","[That/DT, 's/VBZ, five/CD, seconds/NNS, ,/,, reset/VB, then/RB, ./.]","(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (CD five) (NNS seconds)) (, ,) (S (VP (VB reset) (ADVP (RB then))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,20,,B,12,4,--then (()) .,"[That/DT, 's/VBZ, five/CD, seconds/NNS, ,/,, reset/VB, then/RB, ./.]","(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (CD five) (NNS seconds)) (, ,) (S (VP (VB reset) (ADVP (RB then))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,21,,A,13,1,<cough> ,[],X
K/KC/KC1.xml,KC1RE00P,41004,22,,B,14,1,It's got that again!,"[It/PRP, 's/VBZ, got/VBD, that/DT, again/RB, !/.]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (VP (VBD got) (NP (DT that)) (ADVP (RB again)))) (. !)))
K/KC/KC1.xml,KC1RE00P,41004,23,,A,15,1,Mm!,"[Mm/NN, !/.]",(ROOT (NP (NN Mm) (. !)))
K/KC/KC1.xml,KC1RE00P,41004,24,,B,16,1,Record that,"[Record/NN, that/WDT]",(ROOT (FRAG (WHPP (NN Record) (WHNP (WDT that)))))
K/KC/KC1.xml,KC1RE00P,41004,25,,A,17,1,"Mm, it's not  --","[Mm/NN, ,/,, it/PRP, 's/VBZ, not/RB, not/RB, rotating/VBG, somewhere/RB, is/VBZ, it/PRP, ?/.]","(ROOT (S (NP (NN Mm)) (PRN (, ,) (S (NP (PRP it)) (VP (VBZ 's) (RB not) (NP (NP (RB not) (VBG rotating)) (ADVP (RB somewhere)))))) (VP (VBZ is) (NP (PRP it))) (. ?)))"
K/KC/KC1.xml,KC1RE00P,41004,26,,A,17,2,--not rotating somewhere is it?,"[Mm/NN, ,/,, it/PRP, 's/VBZ, not/RB, not/RB, rotating/VBG, somewhere/RB, is/VBZ, it/PRP, ?/.]","(ROOT (S (NP (NN Mm)) (PRN (, ,) (S (NP (PRP it)) (VP (VBZ 's) (RB not) (NP (NP (RB not) (VBG rotating)) (ADVP (RB somewhere)))))) (VP (VBZ is) (NP (PRP it))) (. ?)))"
K/KC/KC1.xml,KC1RE00P,41004,27,,A,17,3,"See the caption's not turning round right,(()) .","[See/VB, the/DT, caption/NN, 's/POS, not/RB, turning/VBG, round/JJ, right/NN, ,/,, ./.]","(ROOT (S (VP (VB See) (NP (NP (DT the) (NN caption) (POS 's)) (PP (RB not) (S (VP (VBG turning) (NP (NP (NP (JJ round)) (NP (NN right))) (, ,))))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,28,,B,18,1,What's that?,"[What/WP, 's/VBZ, that/IN, ?/.]",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ 's) (ADJP (IN that))) (. ?)))
K/KC/KC1.xml,KC1RE00P,41004,29,,B,18,2,Is it anything to do with this (()) ?,"[Is/VBZ, it/PRP, anything/NN, to/TO, do/VB, with/IN, this/DT, ?/.]",(ROOT (SQ (VBZ Is) (NP (PRP it)) (NP (NP (NN anything)) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (DT this))))))) (. ?)))
K/KC/KC1.xml,KC1RE00P,41004,30,,B,18,3,"I can't drag away from it, while you're doing that.","[I/PRP, can/MD, 't/PRP, drag/VB, away/RP, from/IN, it/PRP, ,/,, while/IN, you/PRP, 're/VBP, doing/VBG, that/IN, ./.]","(ROOT (S (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB drag) (PRT (RP away)) (PP (IN from) (NP (PRP it))) (, ,) (SBAR (IN while) (S (NP (PRP you)) (VP (VBP 're) (VP (VBG doing) (IN that)))))))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,31,,A,19,1,"No, it's alright, we'll have a look.","[No/DT, ,/,, it/PRP, 's/VBZ, alright/JJ, ,/,, we/PRP, 'll/MD, have/VB, a/DT, look/NN, ./.]","(ROOT (S (NP (DT No)) (, ,) (PRN (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ alright))))) (, ,) (NP (PRP we)) (VP (MD 'll) (VP (VB have) (NP (DT a) (NN look)))) (. .)))"
K/KC/KC1.xml,KC1RE00P,41004,32,,B,20,1,Do it later.,"[Do/VB, it/PRP, later/RB, ./.]",(ROOT (S (VP (VB Do) (NP (PRP it)) (ADVP (RB later))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,33,,A,21,1,Tube blew up.,"[Tube/NN, blew/VBD, up/RP, ./.]",(ROOT (S (NP (NN Tube)) (VP (VBD blew) (PRT (RP up))) (. .)))
K/KC/KC1.xml,KC1RE00P,41004,34,,A,21,2,Well do they play?,"[Well/RB, do/VBP, they/PRP, play/VB, ?/.]",(ROOT (SBARQ (WHADVP (RB Well)) (SQ (VBP do) (NP (PRP they)) (VP (VB play))) (. ?)))
K/KC/KC1.xml,KC1RE00P,41004,35,,A,21,3,Does it play?,"[Does/VBZ, it/PRP, play/VB, ?/.]",(ROOT (SQ (VBZ Does) (NP (PRP it)) (VP (VB play)) (. ?)))
K/KC/KC1.xml,KC1RE00P,41004,36,,B,22,1,"It played for a little while, I didn't play it for long but it did play.","[It/PRP, played/VBD, for/IN, a/DT, little/JJ, while/NN, ,/,, I/PRP, didn/VBP, 't/PRP, play/VB, it/PRP, for/IN, long/RB, but/CC, it/PRP, did/VBD, play/VB, ./.]","(ROOT (S (NP (PRP It)) (VP (VBD played) (SBAR (S (S (PP (IN for) (NP (DT a) (JJ little) (NN while))) (, ,) (NP (PRP I)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB play) (NP (PRP it)) (PP (IN for) (ADVP (RB long))))))) (CC but) (S (NP (PRP it)) (VP (VBD did) (VP (VB play))))))) (. .)))"
