7014,"(0,)",I got you .,"[I/PRP, got/VBD, you/PRP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBD got) (NP (PRP you))) (. .)))
7014,"(1,)","Ah , ah , ah ahah .","[Ah/NN, ,/,, ah/NN, ,/,, ah/NN, ahah/NN, ./.]","(ROOT (NP (NP (NN Ah)) (, ,) (NP (NP (NN ah)) (, ,) (NP (NN ah) (NN ahah))) (. .)))"
7014,"(2,)",Time out now cos daddy 's having his coffee and its very very very hot .,"[Time/NN, out/IN, now/RB, cos/NN, daddy/NNP, 's/POS, having/VBG, his/PRP$, coffee/NN, and/CC, its/PRP$, very/RB, very/RB, very/RB, hot/JJ, ./.]",(ROOT (NP (NP (NP (NN Time)) (PP (IN out) (NP (RB now) (NN cos)))) (SBAR (S (S (NP (NNP daddy) (POS 's)) (VP (VBG having) (NP (PRP$ his) (NN coffee)))) (CC and) (S (NP (PRP$ its)) (ADJP (ADJP (RB very) (RB very) (RB very)) (JJ hot))))) (. .)))
7014,"(3,)",,[],X
7014,"(4,)",Right .,"[Right/NN, ./.]",(ROOT (INTJ (NN Right) (. .)))
7014,"(5,)",Time out .,"[Time/NN, out/RP, ./.]",(ROOT (FRAG (NP (NN Time)) (ADVP (RP out)) (. .)))
7014,"(6,)",I 'm having my coffee now and it 's hot .,"[I/PRP, 'm/VBP, having/VBG, my/PRP$, coffee/NN, now/RB, and/CC, it/PRP, 's/VBZ, hot/JJ, ./.]",(ROOT (S (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG having) (NP (NP (PRP$ my) (NN coffee)) (ADVP (RB now)))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ hot)))) (. .)))
7014,"(7,)",   .,[./.],(ROOT (NP (. .)))
7014,"(8,)","Ahah , ahah .","[Ahah/NNP, ,/,, ahah/NNP, ./.]","(ROOT (NP (NP (NNP Ahah)) (, ,) (NP (NNP ahah)) (. .)))"
7014,"(9,)","When you go to nursery you 've gotta be a good boy otherwise Mrs M-  , Mrs Wilkins will tell you off .","[When/WRB, you/PRP, go/VBP, to/TO, nursery/NN, you/PRP, 've/VBP, gotta/NNP, be/VB, a/DT, good/JJ, boy/NN, otherwise/RB, Mrs/NNP, M-/NNP, ,/,, Mrs/NNP, Wilkins/NNP, will/MD, tell/VB, you/PRP, off/RP, ./.]","(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (PRP you)) (VP (VBP go) (PP (TO to) (NP (NP (NN nursery)) (SBAR (S (NP (PRP you)) (VP (VBP 've) (S (NP (NNP gotta)) (VP (VB be) (S (NP (DT a) (JJ good) (NN boy)) (ADVP (RB otherwise)) (NP (NNP Mrs) (NNP M-))))))))))))) (, ,) (NP (NNP Mrs) (NNP Wilkins)) (VP (MD will) (VP (VB tell) (NP (PRP you)) (PRT (RP off)))) (. .)))"
7014,"(10,)",That 's enough I 'm having my coffee and it 's hot .,"[That/DT, 's/VBZ, enough/JJ, I/PRP, 'm/VBP, having/VBG, my/PRP$, coffee/NN, and/CC, it/PRP, 's/VBZ, hot/JJ, ./.]",(ROOT (S (S (NP (DT That)) (VP (VBZ 's) (ADJP (JJ enough) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG having) (NP (PRP$ my) (NN coffee))))))))) (CC and) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ hot)))) (. .)))
