22906,"(0,)","Cos I don 't know when , when did it happen ?","[Cos/NNP, I/NNP, don/NNP, 't/PRP, know/VBP, when/WRB, ,/,, when/WRB, did/VBD, it/PRP, happen/VB, ?/.]","(ROOT (FRAG (NP (NP (NNP Cos) (NNP I) (NNP don)) (SBAR (S (NP (PRP 't)) (VP (VBP know) (SBAR (SBARQ (WHADVP (WRB when)) (, ,) (WHADVP (WRB when)) (SQ (VBD did) (NP (PRP it)) (VP (VB happen))) (. ?)))))))))"
22906,"(1,)",I don 't know,"[I/PRP, don/VBP, 't/PRP, know/VB]",(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB know))))))
22906,"(2,)",You can 't remember,"[You/PRP, can/MD, 't/PRP, remember/VB]",(ROOT (S (NP (PRP You)) (VP (MD can) (NP (PRP 't)) (S (VP (VB remember))))))
22906,"(3,)","I don 't know , cos he was alright before wasn 't he ?","[I/PRP, don/VBP, 't/PRP, know/VB, ,/,, cos/NN, he/PRP, was/VBD, alright/JJ, before/IN, wasn/NN, 't/PRP, he/PRP, ?/.]","(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB know) (, ,) (S (NP (NP (NN cos)) (SBAR (S (NP (PRP he)) (VP (VBD was) (ADJP (JJ alright) (SBAR (IN before) (S (NP (NN wasn)) (NP (PRP 't))))))))) (NP (PRP he)))))) (. ?)))"
22906,"(4,)",before he went out to play,"[before/IN, he/PRP, went/VBD, out/RB, to/TO, play/VB]",(ROOT (SBAR (IN before) (S (NP (PRP he)) (VP (VBD went) (PRT (RB out)) (S (VP (TO to) (VP (VB play))))))))
22906,"(5,)",Well actually ,"[Well/RB, actually/RB]",(ROOT (FRAG (ADVP (RB Well)) (ADVP (RB actually))))
22906,"(6,)",Oh yeah,"[Oh/UH, yeah/UH]",(ROOT (INTJ (UH Oh) (UH yeah)))
22906,"(7,)",  oh dear .,"[oh/UH, dear/RB, ./.]",(ROOT (S (VP (NP (INTJ (UH oh)) (NP (RB dear)))) (. .)))
22906,"(8,)","Think you 'll do , you did want to get changed and   for half an hour , cos we 've got plenty of things to change into doesn 't matter","[Think/VB, you/PRP, 'll/MD, do/VB, ,/,, you/PRP, did/VBD, want/VB, to/TO, get/VB, changed/VBN, and/CC, for/IN, half/PDT, an/DT, hour/NN, ,/,, cos/NN, we/PRP, 've/VBP, got/VBN, plenty/NN, of/IN, things/NNS, to/TO, change/VB, into/IN, doesn/NN, 't/PRP, matter/VBP]","(ROOT (S (VP (VB Think) (SBAR (S (NP (PRP you)) (VP (MD 'll) (VP (VB do) (PRN (, ,) (S (NP (PRP you)) (VP (VBD did) (VP (VB want) (S (VP (TO to) (VP (VB get) (UCP (VP (VBN changed)) (CC and) (PP (IN for) (NP (PDT half) (DT an) (NN hour)))))))))) (, ,)) (NP (NP (NN cos)) (SBAR (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got) (NP (NP (NN plenty)) (PP (IN of) (NP (NNS things)))) (S (VP (TO to) (VP (VB change))))))))) (PP (IN into) (NP (NP (NN doesn)) (SBAR (S (NP (PRP 't)) (VP (VBP matter)))))))))))))"
22906,"(9,)",Don 't worry,"[Don/NNP, 't/PRP, worry/VBP]",(ROOT (FRAG (NP (NP (NNP Don)) (SBAR (S (NP (PRP 't)) (VP (VBP worry)))))))
