42902,"(0,)",wrong number on the phone ?,"[wrong/JJ, number/NN, on/IN, the/DT, phone/NN, ?/.]",(ROOT (NP (NP (JJ wrong) (NN number)) (PP (IN on) (NP (DT the) (NN phone))) (. ?)))
42902,"(1,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(2, 3, 4, 5)","Said the erm wind chill factor is twenty two below  so that 's  wind chill factor , that means it 's not that temperature otherwise when there 's a  you know the , the gale force wind or erm","[Said/VBD, the/DT, erm/NN, wind/NN, chill/NN, factor/NN, is/VBZ, twenty/CD, two/CD, below/IN, so/RB, that/DT, 's/VBZ, wind/NN, chill/NN, factor/NN, ,/,, that/WDT, means/VBZ, it/PRP, 's/VBZ, not/RB, that/IN, temperature/NN, otherwise/RB, when/WRB, there/EX, 's/VBZ, a/DT, you/PRP, know/VBP, the/DT, ,/,, the/DT, gale/NNP, force/NNP, wind/NN, or/CC, erm/NN]","(ROOT (SINV (VP (VBD Said) (SBAR (S (NP (DT the) (NN erm) (NN wind) (NN chill) (NN factor)) (VP (VBZ is) (NP (NP (CD twenty) (CD two)) (ADVP (IN below) (RB so)) (SBAR (WHNP (DT that)) (S (VP (VBZ 's) (NP (NP (NN wind) (NN chill) (NN factor)) (, ,) (SBAR (WHNP (WDT that)) (S (VP (VBZ means) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (RB not) (SBAR (IN that) (S (NP (NN temperature)) (ADJP (RB otherwise) (SBAR (WHADVP (WRB when)) (S (NP (EX there)) (VP (VBZ 's) (NP (DT a) (S (NP (PRP you)) (VP (VBP know))))))))))))))))))))))))) (NP (NP (DT the)) (, ,) (NP (NP (DT the) (NNP gale) (NNP force) (NN wind)) (CC or) (NP (NN erm))))))"
42902,"(6, 7, 8, 9)",It 's twenty  two  below  from thirty two,"[It/PRP, 's/VBZ, twenty/CD, two/CD, below/IN, from/IN, thirty/CD, two/CD]",(ROOT (S (NP (PRP It)) (VP (VBZ 's) (ADVP (NP (CD twenty) (CD two)) (IN below)) (PP (IN from) (NP (CD thirty) (CD two))))))
42902,"(10,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
42902,"(11, 12)",it 's twenty two so that means that it 's ten degrees  ten above zero .,"[it/PRP, 's/VBZ, twenty/CD, two/CD, so/IN, that/IN, means/VBZ, that/IN, it/PRP, 's/VBZ, ten/CD, degrees/NNS, ten/CD, above/IN, zero/CD, ./.]",(ROOT (S (NP (PRP it)) (VP (VBZ 's) (NP (CD twenty) (CD two)) (SBAR (IN so) (IN that) (S (VP (VBZ means) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ 's) (NP (NP (CD ten) (NNS degrees)) (NP (NP (CD ten)) (PP (IN above) (NP (CD zero)))))))))))) (. .)))
42902,"(13,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
42902,"(14,)",That is very cold .,"[That/DT, is/VBZ, very/RB, cold/JJ, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ is) (ADJP (RB very) (JJ cold))) (. .)))
42902,"(15,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(16,)",It says   wish you could see the shots John has taken .,"[It/PRP, says/VBZ, wish/VB, you/PRP, could/MD, see/VB, the/DT, shots/NNS, John/NNP, has/VBZ, taken/VBN, ./.]",(ROOT (S (NP (PRP It)) (VP (VBZ says) (S (VP (VB wish) (SBAR (S (NP (PRP you)) (VP (MD could) (VP (VB see) (NP (NP (DT the) (NNS shots)) (SBAR (S (NP (NNP John)) (VP (VBZ has) (VP (VBN taken))))))))))))) (. .)))
42902,"(17, 18)",He carries a portfolio with him when he goes out to work  he has them blown up   .,"[He/PRP, carries/VBZ, a/DT, portfolio/NN, with/IN, him/PRP, when/WRB, he/PRP, goes/VBZ, out/IN, to/TO, work/VB, he/PRP, has/VBZ, them/PRP, blown/VBN, up/RP, ./.]",(ROOT (S (NP (PRP He)) (VP (VBZ carries) (NP (DT a) (NN portfolio)) (PP (IN with) (NP (PRP him))) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ goes) (PRT (IN out)) (S (VP (TO to) (VP (VB work) (SBAR (S (NP (PRP he)) (VP (VBZ has) (S (NP (PRP them)) (VP (VBN blown) (PRT (RP up)))))))))))))) (. .)))
42902,"(19,)","He goes out to work , that means he 's going round to the various houses and","[He/PRP, goes/VBZ, out/IN, to/TO, work/VB, ,/,, that/DT, means/VBZ, he/PRP, 's/VBZ, going/VBG, round/NN, to/TO, the/DT, various/JJ, houses/NNS, and/CC]","(ROOT (S (NP (PRP He)) (VP (VBZ goes) (PP (IN out) (NP (S (VP (TO to) (VP (VB work)))) (, ,) (SBAR (WHNP (DT that)) (S (VP (VBZ means) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (VP (VBG going) (NP (NP (NN round)) (PP (TO to) (NP (DT the) (JJ various) (NNS houses)))) (CC and)))))))))))))"
42902,"(20,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(21,)",and taking photographs of the erm rooms before he does all the changing I suppose ?,"[and/CC, taking/VBG, photographs/NNS, of/IN, the/DT, erm/NN, rooms/NNS, before/IN, he/PRP, does/VBZ, all/PDT, the/DT, changing/VBG, I/PRP, suppose/VB, ?/.]",(ROOT (S (CC and) (S (VP (VBG taking) (NP (NP (NNS photographs)) (PP (IN of) (NP (DT the) (NN erm) (NNS rooms)))) (PP (IN before) (NP (PRP he))))) (VP (VBZ does) (S (NP (PDT all) (DT the)) (VP (VBG changing) (S (NP (PRP I)) (VP (VB suppose)))))) (. ?)))
42902,"(22,)",Yeah absolutely .,"[Yeah/UH, absolutely/RB, ./.]",(ROOT (S (VP (NP (INTJ (UH Yeah)) (NP (RB absolutely)))) (. .)))
42902,"(23,)",The upholstery and the curtains and whatever,"[The/DT, upholstery/NN, and/CC, the/DT, curtains/NNS, and/CC, whatever/WDT]",(ROOT (NP (NP (NP (DT The) (NN upholstery)) (CC and) (NP (DT the) (NNS curtains))) (PP (CC and) (NP (WDT whatever)))))
42902,"(24,)","It doesn 't show it on this but you see there 's two zeros , there 's your freezing mark there right ?","[It/PRP, doesn/VBD, 't/PRP, show/VB, it/PRP, on/IN, this/DT, but/CC, you/PRP, see/VBP, there/EX, 's/VBZ, two/CD, zeros/NNS, ,/,, there/EX, 's/VBZ, your/PRP$, freezing/NN, mark/NN, there/RB, right/RB, ?/.]","(ROOT (S (S (S (NP (PRP It)) (VP (VBD doesn) (S (NP (PRP 't)) (VP (VB show) (NP (PRP it)) (PP (IN on) (NP (DT this))))))) (CC but) (S (NP (PRP you)) (VP (VBP see) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (CD two) (NNS zeros)))))))) (, ,) (NP (EX there)) (VP (VBZ 's) (NP (PRP$ your) (NN freezing) (NN mark)) (ADVP (RB there) (RB right))) (. ?)))"
42902,"(25,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(26,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(27,)",That 's thirty two .,"[That/DT, 's/VBZ, thirty/CD, two/CD, ./.]",(ROOT (S (NP (DT That)) (VP (VBZ 's) (NP (CD thirty) (CD two))) (. .)))
42902,"(28,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
42902,"(29,)","Now down here , under the ten","[Now/RB, down/RB, here/RB, ,/,, under/IN, the/DT, ten/CD]","(ROOT (UCP (ADVP (RB Now) (RB down) (RB here)) (, ,) (PP (IN under) (NP (DT the) (CD ten)))))"
42902,"(30,)",Well look what 's,"[Well/RB, look/VB, what/WP, 's/POS]",(ROOT (S (ADVP (RB Well)) (VP (VB look) (NP (WP what)) (S (NP (POS 's))))))
42902,"(31,)",there 's another zero,"[there/EX, 's/VBZ, another/DT, zero/CD]",(ROOT (S (NP (EX there)) (VP (VBZ 's) (NP (DT another) (CD zero)))))
42902,"(32,)",what 's that twenty two there ?,"[what/WP, 's/VBZ, that/DT, twenty/CD, two/CD, there/EX, ?/.]",(ROOT (SBARQ (WHNP (WP what)) (SQ (VBZ 's) (NP (NP (DT that) (CD twenty) (CD two)) (NP (EX there)))) (. ?)))
42902,"(33,)",Is that the bottom of the er gauge ?,"[Is/VBZ, that/IN, the/DT, bottom/NN, of/IN, the/DT, er/NN, gauge/NN, ?/.]",(ROOT (S (VP (VBZ Is) (ADJP (IN that) (NP (NP (DT the) (NN bottom)) (PP (IN of) (NP (DT the) (NN er) (NN gauge)))))) (. ?)))
42902,"(34,)","Bottom of the scale , yeah .","[Bottom/NN, of/IN, the/DT, scale/NN, ,/,, yeah/UH, ./.]","(ROOT (FRAG (PP (NP (NN Bottom)) (PP (IN of) (NP (DT the) (NN scale)))) (, ,) (INTJ (UH yeah)) (. .)))"
42902,"(35,)",So they couldn 't get much colder ?,"[So/IN, they/PRP, couldn/VBP, 't/PRP, get/VB, much/JJ, colder/JJR, ?/.]",(ROOT (S (IN So) (NP (PRP they)) (VP (VBP couldn) (S (NP (PRP 't)) (VP (VB get) (NP (JJ much) (JJR colder))))) (. ?)))
42902,"(36,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
42902,"(37, 38, 39)","No but when they say  when they say i- it 's twenty  twenty below , it 's twenty below that zero there , see there 's ten","[No/DT, but/CC, when/WRB, they/PRP, say/VBP, when/WRB, they/PRP, say/VBP, i-/NN, it/PRP, 's/VBZ, twenty/CD, twenty/CD, below/IN, ,/,, it/PRP, 's/VBZ, twenty/CD, below/IN, that/DT, zero/CD, there/EX, ,/,, see/VB, there/EX, 's/VBZ, ten/CD]","(ROOT (S (ADVP (DT No) (CC but)) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP say) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP say) (NP (NP (NN i-)) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (ADVP (NP (CD twenty) (CD twenty)) (IN below)))))))))))) (, ,) (NP (PRP it)) (VP (VBZ 's) (S (NP (NP (CD twenty)) (PP (IN below) (NP (DT that) (CD zero)))) (NP (EX there))) (, ,) (S (VP (VB see) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (CD ten))))))))))"
