17103,"(0, 1)",Sneak that  that box of sweets in then for mum   .,"[Sneak/VB, that/IN, that/DT, box/NN, of/IN, sweets/NNS, in/IN, then/RB, for/IN, mum/NN, ./.]",(ROOT (S (VP (VB Sneak) (ADJP (IN that) (NP (NP (NP (DT that) (NN box)) (PP (IN of) (NP (NP (NNS sweets)) (PP (IN in) (NP (RB then)))))) (PP (IN for) (NP (NN mum)))))) (. .)))
17103,"(2,)",I bet she knows you 've done that for her .,"[I/PRP, bet/VBP, she/PRP, knows/VBZ, you/PRP, 've/VBP, done/VBN, that/IN, for/IN, her/PRP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP bet) (SBAR (S (NP (PRP she)) (VP (VBZ knows) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN done) (SBAR (IN that) (FRAG (PP (IN for) (NP (PRP her))))))))))))) (. .)))
17103,"(3,)",Eh ?,"[Eh/UH, ?/.]",(ROOT (INTJ (UH Eh) (. ?)))
17103,"(4,)",I bet she knows you 've bought that for her .,"[I/PRP, bet/VBP, she/PRP, knows/VBZ, you/PRP, 've/VBP, bought/VBN, that/DT, for/IN, her/PRP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP bet) (SBAR (S (NP (PRP she)) (VP (VBZ knows) (SBAR (S (NP (PRP you)) (VP (VBP 've) (VP (VBN bought) (NP (NP (DT that)) (PP (IN for) (NP (PRP her)))))))))))) (. .)))
17103,"(5,)","Well she knows that we 're giving her something , yes .","[Well/RB, she/PRP, knows/VBZ, that/IN, we/PRP, 're/VBP, giving/VBG, her/PRP$, something/NN, ,/,, yes/UH, ./.]","(ROOT (S (S (INTJ (RB Well)) (NP (PRP she)) (VP (VBZ knows) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP 're) (VP (VBG giving) (NP (PRP$ her) (NN something)))))))) (, ,) (FRAG (INTJ (UH yes))) (. .)))"
17103,"(6,)","I mean we could have been worse , could have forgotten completely .","[I/PRP, mean/VBP, we/PRP, could/MD, have/VB, been/VBN, worse/JJR, ,/,, could/MD, have/VB, forgotten/VBN, completely/RB, ./.]","(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP we)) (VP (MD could) (VP (VB have) (VP (VBN been) (ADJP (ADJP (JJR worse)) (, ,) (SBAR (S (VP (MD could) (VP (VB have) (VP (VBN forgotten) (ADVP (RB completely)))))))))))))) (. .)))"
17103,"(7,)","I mean it 's easy , cos when mum gets all those things for everybody else , clearly she doesn 't get something for herself .","[I/PRP, mean/VBP, it/PRP, 's/VBZ, easy/JJ, ,/,, cos/NN, when/WRB, mum/NN, gets/VBZ, all/PDT, those/DT, things/NNS, for/IN, everybody/NN, else/RB, ,/,, clearly/RB, she/PRP, doesn/VBZ, 't/PRP, get/VB, something/NN, for/IN, herself/PRP, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (ADJP (JJ easy)) (, ,) (NP (NP (NN cos)) (SBAR (WHADVP (WRB when)) (S (NP (NN mum)) (VP (VBZ gets) (NP (NP (PDT all) (DT those) (NNS things)) (PP (IN for) (NP (NN everybody) (RB else))))))))))))) (, ,) (ADVP (RB clearly)) (S (NP (PRP she)) (VP (VBZ doesn) (S (NP (PRP 't)) (VP (VB get) (NP (NN something)) (PP (IN for) (NP (PRP herself))))))) (. .)))"
17103,"(8,)",Don 't know why not .,"[Don/NNP, 't/PRP, know/VBP, why/WRB, not/RB, ./.]",(ROOT (S (NP (NNP Don) (PRP 't)) (VP (VBP know) (VP (FRAG (WHADVP (WRB why) (RB not))))) (. .)))
17103,"(9,)",What did you get her last year ?,"[What/WP, did/VBD, you/PRP, get/VB, her/PRP$, last/JJ, year/NN, ?/.]",(ROOT (SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP you)) (VP (VB get) (NP (PRP$ her) (JJ last) (NN year)))) (. ?)))
17103,"(10,)",It was the same thing wasn 't it ?,"[It/PRP, was/VBD, the/DT, same/JJ, thing/NN, wasn/JJ, 't/PRP, it/PRP, ?/.]",(ROOT (S (NP (PRP It)) (VP (VBD was) (S (NP (NP (DT the) (JJ same) (NN thing)) (ADJP (JJ wasn) (NP (PRP 't)))) (NP (PRP it)))) (. ?)))
