2308,"(0,)",Looks super to me Lynda .,"[Looks/VBZ, super/NNP, to/TO, me/PRP, Lynda/NNP, ./.]",(ROOT (S (VP (VBZ Looks) (NP (NAC (NNP super) (PP (TO to) (NP (PRP me)))) (NNP Lynda))) (. .)))
2308,"(1,)","Well it probably rounded off to have a total VIF I mean , re-date the IFUT from there   .","[Well/RB, it/PRP, probably/RB, rounded/VBD, off/RP, to/TO, have/VB, a/DT, total/JJ, VIF/NN, I/PRP, mean/VBP, ,/,, re-date/VBP, the/DT, IFUT/NN, from/IN, there/EX, ./.]","(ROOT (SINV (S (INTJ (RB Well)) (NP (PRP it)) (ADVP (RB probably)) (VP (VBD rounded) (PRT (RP off)) (S (VP (TO to) (VP (VB have) (NP (NP (DT a) (JJ total) (NN VIF)) (SBAR (S (NP (PRP I)) (VP (VBP mean)))))))))) (, ,) (VP (VBP re-date)) (NP (NP (DT the) (NN IFUT)) (PP (IN from) (NP (EX there)))) (. .)))"
2308,"(2,)","Mm , mm , I think I 'd better check it before we let it go on .","[Mm/NN, ,/,, mm/NN, ,/,, I/PRP, think/VBP, I/PRP, 'd/MD, better/RB, check/VB, it/PRP, before/IN, we/PRP, let/VBP, it/PRP, go/VB, on/RP, ./.]","(ROOT (NP (NP (NN Mm)) (, ,) (NP (NN mm)) (, ,) (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD 'd) (ADVP (RB better)) (VP (VB check) (NP (PRP it)) (SBAR (IN before) (S (NP (PRP we)) (VP (VBP let) (S (NP (PRP it)) (VP (VB go) (PRT (RP on))))))))))))) (. .)))"
2308,"(3,)",Well I was just about to do that    .,"[Well/RB, I/PRP, was/VBD, just/RB, about/RB, to/TO, do/VB, that/DT, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (VBD was) (NP (RB just) (RB about) (SBAR (S (VP (TO to) (VP (VB do) (NP (DT that)))))))) (. .)))
2308,"(4,)","With , were you ?","[With/IN, ,/,, were/VBD, you/PRP, ?/.]","(ROOT (SBARQ (PP (IN With)) (, ,) (SQ (VBD were) (NP (PRP you))) (. ?)))"
2308,"(5,)",Great .,"[Great/NNP, ./.]",(ROOT (FRAG (NP (NNP Great)) (. .)))
2308,"(6,)","Tear that , thank you .","[Tear/VB, that/IN, ,/,, thank/VB, you/PRP, ./.]","(ROOT (S (VP (VP (VB Tear) (ADVP (IN that))) (, ,) (VP (VB thank) (NP (PRP you)))) (. .)))"
2308,"(7, 8)","Do  do , do you want to actually read through figures ?","[Do/VB, do/VB, ,/,, do/VBP, you/PRP, want/VB, to/TO, actually/RB, read/VB, through/IN, figures/NNS, ?/.]","(ROOT (S (S (VP (VB Do) (VP (VB do)))) (, ,) (VP (VBP do) (S (NP (PRP you)) (VP (VB want) (S (VP (TO to) (VP (ADVP (RB actually)) (VB read) (PP (IN through) (NP (NNS figures))))))))) (. ?)))"
2308,"(9,)","If you like then , I mean I 've done it .","[If/IN, you/PRP, like/IN, then/RB, ,/,, I/PRP, mean/VBP, I/PRP, 've/VBP, done/VBN, it/PRP, ./.]","(ROOT (S (SBAR (IN If) (S (NP (PRP you)) (PP (IN like) (NP (RB then))))) (, ,) (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN done) (NP (PRP it))))))) (. .)))"
2308,"(10, 11)","Right , let  let , let me do the reading .","[Right/RB, ,/,, let/VB, let/VB, ,/,, let/VB, me/PRP, do/VB, the/DT, reading/NN, ./.]","(ROOT (S (ADVP (RB Right)) (, ,) (VP (VP (VB let) (ADVP (VB let))) (, ,) (VP (VB let) (S (NP (PRP me)) (VP (VB do) (NP (DT the) (NN reading)))))) (. .)))"
2308,"(12,)","Three pieces , thirteen by sixteen fifty five by eight , eight , O , five at one five , nine , nine five point six two each .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, sixteen/CD, fifty/CD, five/CD, by/IN, eight/CD, ,/,, eight/CD, ,/,, O/NN, ,/,, five/CD, at/IN, one/CD, five/CD, ,/,, nine/CD, ,/,, nine/CD, five/CD, point/NN, six/CD, two/CD, each/DT, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (NP (CD thirteen)) (PP (IN by) (NP (CD sixteen) (CD fifty)))) (NP (NP (CD five)) (PP (IN by) (NP (CD eight))))) (, ,) (NP (CD eight)) (, ,) (NP (NN O)) (, ,) (NP (NP (CD five)) (PP (IN at) (NP (CD one) (CD five)))) (, ,) (NP (NP (CD nine)) (, ,) (NP (CD nine) (CD five) (NN point))) (NP (NP (CD six) (CD two)) (NP (DT each))) (. .)))"
2308,"(13,)","Three pieces , thirteen by three eight , fifty by seven two fifty at thirty six four O , point two six each .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, three/CD, eight/CD, ,/,, fifty/CD, by/IN, seven/CD, two/CD, fifty/CD, at/IN, thirty/CD, six/CD, four/CD, O/NN, ,/,, point/NN, two/CD, six/CD, each/DT, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD three) (CD eight)))) (, ,) (NP (NP (CD fifty)) (PP (IN by) (NP (CD seven) (CD two)))) (NP (NP (CD fifty)) (PP (IN at) (NP (CD thirty) (CD six)))) (NP (NP (CD four) (NN O)) (, ,) (NP (NN point))) (NP (NP (CD two) (CD six)) (NP (DT each))) (. .)))"
2308,"(14,)","Three pieces , thirteen by five fifty by twelve fifty at seven hundred and fifty six ninety .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, five/CD, fifty/CD, by/IN, twelve/CD, fifty/CD, at/IN, seven/CD, hundred/CD, and/CC, fifty/CD, six/CD, ninety/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD five) (CD fifty))) (PP (IN by) (NP (CD twelve) (CD fifty))) (PP (IN at) (NP (QP (CD seven) (CD hundred) (CC and) (CD fifty) (CD six) (CD ninety))))) (. .)))"
2308,"(15,)","Three pieces , thirteen by two eight fifty , by two eight fifty , eight nine twenty three point O three .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, two/CD, eight/CD, fifty/CD, ,/,, by/IN, two/CD, eight/CD, fifty/CD, ,/,, eight/CD, nine/CD, twenty/CD, three/CD, point/NN, O/NN, three/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (PP (IN by) (NP (QP (CD two) (CD eight)) (CD fifty))) (, ,) (PP (IN by) (NP (CD two))) (NP (CD eight) (CD fifty)))) (, ,) (NP (NP (QP (CD eight) (CD nine))) (NP (CD twenty))) (NP (NP (CD three) (NN point) (NN O)) (NP (CD three))) (. .)))"
2308,"(16,)","Three pieces , thirteen by one O five by seven six O at ninety six , ninety one .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, one/CD, O/NN, five/CD, by/IN, seven/CD, six/CD, O/NN, at/IN, ninety/CD, six/CD, ,/,, ninety/CD, one/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (PP (IN by) (NP (CD one) (NN O))) (PP (NP (CD five)) (IN by) (NP (NP (CD seven) (CD six) (NN O)) (PP (IN at) (NP (QP (CD ninety) (CD six)))))))) (, ,) (NP (CD ninety) (CD one)) (. .)))"
2308,"(17,)","Two pieces , thirteen by two four O , by one O eight O , at two ninety nine , forty seven .","[Two/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, two/CD, four/CD, O/NN, ,/,, by/IN, one/CD, O/NN, eight/CD, O/NN, ,/,, at/IN, two/CD, ninety/CD, nine/CD, ,/,, forty/CD, seven/CD, ./.]","(ROOT (NP (NP (CD Two) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (PP (IN by) (NP (QP (CD two) (CD four)) (NN O))) (, ,) (PP (IN by) (NP (CD one) (NN O))) (NP (CD eight) (NN O)))) (, ,) (PP (IN at) (NP (NP (QP (CD two) (CD ninety)) (CD nine)) (, ,) (NP (CD forty) (CD seven)))) (. .)))"
2308,"(18,)","Three pieces , thirteen by nine hundred by eight nine hundred at eight seven nine three point two five .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, nine/CD, hundred/CD, by/IN, eight/CD, nine/CD, hundred/CD, at/IN, eight/CD, seven/CD, nine/CD, three/CD, point/NN, two/CD, five/CD, ./.]","(ROOT (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD nine) (CD hundred))) (PP (IN by) (NP (CD eight) (CD nine)) (X (NP (NP (CD hundred)) (PP (IN at) (NP (CD eight) (CD seven)))) (NP (CD nine)) (NP (NP (CD three) (NN point)) (NP (CD two) (CD five)))))) (. .)))"
2308,"(19,)","Three pieces , thirteen by twelve hundred by eight seven fifty at eleven five twenty seven , fifty five .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, twelve/CD, hundred/CD, by/IN, eight/CD, seven/CD, fifty/CD, at/IN, eleven/CD, five/CD, twenty/CD, seven/CD, ,/,, fifty/CD, five/CD, ./.]","(ROOT (FRAG (PP (PP (NP (NP (CD Three) (NNS pieces)) (, ,) (NP (NP (CD thirteen)) (PP (IN by) (NP (CD twelve) (CD hundred))))) (IN by) (NP (QP (CD eight) (CD seven)) (CD fifty))) (PP (IN at) (NP (QP (CD eleven) (CD five)) (CD twenty)))) (NP (CD seven)) (, ,) (NP (CD fifty) (CD five)) (. .)))"
2308,"(20,)","Three pieces , thirteen by four thousand by seven two hundred at three one six one eight point four , four .","[Three/CD, pieces/NNS, ,/,, thirteen/CD, by/IN, four/CD, thousand/CD, by/IN, seven/CD, two/CD, hundred/CD, at/IN, three/CD, one/CD, six/CD, one/CD, eight/CD, point/NN, four/CD, ,/,, four/CD, ./.]","(ROOT (NP (NP (CD Three)) (NP (NP (NNS pieces)) (, ,) (ADVP (NP (CD thirteen)) (PP (IN by) (NP (QP (CD four) (CD thousand))) (PP (IN by) (NP (CD seven) (CD two)))))) (NP (NP (CD hundred)) (PP (IN at) (NP (CD three) (CD one)))) (NP (NP (QP (CD six) (CD one))) (NP (CD eight) (NN point))) (NP (NP (CD four)) (, ,) (NP (CD four))) (. .)))"
