swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1015_2355.utt,2/sw2355,2355,0,o,A,1,1,"Okay, {F um, }  /","Okay/UH ,/, um/UH ,/,","(ROOT (INTJ (INTJ (UH Okay)) (, ,) (INTJ (UH um) (, ,))))",
sw10utt/sw_1015_2355.utt,2/sw2355,2355,1,qo,A,1,2,what do you think about the war recently? /,what/WP do/VBP you/PRP think/VB about/IN the/DT war/NN recently/RB ?/.,(ROOT (SBARQ (WHNP (WP what)) (SQ (VBP do) (NP (PRP you)) (VP (VB think) (PP (IN about) (NP (DT the) (NN war))) (ADVP (RB recently)))) (. ?))),
sw10utt/sw_1015_2355.utt,2/sw2355,2355,2,qy^d,B,2,1,The war? /,The/DT war/NN ?/.,(ROOT (NP (DT The) (NN war) (. ?))),
sw10utt/sw_1015_2355.utt,2/sw2355,2355,3,ny,A,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1015_2355.utt,2/sw2355,2355,4,qy^d,B,4,1,You mean in terms of the economy  /,You/PRP mean/VBP in/IN terms/NNS of/IN the/DT economy/NN,(ROOT (S (NP (PRP You)) (VP (VBP mean) (PP (IN in) (NP (NP (NNS terms)) (PP (IN of) (NP (DT the) (NN economy)))))))),
sw10utt/sw_1015_2355.utt,2/sw2355,2355,5,%,B,4,2,"{C or, } -/","or/CC ,/,","(ROOT (FRAG (CC or) (ADVP (, ,))))",
sw10utt/sw_1015_2355.utt,2/sw2355,2355,6,na,A,5,1,"{F Uh, } the economy, - /","Uh/UH ,/, the/DT economy/NN ,/,","(ROOT (FRAG (NP (NP (UH Uh)) (, ,) (NP (DT the) (NN economy)) (, ,))))",
sw10utt/sw_1015_2355.utt,2/sw2355,2355,7,%,A,5,2,"the, - /","the/DT ,/,","(ROOT (X (DT the) (, ,)))",
sw10utt/sw_1015_2355.utt,2/sw2355,2355,8,sd,A,5,3,"our soldiers going over, {F uh, } -/","our/PRP$ soldiers/NNS going/VBG over/RB ,/, uh/UH ,/,","(ROOT (NP (S (NP (PRP$ our) (NNS soldiers)) (VP (VP (VBG going) (ADVP (RB over))) (PRN (, ,) (INTJ (UH uh)) (, ,))))))",
sw10utt/sw_1015_2355.utt,2/sw2355,2355,9,b,B,6,1,"{F Oh, } /","Oh/UH ,/,","(ROOT (INTJ (UH Oh) (, ,)))",
