swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0910_2955.utt,2/sw2955,2955,0,sv,A,1,1,"{D Well, } I guess it depends on what age.  /","Well/UH ,/, I/PRP guess/VBP it/PRP depends/VBZ on/IN what/WP age/NN ./.","(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP it)) (VP (VBZ depends) (WHPP (IN on) (WHNP (WP what) (NP (NN age)))))))) (. .)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,1,sd,A,1,2,"I am in the thirty something,  /","I/PRP am/VBP in/IN the/DT thirty/CD something/NN ,/,","(ROOT (S (NP (PRP I)) (VP (VBP am) (PP (IN in) (NP (DT the) (CD thirty) (NN something)))) (, ,)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,2,sd,A,1,3,"{C so } I know,  /","so/RB I/PRP know/VBP ,/,","(ROOT (S (NP (RB so) (PRP I)) (VP (VBP know)) (, ,)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,3,sd,A,1,4,{E I mean } I lived through it.  /,I/PRP mean/VBP I/PRP lived/VBD through/IN it/PRP ./.,(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP I)) (VP (VBD lived) (PP (IN through) (NP (PRP it))))))) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,4,qy,A,1,5,"{F Uh, } are you old enough to know about the war? /","Uh/UH ,/, are/VBP you/PRP old/JJ enough/RB to/TO know/VB about/IN the/DT war/NN ?/.","(ROOT (SINV (FRAG (INTJ (UH Uh))) (, ,) (VP (VBP are)) (NP (NP (PRP you)) (ADJP (JJ old) (RB enough) (S (VP (TO to) (VP (VB know) (PP (IN about) (NP (DT the) (NN war)))))))) (. ?)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,5,na,B,2,1,"{F Uh, } just barely. /","Uh/UH ,/, just/RB barely/RB ./.","(ROOT (FRAG (INTJ (UH Uh)) (, ,) (ADVP (RB just) (RB barely)) (. .)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,6,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,7,b,B,4,1,"Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,8,sd,B,4,2,"I am, {F uh, }  twenty-nine. /","I/PRP am/VBP ,/, uh/UH ,/, twenty-nine/CD ./.","(ROOT (S (NP (PRP I)) (VP (VBP am) (, ,) (INTJ (UH uh)) (, ,) (NP (CD twenty-nine))) (. .)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,9,bk,A,5,1,Okay. /,Okay/UH ./.,(ROOT (INTJ (UH Okay) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,10,%,B,6,1,"{C So, } {F uh, } -/","So/UH ,/, uh/UH ,/,","(ROOT (S (VP (UH So) (PRN (, ,) (INTJ (UH uh)) (, ,)))))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,11,b,A,7,1,"{D Well, } yeah,  /","Well/UH ,/, yeah/UH ,/,","(ROOT (INTJ (INTJ (UH Well)) (, ,) (INTJ (UH yeah) (, ,))))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,12,sv,A,7,2,you are old enough. /,you/PRP are/VBP old/JJ enough/RB ./.,(ROOT (S (NP (PRP you)) (VP (VBP are) (ADJP (JJ old) (RB enough))) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,13,aa,B,8,1,Yeah.  /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,14,%,B,8,2,{C But } -- -/,But/CC --/:,(ROOT (NP (CC But))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,15,sv,A,9,1,{C But } it was on the fringe. /,But/CC it/PRP was/VBD on/IN the/DT fringe/NN ./.,(ROOT (S (CC But) (NP (PRP it)) (VP (VBD was) (PP (IN on) (NP (DT the) (NN fringe)))) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,16,aa,B,10,1,"-- just, {F uh, } yeah,  /","--/: just/RB ,/, uh/UH ,/, yeah/UH ,/,","(ROOT (FRAG (S (ADJP (ADJP (RB just)) (PRN (, ,) (INTJ (UH uh) (, ,) (UH yeah)) (, ,))))))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,17,aa,B,10,2,exactly.  /,exactly/RB ./.,(ROOT (FRAG (ADVP (RB exactly)) (. .))),
sw09utt/sw_0910_2955.utt,2/sw2955,2955,18,sd,B,10,3,"Had some friends [ that were, + that were ] in it. /","Had/VBD some/DT friends/NNS that/WDT were/VBD ,/, that/WDT were/VBD in/IN it/PRP ./.","(ROOT (S (S (VP (VBD Had) (NP (NP (DT some) (NNS friends)) (SBAR (WHNP (WDT that)) (S (VP (VBD were))))))) (, ,) (NP (WDT that)) (VP (VBD were) (PP (IN in) (NP (PRP it)))) (. .)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,19,sd,A,11,1,"It ended, {F uh, } when I was in, {F uh, } college.  [ In, + {F uh, } when ] I turned nineteen in nineteen seventy,  /","It/PRP ended/VBD ,/, uh/UH ,/, when/WRB I/PRP was/VBD in/IN ,/, uh/UH ,/, college/NN ./. In/IN ,/, uh/UH ,/, when/WRB I/PRP turned/VBD nineteen/CD in/IN nineteen/CD seventy/CD ,/,","(ROOT (S (NP (PRP It)) (VP (VBD ended) (PRN (, ,) (INTJ (UH uh)) (, ,)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD was) (S (NP (NP (IN in)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (NN college)) (. .))) (PP (IN In) (PRN (, ,) (INTJ (UH uh)) (, ,))))) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (VBD turned) (NP (CD nineteen)) (PP (IN in) (NP (CD nineteen) (CD seventy))))))))) (, ,)))",
sw09utt/sw_0910_2955.utt,2/sw2955,2955,20,sd,A,11,2,"I cannot even remember at this point.  {F Uh, }  /","I/PRP can/MD not/RB even/RB remember/VB at/IN this/DT point/NN ./. Uh/UH ,/,","(ROOT (S (NP (PRP I)) (VP (MD can) (RB not) (ADVP (RB even)) (VP (VB remember) (PP (IN at) (FRAG (NP (DT this) (NN point) (. .)))) (NP (UH Uh)))) (, ,)))",
