swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0780_2393.utt,2/sw2393,2393,0,o,A,1,1,<Child> All right. /,All/RB right/JJ ./.,(ROOT (FRAG (ADVP (RB All) (JJ right)) (. .))),
sw07utt/sw_0780_2393.utt,2/sw2393,2393,1,sd,B,2,1,"{D Well, } {F um, } we lived, - /","Well/UH ,/, um/UH ,/, we/PRP lived/VBD ,/,","(ROOT (S (INTJ (UH Well) (, ,) (UH um)) (, ,) (ADVP (PRP we)) (VP (VBD lived)) (, ,)))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,2,sd,B,2,2,"I grew up in San Antonio,  /","I/PRP grew/VBD up/RP in/IN San/NNP Antonio/NNP ,/,","(ROOT (S (NP (PRP I)) (VP (VBD grew) (PRT (RP up)) (PP (IN in) (NP (NNP San) (NNP Antonio)))) (, ,)))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,3,sd,B,2,3,"{C and } I was used to the heat,  /","and/CC I/PRP was/VBD used/JJ to/IN the/DT heat/NN ,/,","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD was) (ADJP (JJ used) (PP (IN to) (NP (DT the) (NN heat))))) (, ,))))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,4,sd,B,2,4,"{C and } I was used to what couldn't grow <laughter>  down there,  /","and/CC I/PRP was/VBD used/JJ to/IN what/WP could/MD n't/RB grow/VB down/IN there/RB ,/,","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD was) (ADJP (JJ used) (PP (IN to) (SBAR (WHNP (WP what)) (S (VP (MD could) (RB n't) (VP (VB grow) (ADVP (IN down) (RB there))))))) (, ,))))))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,5,sd,B,2,5,"{C and } we had a small, {F um, } farm house out in Castroville which is  just, {F uh, } to the west of San Antonio -- /","and/CC we/PRP had/VBD a/DT small/JJ ,/, um/UH ,/, farm/NN house/NN out/IN in/IN Castroville/NNP which/WDT is/VBZ just/RB ,/, uh/UH ,/, to/IN the/DT west/RB of/IN San/NNP Antonio/NNP --/:","(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBD had) (NP (DT a) (ADJP (ADJP (JJ small)) (PRN (, ,) (INTJ (UH um)) (, ,))) (NN farm) (NN house)) (PP (IN out) (IN in) (NP (NP (NNP Castroville)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADVP (RB just)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (PP (IN to) (NP (NP (DT the) (RB west)) (PP (IN of) (NP (NNP San) (NNP Antonio)))))))))))))))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,6,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw07utt/sw_0780_2393.utt,2/sw2393,2393,7,sd,B,4,1,"-- {C and } we <<children in background>> did a lot of gardening out there,  and, {F uh, } mostly in raised beds so  we could keep the, {F uh, } soil nice, because basically out there it was mostly a clay soil, very hard [ to, + to ] grow, very hard to cultivate,  /","--/: and/CC we/PRP did/VBD a/DT lot/NN of/IN gardening/NN out/IN there/RB ,/, and/CC ,/, uh/UH ,/, mostly/RB in/IN raised/JJ  beds/NNS so/IN we/PRP could/MD keep/VB the/DT ,/, uh/UH ,/, soil/NN nice/JJ ,/, because/IN basically/RB out/IN there/RB it/PRP was/VBD mostly/RB a/DT clay/NN soil/NN ,/, very/RB hard/JJ to/TO ,/, to/TO grow/VB ,/, very/RB hard/JJ to/TO cultivate/VB ,/,","(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBD did) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN gardening)))) (PP (IN out) (UCP (ADVP (RB there)) (, ,) (CC and) (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (RB mostly) (IN in) (NP (JJ raised) (NNS beds))))) (SBAR (IN so) (S (NP (PRP we)) (VP (MD could) (VP (VB keep) (S (NP (ADJP (DT the) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NN soil)) (ADJP (JJ nice))))))) (, ,) (SBAR (IN because) (S (PP (ADVP (RB basically)) (IN out) (NP (RB there))) (NP (PRP it)) (VP (VBD was) (ADVP (RB mostly)) (NP (NP (DT a) (NN clay) (NN soil)) (, ,) (ADJP (RB very) (JJ hard) (PP (TO to))) (, ,) (S (VP (TO to) (VP (VB grow) (PRN (, ,) (ADVP (RB very) (JJ hard) (S (VP (TO to) (VP (VB cultivate))))) (, ,)))))))))))))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,8,sd,B,4,2,"{C and } when  we came up, here, {F uh, } to California, {F uh, } we're in the Monterrey area,  /","and/CC when/WRB we/PRP came/VBD up/IN ,/, here/RB ,/, uh/UH ,/, to/IN California/NNP ,/, uh/UH ,/, we/PRP 're/VBP in/IN the/DT Monterrey/NNP area/NN ,/,","(ROOT (PRN (CC and) (SBAR (WHADVP (WRB when)) (S (S (NP (PRP we)) (VP (VBD came) (ADVP (IN up)) (, ,) (ADVP (ADVP (RB here)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (PP (IN to) (NP (NNP California))))) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP we)) (VP (VBP 're) (PP (IN in) (NP (DT the) (NNP Monterrey) (NN area)))) (, ,))))))",
sw07utt/sw_0780_2393.utt,2/sw2393,2393,9,sd,B,4,3,"{C and } it's very, {F uh, } nice sandy soil, rich soil,  /","and/CC it/PRP 's/BES very/RB ,/, uh/UH ,/, nice/JJ sandy/JJ soil/NN ,/, rich/JJ soil/NN ,/,","(ROOT (PRN (CC and) (S (NP (PRP it)) (VP (BES 's) (ADVP (RB very)) (, ,) (INTJ (UH uh)) (, ,) (S (NP (NP (JJ nice) (JJ sandy) (NN soil)) (, ,) (NP (JJ rich) (NN soil)) (, ,)))))))",
