swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1002_2426.utt,2/sw2426,2426,0,o,B,1,1,Okay. /,Okay/UH ./.,(ROOT (INTJ (UH Okay) (. .))),
sw10utt/sw_1002_2426.utt,2/sw2426,2426,1,%,A,2,1,"{D Well, } I haven't, {F uh, } {D you know, } - /","Well/UH ,/, I/PRP have/VBP n't/RB ,/, uh/UH ,/, you/PRP know/VBP ,/,","(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP I)) (VP (VBP have) (S (ADVP (RB n't)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP you)) (VP (VBP know)))) (, ,)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,2,sd,A,2,2,"when the war was on I watched C N N and, {F uh, } NIGHTLINE --","when/WRB the/DT war/NN was/VBD on/IN I/PRP watched/VBD C/NN N/NN N/NN and/CC ,/, uh/UH ,/, NIGHTLINE/NNP --/:","(ROOT (SBAR (WHADVP (WRB when)) (S (S (NP (DT the) (NN war)) (VP (VBD was) (PP (IN on) (NP (PRP I))) (VP (VBD watched) (NP (NN C) (NN N) (NN N))))) (CC and) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NNP NIGHTLINE)) (ADVP (RB pretty) (RB regularly)) (ADVP (CC and)) (VP (VBP read) (NP (NP (DT the) (NN paper)) (CC and) (NP (DT all))))))))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,3,b,B,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1002_2426.utt,2/sw2426,2426,4,+,A,4,1,-- pretty regularly  and read the paper and all  /,--/: pretty/RB regularly/RB and/CC read/VBP the/DT paper/NN and/CC all/DT,"(ROOT (SBAR (WHADVP (WRB when)) (S (S (NP (DT the) (NN war)) (VP (VBD was) (PP (IN on) (NP (PRP I))) (VP (VBD watched) (NP (NN C) (NN N) (NN N))))) (CC and) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NNP NIGHTLINE)) (ADVP (RB pretty) (RB regularly)) (ADVP (CC and)) (VP (VBP read) (NP (NP (DT the) (NN paper)) (CC and) (NP (DT all))))))))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,5,%,A,4,2,"{C but } when, {F uh, } - /","but/CC when/WRB ,/, uh/UH ,/,","(ROOT (FRAG (CC but) (INTJ (WRB when)) (, ,) (INTJ (UH uh)) (, ,)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,6,sd,A,4,3,"lately, {D like } the last week or two I guess with Easter <laughter>,","lately/RB ,/, like/IN the/DT last/JJ week/NN or/CC two/CD I/PRP guess/VBP with/IN Easter/NNP ,/,","(ROOT (S (ADVP (RB lately)) (, ,) (S (PP (IN like) (NP (NP (DT the) (JJ last) (NN week)) (CC or) (NP (CD two)))) (NP (PRP I)) (VP (VBP guess) (PP (IN with) (NP (NNP Easter))))) (, ,) (CC and) (S (NP (NP (NN spring) (NN break)) (PP (IN with) (NP (DT the) (NNS kids)))) (NP (PRP I))) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP I)) (VP (VBD had) (RB n't) (VP (VBN been) (VP (VBG thinking) (ADVP (JJ much)) (PP (IN about) (NP (DT the) (NNP Middle) (NNP East))))))) (CC and) (S (NP (WP what)) (VP (BES 's) (VP (VBG going) (PRT (RP on)) (PP (IN over) (NP (RB there)))))) (. .)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,7,x,B,5,1,<Laughter>.,,X,
sw10utt/sw_1002_2426.utt,2/sw2426,2426,8,+,A,6,1,"and spring break with the kids [ I, + {F um, } I ] hadn't been thinking much about the Middle East and what's going on over there.  /","and/CC spring/NN break/NN with/IN the/DT kids/NNS I/PRP ,/, um/UH ,/, I/PRP had/VBD n't/RB been/VBN thinking/VBG much/JJ about/IN the/DT Middle/NNP East/NNP and/CC what/WP 's/BES going/VBG on/RP over/IN there/RB ./.","(ROOT (S (ADVP (RB lately)) (, ,) (S (PP (IN like) (NP (NP (DT the) (JJ last) (NN week)) (CC or) (NP (CD two)))) (NP (PRP I)) (VP (VBP guess) (PP (IN with) (NP (NNP Easter))))) (, ,) (CC and) (S (NP (NP (NN spring) (NN break)) (PP (IN with) (NP (DT the) (NNS kids)))) (NP (PRP I))) (, ,) (S (INTJ (UH um)) (, ,) (NP (PRP I)) (VP (VBD had) (RB n't) (VP (VBN been) (VP (VBG thinking) (ADVP (JJ much)) (PP (IN about) (NP (DT the) (NNP Middle) (NNP East))))))) (CC and) (S (NP (WP what)) (VP (BES 's) (VP (VBG going) (PRT (RP on)) (PP (IN over) (NP (RB there)))))) (. .)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,9,qy,A,6,2,Have you been keeping up? /,Have/VBP you/PRP been/VBN keeping/VBG up/RP ?/.,(ROOT (SQ (VBP Have) (NP (PRP you)) (VP (VBN been) (VP (VBG keeping) (PRT (RP up)))) (. ?))),
sw10utt/sw_1002_2426.utt,2/sw2426,2426,10,na,B,7,1,"{D Well, } {F uh, } just really the last couple of days  since [ this, + {F uh, } the,  ] U N debate or whatever you want to call it that, {F uh, } voted on whether there was going to be a cease fire.  /","Well/UH ,/, uh/UH ,/, just/RB really/RB the/DT last/JJ couple/NN of/IN days/NNS since/IN this/DT ,/, uh/UH ,/, the/DT ,/, U/NNP N/NNP debate/NN or/CC whatever/WDT you/PRP want/VBP to/TO call/VB it/PRP that/IN ,/, uh/UH ,/, voted/VBD on/IN whether/IN there/EX was/VBD going/VBG to/TO be/VB a/DT cease/VB fire/NN ./.","(ROOT (S (INTJ (UH Well) (, ,) (UH uh)) (, ,) (NP (NP (RB just) (RB really)) (SBAR (S (VP (NP (NP (NP (DT the) (JJ last) (NN couple)) (PP (IN of) (NP (NP (NNS days)) (PP (IN since) (NP (NP (ADJP (DT this) (PRN (, ,) (INTJ (UH uh)) (, ,))) (DT the)) (, ,) (NP (NNP U) (NNP N) (NN debate))))))) (CC or) (SBAR (WHNP (WDT whatever)) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB call) (S (NP (PRP it)) (ADJP (IN that)))))))))) (PRN (, ,) (INTJ (UH uh)) (, ,)))))) (VP (VBD voted) (PP (IN on) (SBAR (IN whether) (S (NP (EX there)) (VP (VBD was) (VP (VBG going) (S (VP (TO to) (VP (VB be) (S (NP (DT a)) (VP (VB cease) (NP (NN fire))))))))))))) (. .)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,11,sv,B,7,2,"I guess, {D you know, } the thing really isn't over. /","I/PRP guess/VBP ,/, you/PRP know/VBP ,/, the/DT thing/NN really/RB is/VBZ n't/RB over/RB ./.","(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (DT the) (NN thing)) (ADVP (RB really)) (VP (VBZ is) (RB n't) (ADJP (RB over)))))) (. .)))",
sw10utt/sw_1002_2426.utt,2/sw2426,2426,12,b,A,8,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1002_2426.utt,2/sw2426,2426,13,sv,B,9,1,"[ They, + {F uh, } they ] had, {F uh, } [ kind of, + ] {F uh, } I don't know if you call it standout or whatever  /","They/PRP ,/, uh/UH ,/, they/PRP had/VBD ,/, uh/UH ,/, kind/RB of/RB ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB if/IN you/PRP call/VBP it/PRP standout/NN or/CC whatever/WDT","(ROOT (SBAR (WHNP (NP (PRP They)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (S (NP (PRP they)) (VP (VBD had) (, ,) (INTJ (UH uh)) (, ,) (S (ADVP (RB kind) (RB of)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (SBAR (IN if) (S (NP (PRP you)) (VP (VBP call) (S (NP (PRP it)) (NP (NN standout)))))) (CC or) (SBAR (WHADVP (WDT whatever)))))))))))",
