swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1043_2293.utt,2/sw2293,2293,0,o,A,1,1,Okay. /,Okay/UH ./.,(ROOT (INTJ (UH Okay) (. .))),
sw10utt/sw_1043_2293.utt,2/sw2293,2293,1,sd^t,B,2,1,"{D Well, } discussing air pollution today, I guess. /","Well/UH ,/, discussing/VBG air/NN pollution/NN today/NN ,/, I/PRP guess/VBP ./.","(ROOT (S (S (INTJ (UH Well)) (, ,) (S (VP (VBG discussing) (NP (NN air) (NN pollution)) (NP (NN today)))) (, ,) (NP (PRP I)) (VP (VBP guess))) (. .)))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,2,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1043_2293.utt,2/sw2293,2293,3,ad,B,4,1,"{F Um, } {F uh, } {D well, } give me your first impressions. /","Um/UH ,/, uh/UH ,/, well/UH ,/, give/VB me/PRP your/PRP$ first/JJ impressions/NNS ./.","(ROOT (S (INTJ (INTJ (UH Um)) (, ,) (INTJ (UH uh) (, ,) (UH well))) (, ,) (VP (VB give) (NP (PRP me)) (NP (PRP$ your) (JJ first) (NNS impressions))) (. .)))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,4,h,A,5,1,"{F Uh, } I don't know,  /","Uh/UH ,/, I/PRP do/VBP n't/RB know/VB ,/,","(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,5,sv,A,5,2,there's a lot of air pollution. /,there/EX 's/BES a/DT lot/NN of/IN air/NN pollution/NN ./.,(ROOT (S (NP (EX there)) (VP (BES 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN air) (NN pollution))))) (. .))),
sw10utt/sw_1043_2293.utt,2/sw2293,2293,6,b,B,6,1,Yeah. /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw10utt/sw_1043_2293.utt,2/sw2293,2293,7,sv,A,7,1,"{F Um, } I think industries and companies provide a lot of it -- /","Um/UH ,/, I/PRP think/VBP industries/NNS and/CC companies/NNS provide/VBP a/DT lot/NN of/IN it/PRP --/:","(ROOT (NP (S (S (INTJ (UH Um)) (, ,) (NP (PRP I)) (VP (VBP think) (NP (NNS industries)))) (CC and) (S (NP (NNS companies)) (VP (VBP provide) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP it)))))))))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,8,b,B,8,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1043_2293.utt,2/sw2293,2293,9,sv,A,9,1,"-- {C and, }  [ with, +  {F uh, } I guess with ] the oil burning over in Kuwait and stuff, that would have a lot of air pollution in it. /","--/: and/CC ,/, with/IN ,/, uh/UH ,/, I/PRP guess/VBP with/IN the/DT oil/NN burning/VBG over/IN in/IN Kuwait/NNP and/CC stuff/NN ,/, that/DT would/MD have/VB a/DT lot/NN of/IN air/NN pollution/NN in/IN it/PRP ./.","(ROOT (S (CC and) (, ,) (SBAR (IN with) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP guess) (PP (IN with) (NP (NP (DT the) (NN oil)) (VP (VBG burning) (PP (IN over) (IN in) (NP (NP (NNP Kuwait)) (CC and) (NP (NN stuff)))))))))) (, ,) (NP (DT that)) (VP (MD would) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NN air) (NN pollution)) (PP (IN in) (NP (PRP it)))))))) (. .)))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,10,%,B,10,1,"{F Uh, } puts a whole, - /","Uh/UH ,/, puts/VBZ a/DT whole/NN ,/,","(ROOT (FRAG (INTJ (UH Uh)) (, ,) (PP (VBZ puts) (NP (NP (DT a) (NN whole)) (, ,)))))",
sw10utt/sw_1043_2293.utt,2/sw2293,2293,11,%,B,10,2,"yeah,  /","yeah/UH ,/,","(ROOT (FRAG (PP (UH yeah)) (, ,)))",
