swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0935_2774.utt,2/sw2774,2774,0,o,A,1,1,"All right,  /","All/RB right/JJ ,/,","(ROOT (FRAG (S (ADJP (ADJP (RB All)) (PRN (PP (JJ right)) (, ,))))))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,1,sd,A,1,2,"I guess [ our, + we're ] in the process of a home repair right at this point  /","I/PRP guess/VBP our/PRP$ ,/, we/PRP 're/VBP in/IN the/DT process/NN of/IN a/DT home/NN repair/NN right/RB at/IN this/DT point/NN","(ROOT (NP (S (S (NP (PRP I)) (VP (VBP guess) (NP (PRP$ our)))) (, ,) (NP (PRP we)) (VP (VBP 're) (PP (IN in) (NP (NP (DT the) (NN process)) (PP (IN of) (NP (DT a) (NN home) (NN repair))))) (ADVP (RB right) (PP (IN at) (NP (DT this) (NN point))))))))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,2,sd,A,1,3,"{C because } [ we're, + we're ] painting the outside of our house.  /","because/IN we/PRP 're/VBP ,/, we/PRP 're/VBP painting/VBG the/DT outside/NN of/IN our/PRP$ house/NN ./.","(ROOT (S (SBAR (IN because) (S (NP (PRP we)) (VP (VBP 're)))) (, ,) (NP (PRP we)) (VP (VBP 're) (VP (VBG painting) (NP (NP (DT the) (NN outside)) (PP (IN of) (NP (PRP$ our) (NN house)))))) (. .)))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,3,h,A,1,4,"I don't know,  /","I/PRP do/VBP n't/RB know/VB ,/,","(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,4,sv,A,1,5,I guess you would consider that a home repair. /,I/PRP guess/VBP you/PRP would/MD consider/VB that/DT a/DT home/NN repair/NN ./.,(ROOT (S (NP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP you)) (VP (MD would) (VP (VB consider) (S (NP (DT that)) (NP (DT a) (NN home) (NN repair)))))))) (. .))),
sw09utt/sw_0935_2774.utt,2/sw2774,2774,5,b,B,2,1,Huh-uh. /,Huh-uh/UH ./.,(ROOT (INTJ (UH Huh-uh) (. .))),
sw09utt/sw_0935_2774.utt,2/sw2774,2774,6,sv,A,3,1,"Certainly, {F uh, } {F uh, }  /","Certainly/UH ,/, uh/UH ,/, uh/UH ,/,","(ROOT (S (VP (UH Certainly) (PRN (, ,) (INTJ (UH uh) (, ,) (UH uh)) (, ,)))))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,7,sd,A,3,2,"{C and } interesting enough, this time we're changing the color which makes it an addition.  /","and/CC interesting/JJ enough/RB ,/, this/DT time/NN we/PRP 're/VBP changing/VBG the/DT color/NN which/WDT makes/VBZ it/PRP an/DT addition/NN ./.","(ROOT (FRAG (CC and) (NP (NP (JJ interesting)) (SBAR (S (S (ADJP (RB enough))) (, ,) (NP (DT this) (NN time)) (NP (PRP we)) (VP (VBP 're) (VP (VBG changing) (NP (NP (DT the) (NN color)) (SBAR (WHNP (WDT which)) (S (VP (VBZ makes) (S (NP (PRP it)) (NP (DT an) (NN addition))))))))))) (. .))))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,8,qw,A,3,3,"What is your most recent, -/","What/WP is/VBZ your/PRP$ most/RBS recent/JJ ,/,","(ROOT (SBAR (WHNP (WP What)) (S (VP (VBZ is) (NP (NP (PRP$ your)) (ADJP (RBS most) (JJ recent)))) (, ,))))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,9,sd,B,4,1,"We just  ((   ))  did that, too. /","We/PRP just/RB MUMBLEx/XX did/VBD that/DT ,/, too/RB ./.","(ROOT (S (NP (PRP We)) (ADVP (RB just) (XX MUMBLEx)) (VP (VBD did) (NP (DT that)) (, ,) (ADVP (RB too))) (. .)))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,10,qy^g,A,5,1,"You did that recently too, uh,? /","You/PRP did/VBD that/DT recently/RB too/RB ,/, uh/UH ,/, ?/.","(ROOT (S (NP (PRP You)) (VP (VBD did) (NP (DT that)) (ADVP (ADVP (RB recently) (RB too)) (PRN (, ,) (INTJ (UH uh)) (, ,)))) (. ?)))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,11,ny,B,6,1,Yes. /,Yes/UH ./.,(ROOT (INTJ (UH Yes) (. .))),
sw09utt/sw_0935_2774.utt,2/sw2774,2774,12,qy,A,7,1,Does it make a big difference? /,Does/VBZ it/PRP make/VB a/DT big/JJ difference/NN ?/.,(ROOT (SQ (VBZ Does) (NP (PRP it)) (VP (VB make) (NP (DT a) (JJ big) (NN difference))) (. ?))),
sw09utt/sw_0935_2774.utt,2/sw2774,2774,13,ny,B,8,1,"{F Oh, } yes  /","Oh/UH ,/, yes/UH","(ROOT (INTJ (UH Oh) (, ,) (UH yes)))",
sw09utt/sw_0935_2774.utt,2/sw2774,2774,14,sd^e,B,8,2,we have brick on the outside  /,we/PRP have/VBP brick/NN on/IN the/DT outside/NN,(ROOT (S (NP (PRP we)) (VP (VBP have) (NP (NP (NN brick)) (PP (IN on) (NP (DT the) (NN outside))))))),
sw09utt/sw_0935_2774.utt,2/sw2774,2774,15,sd,B,8,3,"[ {C and, } {F uh, } the colors that were there changed the, + {C and } the colors that we painted changed the ] entire look of the house. /","and/CC ,/, uh/UH ,/, the/DT colors/NNS that/WDT were/VBD there/RB changed/VBD the/DT ,/, and/CC the/DT colors/NNS that/WDT we/PRP painted/VBD changed/VBD the/DT entire/JJ look/NN of/IN the/DT house/NN ./.","(ROOT (S (ADVP (CC and)) (, ,) (S (INTJ (UH uh)) (, ,) (NP (NP (DT the) (NNS colors)) (SBAR (WHNP (WDT that)) (S (VP (VBD were) (ADVP (RB there)))))) (VP (VBD changed) (NP (DT the)))) (, ,) (CC and) (S (NP (NP (DT the) (NNS colors)) (SBAR (WHNP (WDT that)) (S (NP (PRP we)) (VP (VBD painted))))) (VP (VBD changed) (NP (NP (DT the) (JJ entire) (NN look)) (PP (IN of) (NP (DT the) (NN house)))))) (. .)))",
