swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1066_2679.utt,2/sw2679,2679,0,o,A,1,1,Okay.  /,Okay/UH ./.,(ROOT (INTJ (UH Okay) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,1,qw,A,1,2,"[  Where, + where ] are you from? /","Where/WRB ,/, where/WRB are/VBP you/PRP from/IN ?/.","(ROOT (SBARQ (WHADVP (WRB Where)) (, ,) (WHADVP (WRB where)) (SQ (VBP are) (NP (PRP you)) (PP (IN from))) (. ?)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,2,sd,B,2,1,"{F Um, } just here in Dallas. /","Um/UH ,/, just/RB here/RB in/IN Dallas/NNP ./.","(ROOT (FRAG (INTJ (UH Um)) (, ,) (ADVP (ADVP (RB just) (RB here)) (PP (IN in) (NP (NNP Dallas)))) (. .)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,3,bk,A,3,1,"{F Oh, } okay -- /","Oh/UH ,/, okay/UH --/:","(ROOT (INTJ (UH Oh) (, ,) (UH okay)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,4,b,B,4,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,5,sd^t,A,5,1,"-- because [ I, + {F uh, } I ] talked to a professor in, {F uh, } what was it, North Carolina, who got [ the, + the ] T I system,  /","--/: because/IN I/PRP ,/, uh/UH ,/, I/PRP talked/VBD to/IN a/DT professor/NN in/IN ,/, uh/UH ,/, what/WP was/VBD it/PRP ,/, North/NNP Carolina/NNP ,/, who/WP got/VBD the/DT ,/, the/DT T/NNP I/NNP system/NN ,/,","(ROOT (SBARQ (SBAR (IN because) (S (NP (NP (PRP I)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (PRP I)))) (VP (VBD talked) (PP (IN to) (NP (DT a) (NN professor))) (PP (IN in) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (SBAR (WHNP (WP what)) (S (VP (VBD was) (NP (PRP it))))) (, ,) (NP (NNP North) (NNP Carolina)))))) (, ,) (WHNP (WP who)) (SQ (VP (VBD got) (NP (NP (DT the)) (, ,) (NP (DT the) (NNP T) (NNP I) (NN system)) (, ,))))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,6,sd^t,A,5,2,{C and } he gave to all his students.  /,and/CC he/PRP gave/VBD to/IN all/DT his/PRP$ students/NNS ./.,(ROOT (S (CC and) (NP (PRP he)) (VP (VBD gave) (PP (IN to) (NP (DT all) (PRP$ his) (NNS students)))) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,7,sd^t,A,5,3,"{C So, } my daughter's even talked to, - /","So/RB ,/, my/PRP$ daughter/NN 's/HVS even/RB talked/VBN to/IN ,/,","(ROOT (S (ADVP (RB So)) (, ,) (NP (PRP$ my) (NN daughter)) (VP (HVS 's) (VP (ADVP (RB even)) (VBN talked) (PP (IN to)) (, ,)))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,8,sd^t,A,5,4,{C and } I've talked to several people from North Carolina.  /,and/CC I/PRP 've/VBP talked/VBN to/IN several/JJ people/NNS from/IN North/NNP Carolina/NNP ./.,(ROOT (S (CC and) (NP (PRP I)) (VP (VBP 've) (VP (VBN talked) (PP (IN to) (NP (JJ several) (NNS people))) (PP (IN from) (NP (NNP North) (NNP Carolina))))) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,9,sd^t,A,5,5,I was just curious. /,I/PRP was/VBD just/RB curious/JJ ./.,(ROOT (S (NP (PRP I)) (VP (VBD was) (NP (RB just) (JJ curious))) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,10,%,B,6,1,"That's, - /","That/DT 's/BES ,/,","(ROOT (S (NP (DT That)) (VP (BES 's)) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,11,b,B,6,2,"yes,  /","yes/UH ,/,","(ROOT (INTJ (UH yes) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,12,b^r,B,6,3,"yes,  /","yes/UH ,/,","(ROOT (INTJ (UH yes) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,13,ba,B,6,4,that's true.  /,that/DT 's/BES true/JJ ./.,(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ true))) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,14,sd^t,B,6,5,I've --,I/PRP 've/VBP --/:,"(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN talked))) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,15,qy^t,A,7,1,"Have you,","Have/VBP you/PRP ,/,","(ROOT (S (VP (VBP Have) (NP (PRP you)) (, ,) (ADVP (RB too))) (. ?)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,16,+,B,8,1,"-- # talked, # -/","--/: talked/VBN ,/,","(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN talked))) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,17,+,A,9,1,# too? # /,too/RB ?/.,"(ROOT (S (VP (VBP Have) (NP (PRP you)) (, ,) (ADVP (RB too))) (. ?)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,18,ny,B,10,1,Uh-huh.  /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,19,qy^t,B,10,2,"People from Virginia [ and, + and ] all over.  Yeah. /","People/NNS from/IN Virginia/NNP and/CC ,/, and/CC all/RB over/RB ./. Yeah/UH ./.","(ROOT (FRAG (SBAR (WHNP (WHNP (NNS People)) (PP (IN from) (NP (NP (NNP Virginia)) (CC and) (, ,) (CC and) (NP (RB all) (RB over))) (. .))) (FRAG (INTJ (UH Yeah) (. .))))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,20,%,A,11,1,Yeah.  /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,21,sd^t,A,11,2,"I talked to the professor,  /","I/PRP talked/VBD to/IN the/DT professor/NN ,/,","(ROOT (S (NP (PRP I)) (VP (VBD talked) (PP (IN to) (NP (DT the) (NN professor)))) (, ,)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,22,sd^t,A,11,3,"{C and } I asked him about it,  /","and/CC I/PRP asked/VBD him/PRP about/IN it/PRP ,/,","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD asked) (NP (PRP him)) (PP (IN about) (NP (PRP it)))) (, ,))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,23,sd(^q)^t,A,11,4,"{C and } [ he said, + {F Oh, } he says, ] I think I'm the guy that, {D actually, } {F uh, } gave it to all my students. /","and/CC he/PRP said/VBD ,/, Oh/UH ,/, he/PRP says/VBZ ,/, I/PRP think/VBP I/PRP 'm/VBP the/DT guy/NN that/WDT ,/, actually/RB ,/, uh/UH ,/, gave/VBD it/PRP to/IN all/DT my/PRP$ students/NNS ./.","(ROOT (S (S (CC and) (NP (PRP he)) (VP (VBD said) (, ,) (S (INTJ (UH Oh)) (, ,) (NP (PRP he)) (VP (VBZ says))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (NP (NP (DT the) (NN guy)) (SBAR (WHNP (WDT that)) (, ,) (S (VP (ADVP (ADVP (RB actually)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (VBD gave) (NP (PRP it)) (PP (IN to) (NP (DT all) (PRP$ my) (NNS students))))))))))) (. .)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,24,x,B,12,1,# <Laughter>.  #,,,
sw10utt/sw_1066_2679.utt,2/sw2679,2679,25,sd,A,13,1,# {C So } # that's why so many people are from this college.  /,So/RB that/DT 's/BES why/WRB so/RB many/JJ people/NNS are/VBP from/IN this/DT college/NN ./.,(ROOT (S (RB So) (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB why)) (S (NP (RB so) (JJ many) (NNS people)) (VP (VBP are) (PP (IN from) (NP (DT this) (NN college))))))) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,26,ad,A,13,2,"Go,","Go/VB ,/,","(ROOT (VP (VB Go) (PRN (, ,) (ADVP (RB ahead)) (, ,))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,27,b,B,14,1,# Uh-huh. # /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1066_2679.utt,2/sw2679,2679,28,+,A,15,1,"# ahead, #  /","ahead/RB ,/,","(ROOT (VP (VB Go) (PRN (, ,) (ADVP (RB ahead)) (, ,))))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,29,ad,A,15,2,"[ you, + you ] first,  (( Eve )) . /","you/PRP ,/, you/PRP first/JJ ,/, Eve/NNP ./.","(ROOT (NP (NP (PRP you)) (, ,) (NP (NP (PRP you)) (NP (JJ first))) (, ,) (NP (NNP Eve)) (. .)))",
sw10utt/sw_1066_2679.utt,2/sw2679,2679,30,aa,B,16,1,"{F Oh, } okay.  /","Oh/UH ,/, okay/UH ./.","(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH okay) (. .))))",
