swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw06utt/sw_0642_2450.utt,2/sw2450,2450,0,qw,A,1,1,{D So } what kind of weather have  you had in Dallas?  <Laughter>. /,So/UH what/WDT kind/NN of/IN weather/NN have/VBP you/PRP had/VBN in/IN Dallas/NNP ?/. ./.,(ROOT (S (S (INTJ (UH So)) (NP (WDT what)) (VP (ADVP (NN kind) (PP (IN of) (NP (NN weather)))) (VBP have))) (S (NP (PRP you)) (VP (VBN had) (PP (IN in) (FRAG (NP (NNP Dallas)) (. ?))))) (. .))),
sw06utt/sw_0642_2450.utt,2/sw2450,2450,1,sv,B,2,1,"{D Well, } it's been very windy,  /","Well/UH ,/, it/PRP 's/HVS been/VBN very/RB windy/JJ ,/,","(ROOT (S (INTJ (UH Well)) (, ,) (ADVP (PRP it)) (VP (HVS 's) (VP (VBN been) (ADJP (RB very) (JJ windy)))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,2,sv@,B,2,2,"{C and } it's, {F uh, } probably unseasonably hot for time right now.","and/CC it/PRP 's/BES ,/, uh/UH ,/, probably/RB unseasonably/RB hot/JJ for/IN time/NN right/RB now/RB ./.",,
sw06utt/sw_0642_2450.utt,2/sw2450,2450,3,bh,A,3,1,Really?  /,Really/UH ?/.,(ROOT (INTJ (UH Really) (. ?))),
sw06utt/sw_0642_2450.utt,2/sw2450,2450,4,aa,A,3,2,Yeah  /,Yeah/UH,(ROOT (INTJ (UH Yeah))),
sw06utt/sw_0642_2450.utt,2/sw2450,2450,5,%,A,3,3,"{D see, } [ I didn't, +   I don't, ] - /","see/UH ,/, I/PRP did/VBD n't/RB ,/, I/PRP do/VBP n't/RB ,/,","(ROOT (S (INTJ (UH see)) (, ,) (ADVP (PRP I)) (VP (VBD did) (SBAR (S (ADVP (RB n't)) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't))))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,6,sv,A,3,4,"[ I thought, +  {F uh, } I thought, ] - /","I/PRP thought/VBD ,/, uh/UH ,/, I/PRP thought/VBD ,/,","(ROOT (S (NP (PRP I)) (VP (VBD thought) (, ,) (S (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBD thought)))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,7,sd,A,3,5,I lived in Euless  /,I/PRP lived/VBD in/IN Euless/NNP,(ROOT (S (NP (PRP I)) (VP (VBD lived) (PP (IN in) (NP (NNP Euless)))))),
sw06utt/sw_0642_2450.utt,2/sw2450,2450,8,sv,A,3,6,"{C and } I thought it was pretty normal,  /","and/CC I/PRP thought/VBD it/PRP was/VBD pretty/RB normal/JJ ,/,","(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (VBD thought) (SBAR (S (NP (PRP it)) (VP (VBD was) (ADJP (RB pretty) (JJ normal)))))) (, ,))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,9,sv,A,3,7,"[ {C but } + <breathing> anyway, {C but } ] I guess you're right though it has been real hot,  /","but/CC anyway/UH ,/, but/CC I/PRP guess/VBP you/PRP 're/VBP right/JJ though/RB it/PRP has/VBZ been/VBN real/RB hot/JJ ,/,","(ROOT (S (FRAG (PP (CC but) (NP (UH anyway)))) (, ,) (NP (CC but)) (ADVP (PRP I)) (VP (VBP guess) (SBAR (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ right)) (SBAR (RB though) (S (NP (PRP it)) (VP (VBZ has) (VP (VBN been) (ADJP (RB real) (JJ hot)))))))))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,10,%,A,3,8,"{C because } it, {F um, } - /","because/IN it/PRP ,/, um/UH ,/,","(ROOT (SBAR (IN because) (S (NP (PRP it)) (, ,) (VP (UH um)) (, ,))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,11,sd,A,3,9,"I've had to use the air conditioner in March, /","I/PRP 've/VBP had/VBN to/TO use/VB the/DT air/NN conditioner/NN in/IN March/NNP ,/,","(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN had) (S (VP (TO to) (VP (VB use) (NP (DT the) (NN air) (NN conditioner)) (PP (IN in) (NP (NNP March)))))))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,12,+@,B,4,1,"Yeah,  /","Yeah/UH ,/,",,
sw06utt/sw_0642_2450.utt,2/sw2450,2450,13,sd,B,4,2,"we've already had to use that, /","we/PRP 've/VBP already/RB had/VBN to/TO use/VB that/DT ,/,","(ROOT (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB already)) (VP (VBN had) (S (VP (TO to) (VP (VB use) (NP (DT that))))))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,14,%,A,5,1,"(( my husband ))  usually, -/","my/PRP$ husband/NN usually/RB ,/,","(ROOT (X (NP (PRP$ my) (NP (NP (NN husband)) (NP (RB usually)) (, ,)))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,15,sd,B,6,1,"{C and } we've had {D like, } - /","and/CC we/PRP 've/VBP had/VBN like/UH ,/,","(ROOT (PRN (CC and) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN had) (NP (UH like)))) (, ,))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,16,h,B,6,2,"{E I mean, } this is probably typical though,  {F uh, } we, - /","I/PRP mean/VBP ,/, this/DT is/VBZ probably/RB typical/JJ though/RB ,/, uh/UH ,/, we/PRP ,/,","(ROOT (S (NP (PRP I)) (VP (VBP mean) (PRN (, ,) (S (NP (DT this)) (VP (VBZ is) (ADJP (RB probably) (JJ typical)) (ADVP (RB though)) (, ,) (FRAG (INTJ (UH uh)) (, ,) (NP (PRP we))))) (, ,)))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,17,sd,B,6,3,"like  tornado weather and tornado warnings, - /","like/IN tornado/NN weather/NN and/CC tornado/NN warnings/NNS ,/,","(ROOT (FRAG (PP (IN like) (NP (NN tornado) (NN weather) (CC and) (NN tornado) (NNS warnings))) (, ,)))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,18,%,B,6,4,"{C and, } {F uh, } <lipsmack>, -/","and/CC ,/, uh/UH ,/, ,/,","(ROOT (S (VP (CC and) (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (, ,)))))",
sw06utt/sw_0642_2450.utt,2/sw2450,2450,19,b,A,7,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
