swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0981_3204.utt,3/sw3204,3204,0,qw^t,B,1,1,"What is it about, nursing homes? /","What/WP is/VBZ it/PRP about/IN ,/, nursing/NN homes/NNS ?/.","(ROOT (SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (PRP it)) (ADJP (IN about))) (FRAG (, ,) (NP (NN nursing) (NNS homes))) (. ?)))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,1,sd^t,A,2,1,"{F Uh-, } {D well, } about nursing homes,","Uh-/UH ,/, well/UH ,/, about/IN nursing/NN homes/NNS ,/,","(ROOT (FRAG (INTJ (UH Uh-) (, ,) (UH well)) (, ,) (PP (IN about) (NP (NP (NP (NN nursing)) (NP (NNS homes))) (, ,) (CC and) (, ,) (CC and) (NP (JJR older) (NNS people))) (. .))))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,2,b,B,3,1,Yeah. /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,3,+,A,4,1,"[ and, + and ] older people.  /","and/CC ,/, and/CC older/JJR people/NNS ./.","(ROOT (FRAG (INTJ (UH Uh-) (, ,) (UH well)) (, ,) (PP (IN about) (NP (NP (NP (NN nursing)) (NP (NNS homes))) (, ,) (CC and) (, ,) (CC and) (NP (JJR older) (NNS people))) (. .))))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,4,sd,A,4,2,"{F Uh, } my husband has a grandmother that lives with his mother -- /","Uh/UH ,/, my/PRP$ husband/NN has/VBZ a/DT grandmother/NN that/WDT lives/VBZ with/IN his/PRP$ mother/NN --/:","(ROOT (S (INTJ (UH Uh)) (, ,) (NP (PRP$ my)) (ADVP (NN husband)) (VP (VBZ has) (NP (NP (DT a) (NN grandmother)) (SBAR (WHNP (WDT that)) (S (VP (VBZ lives) (PP (IN with) (NP (PRP$ his) (NN mother))))))))))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,5,b,B,5,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,6,sd,A,6,1,--  {C and } they're just really close here.  /,--/: and/CC they/PRP 're/VBP just/RB really/RB close/RB here/RB ./.,(ROOT (S (CC and) (NP (PRP they)) (VP (VBP 're) (ADVP (RB just)) (ADJP (RB really) (RB close)) (ADVP (RB here))) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,7,sd,A,6,2,{C And } his mother has bad health too  /,And/CC his/PRP$ mother/NN has/VBZ bad/JJ health/NN too/RB,(ROOT (S (CC And) (NP (PRP$ his) (NN mother)) (VP (VBZ has) (NP (JJ bad) (NN health)) (ADVP (RB too))))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,8,sd,A,6,3,{C and so } I go over sometimes in the day when he's at work  /,and/CC so/RB I/PRP go/VBP over/RP sometimes/RB in/IN the/DT day/NN when/WRB he/PRP 's/BES at/IN work/NN,(ROOT (PRN (CC and) (ADJP (RB so) (SBAR (S (NP (PRP I)) (VP (VBP go) (PRT (RP over)) (ADVP (RB sometimes)) (PP (IN in) (NP (NP (DT the) (NN day)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (BES 's) (PP (IN at) (NP (NN work)))))))))))))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,9,sd,A,6,4,"{C and } I, {F um, } help with her and bathe her and feed her. /","and/CC I/PRP ,/, um/UH ,/, help/VBP with/IN her/PRP$ and/CC bathe/VBP her/PRP$ and/CC feed/VBP her/PRP$ ./.","(ROOT (FRAG (CC and) (SBAR (WHNP (NP (PRP I)) (PRN (, ,) (INTJ (UH um)) (, ,))) (S (VP (VP (VBP help) (PP (IN with) (NP (PRP$ her)))) (CC and) (VP (VP (VBP bathe) (NP (PRP$ her))) (CC and) (VP (VBP feed) (NP (PRP$ her))))))) (. .)))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,10,b,B,7,1,Right. /,Right/UH ./.,(ROOT (INTJ (UH Right) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,11,sv,A,8,1,"[ {C And, } + {F uh, } {C and } ] [ I, + that's hard to be a caretaker I ] really believe.  /","And/CC ,/, uh/UH ,/, and/CC I/PRP ,/, that/DT 's/BES hard/JJ to/TO be/VB a/DT caretaker/NN I/PRP really/RB believe/VBP ./.","(ROOT (S (CC And) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (FRAG (CC and) (NP (PRP I))) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ hard) (S (VP (TO to) (VP (VB be) (NP (DT a) (NN caretaker))))))))) (NP (PRP I)) (ADVP (RB really)) (VP (VBP believe)) (. .)))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,12,sv,A,8,2,It's really difficult to be a caretaker twenty-four hours a day. /,It/PRP 's/BES really/RB difficult/JJ to/TO be/VB a/DT caretaker/NN twenty-four/CD hours/NNS a/DT day/NN ./.,(ROOT (S (NP (PRP It)) (VP (BES 's) (ADJP (RB really) (JJ difficult)) (S (VP (TO to) (VP (VB be) (NP (NP (NP (DT a) (NN caretaker)) (NP (CD twenty-four) (NNS hours))) (NP (DT a) (NN day))))))) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,13,aa,B,9,1,"{F Oh, } it's very difficult  /","Oh/UH ,/, it/PRP 's/BES very/RB difficult/JJ","(ROOT (FRAG (INTJ (UH Oh)) (, ,) (PP (NP (PRP it)) (PP (BES 's) (ADJP (RB very) (JJ difficult))))))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,14,aa,B,9,2,I know. /,I/PRP know/VBP ./.,(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,15,sd,A,10,1,"{F Uh, } [ i-, + she ] has Alzheimer's and does not remember, {F uh, } a lot --","Uh/UH ,/, i-/XX ,/, she/PRP has/VBZ Alzheimer/NNP 's/POS and/CC does/VBZ not/RB remember/VB ,/, uh/UH ,/, a/DT lot/NN --/:","(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (XX i-)) (, ,) (NP (PRP she)) (VP (VP (VBZ has) (S (NP (NNP Alzheimer) (POS 's)))) (CC and) (VP (VBZ does) (RB not) (VP (VB remember) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN lot)) (ADJP (IN if) (NN anything)))))) (. .)))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,16,b,B,11,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw09utt/sw_0981_3204.utt,3/sw3204,3204,17,+,A,12,1,-- if anything. /,--/: if/IN anything/NN ./.,"(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (XX i-)) (, ,) (NP (PRP she)) (VP (VP (VBZ has) (S (NP (NNP Alzheimer) (POS 's)))) (CC and) (VP (VBZ does) (RB not) (VP (VB remember) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN lot)) (ADJP (IN if) (NN anything)))))) (. .)))",
sw09utt/sw_0981_3204.utt,3/sw3204,3204,18,b,B,13,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
