swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw08utt/sw_0885_3745.utt,3/sw3745,3745,0,o,B,1,1,All right. /,All/RB right/JJ ./.,(ROOT (FRAG (ADVP (RB All) (JJ right)) (. .))),
sw08utt/sw_0885_3745.utt,3/sw3745,3745,1,sd^t,A,2,1,"{F Um, } serious problems in the public education  and what can be done about it.  /","Um/UH ,/, serious/JJ problems/NNS in/IN the/DT public/JJ education/NN and/CC what/WP can/MD be/VB done/VBN about/IN it/PRP ./.","(ROOT (S (INTJ (UH Um)) (, ,) (NP (NP (JJ serious) (NNS problems)) (PP (IN in) (NP (NP (DT the) (JJ public) (NN education)) (CC and) (NP (WP what))))) (VP (MD can) (VP (VB be) (VP (VBN done) (PP (IN about) (NP (PRP it)))))) (. .)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,2,o@,A,2,2,"# {F Uh, } #","Uh/UH ,/,",,
sw08utt/sw_0885_3745.utt,3/sw3745,3745,3,qo,B,3,1,"# {D Well, } # what do you think? /","Well/UH ,/, what/WP do/VBP you/PRP think/VB ?/.","(ROOT (S (INTJ (UH Well)) (, ,) (NP (WP what)) (VP (VBP do) (S (NP (PRP you)) (VP (VB think)))) (. ?)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,4,+@,A,4,1,"{D Well, } [ I, + that's funny because I ] just, {F um, } quit my job to stay home with my kids. /","Well/UH ,/, I/PRP ,/, that/DT 's/BES funny/JJ because/IN I/PRP just/RB ,/, um/UH ,/, quit/VBP my/PRP$ job/NN to/TO stay/VB home/RB with/IN my/PRP$ kids/NNS ./.",,
sw08utt/sw_0885_3745.utt,3/sw3745,3745,5,b,B,5,1,Oh. /,Oh/UH ./.,(ROOT (INTJ (UH Oh) (. .))),
sw08utt/sw_0885_3745.utt,3/sw3745,3745,6,sd,A,6,1,"{C And, } {F um, } I was a teacher for seven years in the public schools,  /","And/CC ,/, um/UH ,/, I/PRP was/VBD a/DT teacher/NN for/IN seven/CD years/NNS in/IN the/DT public/JJ schools/NNS ,/,","(ROOT (S (CC And) (, ,) (ADVP (UH um)) (, ,) (NP (PRP I)) (VP (VBD was) (NP (NP (DT a) (NN teacher)) (PP (IN for) (NP (NP (CD seven) (NNS years)) (PP (IN in) (NP (DT the) (JJ public) (NNS schools)))) (, ,))))))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,7,sd,A,6,2,"{C so } I know a little bit about it not,","so/RB I/PRP know/VBP a/DT little/JJ bit/NN about/IN it/PRP not/RB ,/,","(ROOT (S (RB so) (NP (PRP I)) (VP (VBP know) (NP (DT a) (JJ little) (NN bit)) (PP (IN about) (NP (NP (NP (PRP it)) (RB not)) (, ,) (NP (DT a) (JJ whole) (JJ great) (NN deal))))) (. .)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,8,x,B,7,1,<Laughter>.,,X,
sw08utt/sw_0885_3745.utt,3/sw3745,3745,9,+,A,8,1,a whole great deal. /,a/DT whole/JJ great/JJ deal/NN ./.,"(ROOT (S (RB so) (NP (PRP I)) (VP (VBP know) (NP (DT a) (JJ little) (NN bit)) (PP (IN about) (NP (NP (NP (PRP it)) (RB not)) (, ,) (NP (DT a) (JJ whole) (JJ great) (NN deal))))) (. .)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,10,ad,B,9,1,"{D Well, } tell me about it.  /","Well/UH ,/, tell/VB me/PRP about/IN it/PRP ./.","(ROOT (S (INTJ (UH Well)) (, ,) (VP (VB tell) (NP (PRP me)) (PP (IN about) (NP (PRP it)))) (. .)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,11,qw,B,9,2,"# [ What are, + #","What/WP are/VBP ,/,","(ROOT (SBARQ (SBAR (WHNP (WP What)) (S (VP (VBP are)))) (, ,) (WHNP (WP what)) (SQ (VBP are) (NP (NP (DT the) (NNS problems)) (PP (IN with) (NP (JJ public) (NN education))))) (. ?)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,12,x,A,10,1,# <Laughter>. #,,X,
sw08utt/sw_0885_3745.utt,3/sw3745,3745,13,+,B,11,1,what are ] the problems with public education? /,what/WP are/VBP the/DT problems/NNS with/IN public/JJ education/NN ?/.,"(ROOT (SBARQ (SBAR (WHNP (WP What)) (S (VP (VBP are)))) (, ,) (WHNP (WP what)) (SQ (VBP are) (NP (NP (DT the) (NNS problems)) (PP (IN with) (NP (JJ public) (NN education))))) (. ?)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,14,sd,A,12,1,"{D Well, } {F um, } [  there, +  there's ] some.  /","Well/UH ,/, um/UH ,/, there/EX ,/, there/EX 's/BES some/DT ./.","(ROOT (S (INTJ (UH Well) (, ,) (UH um)) (, ,) (NP (EX there)) (, ,) (NP (EX there)) (VP (BES 's) (NP (DT some))) (. .)))",
sw08utt/sw_0885_3745.utt,3/sw3745,3745,15,sd,A,12,2,There's several <laughter>.  /,There/EX 's/BES several/JJ ./.,(ROOT (S (NP (EX There)) (VP (BES 's) (NP (JJ several))) (. .))),
