swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0713_3036.utt,3/sw3036,3036,0,qy,A,1,1,"{D Well, } {F uh, } if you had to pick [ a, + a ] type of music that you like, would you be able to? / *[[functions as a qw]]","Well/UH ,/, uh/UH ,/, if/IN you/PRP had/VBD to/TO pick/VB a/DT ,/, a/DT type/NN of/IN music/NN that/WDT you/PRP like/VBP ,/, would/MD you/PRP be/VB able/JJ to/TO ?/.","(ROOT (S (INTJ (UH Well) (, ,) (UH uh)) (, ,) (NP (NP (SBAR (IN if) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB pick) (NP (DT a)))))))) (, ,) (NP (NP (DT a) (NN type)) (PP (IN of) (NP (NN music))) (SBAR (WHNP (WDT that)) (S (NP (PRP you)) (VP (VBP like)))))) (, ,)) (VP (MD would) (ADVP (PRP you)) (VP (VB be) (ADJP (JJ able) (PP (TO to))))) (. ?)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,1,nd,B,2,1,"{D Well, } I could pick country music. / *[[answered as if to a qw]]","Well/UH ,/, I/PRP could/MD pick/VB country/NN music/NN ./.","(ROOT (S (INTJ (UH Well)) (, ,) (NP (PRP I)) (VP (MD could) (VP (VB pick) (NP (NN country) (NN music)))) (. .)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,2,qy^m,A,3,1,Country music?  /,Country/NN music/NN ?/.,(ROOT (FRAG (NP (NN Country) (NN music)) (. ?))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,3,%,A,3,2,"I, -/","I/PRP ,/,","(ROOT (S (NP (PRP I)) (VP (, ,))))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,4,sd,B,4,1,"As I've gotten older, I've started listening more to the  words of music --","As/IN I/PRP 've/VBP gotten/VBN older/JJR ,/, I/PRP 've/VBP started/VBN listening/VBG more/RBR to/IN the/DT words/NNS of/IN music/NN --/:","(ROOT (S (SBAR (IN As) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN gotten) (S (ADJP (JJR older))))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN started) (S (VP (VBG listening) (ADVP (RBR more)) (PP (PP (IN to) (NP (NP (DT the) (NNS words)) (PP (IN of) (NP (NN music))))) (CC and) (PP (IN to) (NP (DT the) (JJR softer) (NNS melodies)))))))) (. .)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,5,o@,A,5,1,{F Uh. }   *[[ slash error]],Uh/UH ./.,,
sw07utt/sw_0713_3036.utt,3/sw3036,3036,6,+,B,6,1,-- and to the softer melodies. /,--/: and/CC to/IN the/DT softer/JJR melodies/NNS ./.,"(ROOT (S (SBAR (IN As) (S (NP (PRP I)) (VP (VBP 've) (VP (VBN gotten) (S (ADJP (JJR older))))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN started) (S (VP (VBG listening) (ADVP (RBR more)) (PP (PP (IN to) (NP (NP (DT the) (NNS words)) (PP (IN of) (NP (NN music))))) (CC and) (PP (IN to) (NP (DT the) (JJR softer) (NNS melodies)))))))) (. .)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,7,+@,A,7,1,"{F Uh, } are you from Texas? /  *[[slash error]]","Uh/UH ,/, are/VBP you/PRP from/IN Texas/NNP ?/.",,
sw07utt/sw_0713_3036.utt,3/sw3036,3036,8,ng,B,8,1,Not originally. /,Not/RB originally/RB ./.,(ROOT (FRAG (ADJP (RB Not) (RB originally)) (. .))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,9,b^m,A,9,1,Not originally.  /,Not/RB originally/RB ./.,(ROOT (FRAG (ADJP (RB Not) (RB originally)) (. .))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,10,qw,A,9,2,Where you from? /,Where/WRB you/PRP from/RB ?/.,(ROOT (FRAG (WHADVP (WRB Where) (NP (PRP you))) (NP (RB from)) (. ?))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,11,sd,B,10,1,Georgia. /,Georgia/NNP ./.,(ROOT (FRAG (NP (NNP Georgia)) (. .))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,12,b^m,A,11,1,Georgia.  /,Georgia/NNP ./.,(ROOT (FRAG (NP (NNP Georgia)) (. .))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,13,bk,A,11,2,"Okay, {D well, } {D see }  /","Okay/UH ,/, well/UH ,/, see/VB","(ROOT (FRAG (INTJ (UH Okay) (, ,) (UH well)) (, ,) (ADVP (VB see))))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,14,sd,A,11,3,"[ I'm, + I'm ]  from Chicago,  /","I/PRP 'm/VBP ,/, I/PRP 'm/VBP from/IN Chicago/NNP ,/,","(ROOT (S (NP (PRP I)) (VP (VBP 'm) (PRN (, ,) (S (NP (PRP I)) (VP (VBP 'm) (PP (IN from) (NP (NNP Chicago))))) (, ,)))))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,15,sd,A,11,4,"{C so } <laughter>, {F uh, } I'm kind of in a different category here.  {F Uh, } /","so/RB ,/, uh/UH ,/, I/PRP 'm/VBP kind/RB of/RB in/IN a/DT different/JJ category/NN here/RB ./. Uh/UH ,/,","(ROOT (PRN (S (NP (ADJP (ADJP (RB so)) (PRN (, ,) (INTJ (UH uh)) (, ,))) (NP (PRP I))) (VP (VBP 'm) (ADVP (ADVP (RB kind) (RB of)) (SBAR (IN in) (FRAG (NP (DT a) (JJ different) (NN category)) (ADVP (RB here)) (. .)))) (NP (UH Uh)))) (, ,)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,16,qw,B,12,1,"If you had to pick one, what would you choose? /","If/IN you/PRP had/VBD to/TO pick/VB one/CD ,/, what/WP would/MD you/PRP choose/VB ?/.","(ROOT (SBARQ (SBAR (IN If) (S (NP (PRP you)) (VP (VBD had) (S (VP (TO to) (VP (VB pick) (NP (CD one)))))))) (, ,) (WHNP (WP what)) (SQ (MD would) (NP (PRP you)) (VP (VB choose))) (. ?)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,17,sd,A,13,1,"{F Uh, } I would probably go with, - /","Uh/UH ,/, I/PRP would/MD probably/RB go/VB with/IN ,/,","(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (PRP I)) (VP (MD would) (ADVP (RB probably)) (VP (VB go) (PP (IN with)))) (, ,)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,18,sd,A,13,2,"it's tough, {F uh, } I think I would just stick with the classics.  Only because, {F uh, } I like music just for music's sake  /","it/PRP 's/BES tough/JJ ,/, uh/UH ,/, I/PRP think/VBP I/PRP would/MD just/RB stick/VB with/IN the/DT classics/NNS ./. Only/RB because/IN ,/, uh/UH ,/, I/PRP like/VBP music/NN just/RB for/IN music/NN 's/POS sake/NN","(ROOT (S (NP (PRP it)) (VP (BES 's) (S (ADVP (JJ tough)) (, ,) (INTJ (UH uh)) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (MD would) (ADVP (RB just)) (VP (VB stick) (FRAG (PP (IN with) (NP (DT the) (NNS classics))) (. .)))) (ADVP (RB Only)) (SBAR (IN because) (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP I)) (VP (VBP like) (NP (NP (NN music) (RB just)) (PP (IN for) (NP (NP (NN music) (POS 's)) (NN sake))))))))))))))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,19,sd,A,13,3,"{C and } <noise>, {F uh, } {D you know, } I'm from the era  where, {D you know, } we had all the rock and roll.  /","and/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, I/PRP 'm/VBP from/IN the/DT era/NN where/WRB ,/, you/PRP know/VBP ,/, we/PRP had/VBD all/PDT the/DT rock/NN and/CC roll/NN ./.","(ROOT (S (CC and) (SBAR (PRN (, ,) (INTJ (UH uh)) (, ,)) (S (NP (PRP you)) (VP (VBP know)))) (, ,) (NP (PRP I)) (VP (VBP 'm) (PP (IN from) (NP (NP (DT the) (NN era)) (SBAR (WHADVP (WRB where)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (S (NP (PRP we)) (VP (VBD had) (NP (PDT all) (NP (DT the) (NN rock)) (CC and) (NP (NN roll))))))))) (. .)))",
sw07utt/sw_0713_3036.utt,3/sw3036,3036,20,sd,A,13,4,I'm forty  /,I/PRP 'm/VBP forty/CD,(ROOT (S (NP (PRP I)) (VP (VBP 'm) (NP (CD forty))))),
sw07utt/sw_0713_3036.utt,3/sw3036,3036,21,sd,A,13,5,"{C so } I'm, {D you know, } part of that  whole deal /","so/RB I/PRP 'm/VBP ,/, you/PRP know/VBP ,/, part/NN of/IN that/DT whole/JJ deal/NN","(ROOT (S (SBAR (RB so) (S (NP (PRP I)) (VP (VBP 'm)))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (NP (NN part)) (PP (IN of) (NP (DT that) (JJ whole) (NN deal)))))))",
