swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw10utt/sw_1022_2982.utt,2/sw2982,2982,0,o,A,1,1,"Okay,  /","Okay/UH ,/,","(ROOT (FRAG (PP (UH Okay)) (, ,)))",
sw10utt/sw_1022_2982.utt,2/sw2982,2982,1,ad,A,1,2,now you can tell me what you do. /,now/RB you/PRP can/MD tell/VB me/PRP what/WP you/PRP do/VBP ./.,(ROOT (S (ADVP (RB now)) (NP (PRP you)) (VP (MD can) (VP (VB tell) (NP (PRP me)) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP do)))))) (. .))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,2,sd,B,2,1,"{F Uh, } {D well, } I work with computers, just like your son -- /","Uh/UH ,/, well/UH ,/, I/PRP work/VBP with/IN computers/NNS ,/, just/RB like/IN your/PRP$ son/NN --/:","(ROOT (S (INTJ (UH Uh) (, ,) (UH well)) (, ,) (NP (PRP I)) (VP (VBP work) (PP (PP (IN with) (NP (NNS computers))) (, ,) (RB just) (PP (IN like) (NP (PRP$ your))))) (NN son)))",
sw10utt/sw_1022_2982.utt,2/sw2982,2982,3,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,4,sd,B,4,1,-- {C and } I actually do research in speech recognition -- /,--/: and/CC I/PRP actually/RB do/VBP research/NN in/IN speech/NN recognition/NN --/:,(ROOT (PRN (CC and) (S (NP (PRP I)) (VP (ADVP (RB actually)) (VBP do) (NP (NP (NN research)) (PP (IN in) (NP (NN speech) (NN recognition)))))))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,5,ba,A,5,1,"{F Oh, } great. /","Oh/UH ,/, great/UH ./.","(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH great) (. .))))",
sw10utt/sw_1022_2982.utt,2/sw2982,2982,6,sd^t,B,6,1,--  ((   ))  part of the reason I'm participating in the project --,--/: MUMBLEx/XX part/NN of/IN the/DT reason/NN I/PRP 'm/VBP participating/VBG in/IN the/DT project/NN --/:,(ROOT (S (NP (NP (XX MUMBLEx) (NN part)) (PP (IN of) (NP (NP (DT the) (NN reason)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG participating) (PP (IN in) (NP (DT the) (NN project)))))))))) (VP (VBZ is) (S (VP (TO to) (VP (VB see) (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NN stuff)) (VP (VBZ goes)))))))) (. .))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,7,b,A,7,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,8,+,B,8,1,-- is to see how the stuff goes. /,--/: is/VBZ to/TO see/VB how/WRB the/DT stuff/NN goes/VBZ ./.,(ROOT (S (NP (NP (XX MUMBLEx) (NN part)) (PP (IN of) (NP (NP (DT the) (NN reason)) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG participating) (PP (IN in) (NP (DT the) (NN project)))))))))) (VP (VBZ is) (S (VP (TO to) (VP (VB see) (SBAR (WHADVP (WRB how)) (S (NP (DT the) (NN stuff)) (VP (VBZ goes)))))))) (. .))),
sw10utt/sw_1022_2982.utt,2/sw2982,2982,9,b,A,9,1,Uh-huh. /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
