swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw08utt/sw_0840_3426.utt,3/sw3426,3426,0,o,A,1,1,All right.  /,All/RB right/JJ ./.,(ROOT (FRAG (ADVP (RB All) (JJ right)) (. .))),
sw08utt/sw_0840_3426.utt,3/sw3426,3426,1,sd^t,A,1,2,"[  I, + I ] {D like } keep forgetting to make these calls.  /","I/PRP ,/, I/PRP like/UH keep/VBP forgetting/VBG to/TO make/VB these/DT calls/NNS ./.","(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (UH like)) (VP (VBP keep) (S (VP (VBG forgetting) (S (VP (TO to) (VP (VB make) (NP (DT these) (NNS calls)))))))) (. .)))",
sw08utt/sw_0840_3426.utt,3/sw3426,3426,2,sd^t,A,1,3,I've been on this list for two months. /,I/PRP 've/VBP been/VBN on/IN this/DT list/NN for/IN two/CD months/NNS ./.,(ROOT (S (NP (PRP I)) (VP (VBP 've) (VP (VBN been) (PP (IN on) (NP (DT this) (NN list))) (PP (IN for) (NP (CD two) (NNS months))))) (. .))),
sw08utt/sw_0840_3426.utt,3/sw3426,3426,3,b,B,2,1,"{F Oh, } really,  /","Oh/UH ,/, really/UH ,/,","(ROOT (INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH really) (, ,))))",
sw08utt/sw_0840_3426.utt,3/sw3426,3426,4,sd^t,B,2,2,"[ I just, +","I/PRP just/RB ,/,","(ROOT (S (NP (NP (PRP I)) (ADVP (RB just))) (, ,) (INTJ (UH Oh)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBD got) (NP (PRP mine)) (NP (JJ last) (NN week))) (, ,)))",
sw08utt/sw_0840_3426.utt,3/sw3426,3426,5,sd^t,A,3,1,I think I've made four calls <laughter>. /,I/PRP think/VBP I/PRP 've/VBP made/VBN four/CD calls/NNS ./.,(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP I)) (VP (VBP 've) (VP (VBN made) (NP (CD four) (NNS calls))))))) (. .))),
sw08utt/sw_0840_3426.utt,3/sw3426,3426,6,+,B,4,1,"{F Oh, } I just ] got mine last week,  /","Oh/UH ,/, I/PRP just/RB got/VBD mine/PRP last/JJ week/NN ,/,","(ROOT (S (NP (NP (PRP I)) (ADVP (RB just))) (, ,) (INTJ (UH Oh)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (VBD got) (NP (PRP mine)) (NP (JJ last) (NN week))) (, ,)))",
sw08utt/sw_0840_3426.utt,3/sw3426,3426,7,sd^t,B,4,2,{C and } I haven't started yet because I wanted to get one first --,and/CC I/PRP have/VBP n't/RB started/VBN yet/RB because/IN I/PRP wanted/VBD to/TO get/VB one/CD first/JJ --/:,(ROOT (S (CC and) (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN started) (ADVP (RB yet)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (S (NP (CD one)) (ADJP (JJ first)) (S (VP (VB see) (SBAR (WHADVP (WRB how)) (S (NP (PRP it)) (VP (VBD worked))))))))))))))) (. .))),
sw08utt/sw_0840_3426.utt,3/sw3426,3426,8,b,A,5,1,Right. /,Right/UH ./.,(ROOT (INTJ (UH Right) (. .))),
sw08utt/sw_0840_3426.utt,3/sw3426,3426,9,+,B,6,1,-- see how it worked. /,--/: see/VB how/WRB it/PRP worked/VBD ./.,(ROOT (S (CC and) (NP (PRP I)) (VP (VBP have) (RB n't) (VP (VBN started) (ADVP (RB yet)) (SBAR (IN because) (S (NP (PRP I)) (VP (VBD wanted) (S (VP (TO to) (VP (VB get) (S (NP (CD one)) (ADJP (JJ first)) (S (VP (VB see) (SBAR (WHADVP (WRB how)) (S (NP (PRP it)) (VP (VBD worked))))))))))))))) (. .))),
