swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KB/KBK.xml,KBKRE02B,002310,0,,A,1,1,<laugh> ,,
K/KB/KBK.xml,KBKRE02B,002310,1,,B,2,1,How odd that I should be nine cents adrift,,
K/KB/KBK.xml,KBKRE02B,002310,2,,A,3,1,I know.,,
K/KB/KBK.xml,KBKRE02B,002310,3,,B,4,1,in that.,,
K/KB/KBK.xml,KBKRE02B,002310,4,,A,5,1,I know.,,
K/KB/KBK.xml,KBKRE02B,002310,5,,B,6,1,That is really odd isn't it?,,
K/KB/KBK.xml,KBKRE02B,002310,6,,B,6,2,I agree.,,
K/KB/KBK.xml,KBKRE02B,002310,7,,A,7,1,It's worse being nine thousand out (()) .,,
K/KB/KBK.xml,KBKRE02B,002310,8,,B,8,1,"Oh absolutely, yes, yes, I been coun- can you be nine cents out, I mean,tha- tha- there's nine of nothing there.<laugh>",,
K/KB/KBK.xml,KBKRE02B,002310,9,,A,9,1,(()) ,,
K/KB/KBK.xml,KBKRE02B,002310,10,,B,10,1,Mm.,,
K/KB/KBK.xml,KBKRE02B,002310,11,,A,11,1,(()) so I think it's being a good idea to put the  (()) don't you?,,
K/KB/KBK.xml,KBKRE02B,002310,12,,B,12,1,"And, and I suggest total eh C I F C two of above is a (()) .",,
K/KB/KBK.xml,KBKRE02B,002310,13,,A,13,1,"Well if I put it und- at the end twenty five, four one end B item two four, you know, in other words  (()) just there.",,
K/KB/KBK.xml,KBKRE02B,002310,14,,B,14,1,Yes.,,
K/KB/KBK.xml,KBKRE02B,002310,15,,B,14,2,Fine.,,
K/KB/KBK.xml,KBKRE02B,002310,16,,B,14,3,"I  I suggest again you say, dollars, C I F C two  (())",,
K/KB/KBK.xml,KBKRE02B,002310,17,,A,15,1,"Total, ah, oh yes I will do.",,
K/KB/KBK.xml,KBKRE02B,002310,18,,A,15,2,Total of above.,,
K/KB/KBK.xml,KBKRE02B,002310,19,,B,16,1,"Total of the above yes, yes that's great.",,
K/KB/KBK.xml,KBKRE02B,002310,20,,A,17,1,(()) twenty five items.,,
K/KB/KBK.xml,KBKRE02B,002310,21,,B,18,1,"Yes the twenty five items above, yes, good idea.",,
K/KB/KBK.xml,KBKRE02B,002310,22,,A,19,1,(()) ,,
K/KB/KBK.xml,KBKRE02B,002310,23,,B,20,1,Yes.,,
K/KB/KBK.xml,KBKRE02B,002310,24,,A,21,1,where I mucked the whole thing up trying to get the  <laugh>,,
K/KB/KBK.xml,KBKRE02B,002310,25,,B,22,1,<laugh> And we thought that was a frightfully clever machine when it first arrived.,,
K/KB/KBK.xml,KBKRE02B,002310,26,,A,23,1,Yeah.,,
K/KB/KBK.xml,KBKRE02B,002310,27,,A,23,2,Who's got a posh H reg B M W?,,
K/KB/KBK.xml,KBKRE02B,002310,28,,B,24,1,"Bill, next door, he's d- company d- boss of a plastics company.",,
K/KB/KBK.xml,KBKRE02B,002310,29,,B,24,2,Yes I agree.,,
K/KB/KBK.xml,KBKRE02B,002310,30,,B,24,3,"He had a perfectly good Audi when he moved here last year, so why in the heck does he need a monster B M W like that then?",,
K/KB/KBK.xml,KBKRE02B,002310,31,,A,25,1,"<laugh> Simon actually counting up the cars next door, on the drive, getting (()) , by that  (()) knowledge  (()) wanted to keep it.",,
K/KB/KBK.xml,KBKRE02B,002310,32,,B,26,1,<laugh> ,,
K/KB/KBK.xml,KBKRE02B,002310,33,,A,27,1,"And eh, Simon got all the mud all  (()) and he said you know when I was young, we were ahead of the (()) , but now we're well behind  <laugh>",,
K/KB/KBK.xml,KBKRE02B,002310,34,,B,28,1,<laugh> It  it's up to you son.,,
