swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KD/KD7.xml,KD7RE00B,035605,0,,A,1,1,Dad?,,
K/KD/KD7.xml,KD7RE00B,035605,1,,B,2,1,What?,,
K/KD/KD7.xml,KD7RE00B,035605,2,,A,3,1,Shall I try and get up early tomorrow and start  (()) the car?,,
K/KD/KD7.xml,KD7RE00B,035605,3,,A,3,2,Off (()) .,,
K/KD/KD7.xml,KD7RE00B,035605,4,,B,4,1,If you want.,,
K/KD/KD7.xml,KD7RE00B,035605,5,,A,5,1,Yeah.,,
K/KD/KD7.xml,KD7RE00B,035605,6,,A,5,2,Great!,,
K/KD/KD7.xml,KD7RE00B,035605,7,,A,5,3,I'm gonna start writing this letter for   (()) then.,,
K/KD/KD7.xml,KD7RE00B,035605,8,,B,6,1,"That, what I say Matt you won't have no problem.",,
K/KD/KD7.xml,KD7RE00B,035605,9,,A,7,1,I don't care!,,
K/KD/KD7.xml,KD7RE00B,035605,10,,A,7,2,I'll do it for  (()) anyway.,,
K/KD/KD7.xml,KD7RE00B,035605,11,,B,8,1,Have you done your jobs?,,
K/KD/KD7.xml,KD7RE00B,035605,12,,B,8,2,Ah?,,
K/KD/KD7.xml,KD7RE00B,035605,13,,A,9,1,Pardon?,,
K/KD/KD7.xml,KD7RE00B,035605,14,,B,10,1,Have you done your jobs?,,
K/KD/KD7.xml,KD7RE00B,035605,15,,A,11,1,I'm gonna do them when you go out.<singing> (()) </singing>,,
