swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KS/KSR.xml,KSRRE000,132201,0,,A,1,1,And don't talk stupid because it's for a  --,,
K/KS/KSR.xml,KSRRE000,132201,1,,A,1,2,--it's for a special project.,,
K/KS/KSR.xml,KSRRE000,132201,2,,B,2,1,What?,,
K/KS/KSR.xml,KSRRE000,132201,3,,A,3,1,That they're collecting all different types of speech together.,,
K/KS/KSR.xml,KSRRE000,132201,4,,B,4,1,Oh right.,,
K/KS/KSR.xml,KSRRE000,132201,5,,A,5,1,So  --,,
K/KS/KSR.xml,KSRRE000,132201,6,,A,5,2,--I'm allowed to record you.,,
K/KS/KSR.xml,KSRRE000,132201,7,,A,5,3,Okay?,,
K/KS/KSR.xml,KSRRE000,132201,8,,B,6,1,Yes.,,
K/KS/KSR.xml,KSRRE000,132201,9,,B,6,2,Good.,,
K/KS/KSR.xml,KSRRE000,132201,10,,A,7,1,Look you're cleaning this  --,,
K/KS/KSR.xml,KSRRE000,132201,11,,A,7,2,--with erm ,,
K/KS/KSR.xml,KSRRE000,132201,12,,B,8,1,That box.,,
K/KS/KSR.xml,KSRRE000,132201,13,,A,9,1,This.,,
K/KS/KSR.xml,KSRRE000,132201,14,,B,10,1,With this.,,
K/KS/KSR.xml,KSRRE000,132201,15,,B,10,2,And this.,,
K/KS/KSR.xml,KSRRE000,132201,16,,A,11,1,And this.,,
K/KS/KSR.xml,KSRRE000,132201,17,,A,11,2,And this.,,
K/KS/KSR.xml,KSRRE000,132201,18,,B,12,1,And this.,,
K/KS/KSR.xml,KSRRE000,132201,19,,B,12,2,Whoops!,,
K/KS/KSR.xml,KSRRE000,132201,20,,A,13,1,Bugger!,,
K/KS/KSR.xml,KSRRE000,132201,21,,A,13,2,All those.,,
K/KS/KSR.xml,KSRRE000,132201,22,,B,14,1,Let's have a look.,,
K/KS/KSR.xml,KSRRE000,132201,23,,A,15,1,"Now this one, if yo- , you can work out how it works, cos I can't work out  --",,
K/KS/KSR.xml,KSRRE000,132201,24,,A,15,2,--how  --,,
K/KS/KSR.xml,KSRRE000,132201,25,,A,15,3,--to get that antiperspirant to go on your body.,,
K/KS/KSR.xml,KSRRE000,132201,26,,A,15,4,--,,
K/KS/KSR.xml,KSRRE000,132201,27,,A,15,5,--It's a bit stupid.,,
K/KS/KSR.xml,KSRRE000,132201,28,,B,16,1,Like that.,,
