swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees
K/KD/KD0.xml,KD0RE00G,017005,0,,A,1,1,Headphones on the wall again.,,
K/KD/KD0.xml,KD0RE00G,017005,1,,B,2,1,Oops a daisy.,,
K/KD/KD0.xml,KD0RE00G,017005,2,,B,2,2,--,,
K/KD/KD0.xml,KD0RE00G,017005,3,,B,2,3,--Is that the B & Q down there,,
K/KD/KD0.xml,KD0RE00G,017005,4,,A,3,1,Yeah.,,
K/KD/KD0.xml,KD0RE00G,017005,5,,B,4,1,or the Texas?,,
K/KD/KD0.xml,KD0RE00G,017005,6,,A,5,1,B and Q.,,
K/KD/KD0.xml,KD0RE00G,017005,7,,B,6,1,(()) martial arts.,,
K/KD/KD0.xml,KD0RE00G,017005,8,,A,7,1,So so far I've let six people go.,,
K/KD/KD0.xml,KD0RE00G,017005,9,,A,7,2,That's not bad.,,
K/KD/KD0.xml,KD0RE00G,017005,10,,A,7,3,Six!,,
K/KD/KD0.xml,KD0RE00G,017005,11,,B,8,1,It is bad.,,
K/KD/KD0.xml,KD0RE00G,017005,12,,B,8,2,You let five go in a second.,,
K/KD/KD0.xml,KD0RE00G,017005,13,,A,9,1,Well I could you could let this one go but I think he's gonna come out isn't he?,,
K/KD/KD0.xml,KD0RE00G,017005,14,,A,9,2,I don't know what to do.,,
K/KD/KD0.xml,KD0RE00G,017005,15,,A,9,3,"Here you are, no, I'll let him go, oh two I let go!",,
K/KD/KD0.xml,KD0RE00G,017005,16,,A,9,4,That's eight.,,
K/KD/KD0.xml,KD0RE00G,017005,17,,B,10,1,Oh brilliant.,,
K/KD/KD0.xml,KD0RE00G,017005,18,,A,11,1,Yes!,,
K/KD/KD0.xml,KD0RE00G,017005,19,,B,12,1,Eight!,,
K/KD/KD0.xml,KD0RE00G,017005,20,,B,12,2,Wow.,,
K/KD/KD0.xml,KD0RE00G,017005,21,,A,13,1,Eight people.,,
K/KD/KD0.xml,KD0RE00G,017005,22,,B,14,1,Wowsers Eight people.,,
K/KD/KD0.xml,KD0RE00G,017005,23,,A,15,1,She's gonna sit there all day  <laughing> she's that far back </laughing> .,,
K/KD/KD0.xml,KD0RE00G,017005,24,,B,16,1,Funny.,,
K/KD/KD0.xml,KD0RE00G,017005,25,,B,16,2,--,,
K/KD/KD0.xml,KD0RE00G,017005,26,,B,16,3,--Think it's obviously to do with trusting your car's power.,,
K/KD/KD0.xml,KD0RE00G,017005,27,,A,17,1,It's also being alert  --,,
K/KD/KD0.xml,KD0RE00G,017005,28,,A,17,2,--to watch.,,
K/KD/KD0.xml,KD0RE00G,017005,29,,A,17,3,I mean some people just don't expect you to let them out so they're dreaming mostly .,,
K/KD/KD0.xml,KD0RE00G,017005,30,,B,18,1,Yeah.,,
K/KD/KD0.xml,KD0RE00G,017005,31,,A,19,1,Times you flash people  --,,
K/KD/KD0.xml,KD0RE00G,017005,32,,A,19,2,--er?,,
K/KD/KD0.xml,KD0RE00G,017005,33,,A,19,3,"And you have to flash flash flash flash flash before you know oh, oh, ooh!",,
K/KD/KD0.xml,KD0RE00G,017005,34,,B,20,1,(()) let her out.,,
K/KD/KD0.xml,KD0RE00G,017005,35,,A,21,1,"You know, they're just, they're just waiting you know, sort of  --",,
K/KD/KD0.xml,KD0RE00G,017005,36,,A,21,2,--Others are like on the ball almost too much.,,
K/KD/KD0.xml,KD0RE00G,017005,37,,A,21,3,They whip across you before you've even thought about it.,,
K/KD/KD0.xml,KD0RE00G,017005,38,,B,22,1,Isn't Texaco around there somewhere?,,
K/KD/KD0.xml,KD0RE00G,017005,39,,A,23,1,Texaco?,,
K/KD/KD0.xml,KD0RE00G,017005,40,,A,23,2,Er  --,,
K/KD/KD0.xml,KD0RE00G,017005,41,,A,23,3,--no that's B P.,,
K/KD/KD0.xml,KD0RE00G,017005,42,,A,23,4,Texaco is round the corner.,,
K/KD/KD0.xml,KD0RE00G,017005,43,,A,23,5,--,,
K/KD/KD0.xml,KD0RE00G,017005,44,,A,23,6,--Don't forgot to switch that off when we go in the garage.,,
K/KD/KD0.xml,KD0RE00G,017005,45,,B,24,1,Yeah.,,
K/KD/KD0.xml,KD0RE00G,017005,46,,A,25,1,Oh look.,,
K/KD/KD0.xml,KD0RE00G,017005,47,,A,25,2,Number nine.,,
K/KD/KD0.xml,KD0RE00G,017005,48,,A,25,3,Yes!,,
K/KD/KD0.xml,KD0RE00G,017005,49,,B,26,1,Number 10?,,
K/KD/KD0.xml,KD0RE00G,017005,50,,A,27,1,"No I can't cos they're, they won't let her, let them go.",,
K/KD/KD0.xml,KD0RE00G,017005,51,,A,27,2,--,,
K/KD/KD0.xml,KD0RE00G,017005,52,,A,27,3,--Get stuck there.,,
K/KD/KD0.xml,KD0RE00G,017005,53,,A,27,4,--,,
K/KD/KD0.xml,KD0RE00G,017005,54,,A,27,5,"--I, I'll ask about that.",,
